observed_timestamp,PREORE_FEM_ENTRANCE-Cond [ÂµS/cm],PREORE_FEM_ENTRANCE-Depth [m],PREORE_FEM_ENTRANCE-NH3 [mg/L],PREORE_FEM_ENTRANCE-NH4+ [mg/L],PREORE_FEM_ENTRANCE-NO3 -N [mg/L],PREORE_FEM_ENTRANCE-ODO [mg/L],PREORE_FEM_ENTRANCE-pH,PREORE_FEM_ENTRANCE-Sal [psu],PREORE_FEM_ENTRANCE-Temp [Â°C]
2019-06-30 22:00:18+00:00,66.0,-0.091,0.0,0.15,0.49,8.95,7.62,0.04,16.819000000000003
2019-06-30 23:00:18+00:00,59.4,-0.079,0.0,0.15,0.43,9.16,7.55,0.03,15.951
2019-07-01 00:00:18+00:00,57.9,-0.077,0.0,0.13,0.45,9.24,7.53,0.03,15.468
2019-07-01 01:00:18+00:00,57.4,-0.089,0.0,0.13,0.45,9.39,7.52,0.03,14.844
2019-07-01 02:00:18+00:00,57.9,-0.089,0.0,0.15,0.47,9.48,7.52,0.03,14.388
2019-07-01 03:00:18+00:00,59.5,-0.095,0.0,0.14,0.48,9.58,7.54,0.03,13.929
2019-07-01 04:00:18+00:00,62.2,-0.096,0.0,0.15,0.51,9.63,7.55,0.04,13.63
2019-07-01 05:00:18+00:00,65.2,-0.093,0.0,0.13,0.54,9.71,7.59,0.04,13.405
2019-07-01 06:00:18+00:00,68.5,-0.1,0.0,0.13,0.58,9.79,7.64,0.04,13.323
2019-07-01 07:00:18+00:00,72.2,-0.109,0.0,0.13,0.62,9.85,7.72,0.04,13.43
2019-07-01 08:00:18+00:00,75.7,-0.11,0.0,0.15,0.65,9.89,7.79,0.05,13.671
2019-07-01 09:00:18+00:00,80.6,-0.121,0.0,0.14,0.67,9.82,7.87,0.05,14.142
2019-07-01 10:00:18+00:00,84.9,-0.129,0.0,0.14,0.7,9.78,7.95,0.05,14.898
2019-07-01 11:00:18+00:00,92.4,-0.135,0.0,0.15,0.72,9.48,7.97,0.05,15.942
2019-07-01 12:00:18+00:00,98.8,-0.145,0.01,0.17,0.73,9.28,8.02,0.05,16.999000000000002
2019-07-01 13:00:18+00:00,103.6,-0.161,0.01,0.15,0.72,9.19,8.08,0.06,17.741
2019-07-01 14:00:18+00:00,108.3,-0.168,0.01,0.15,0.74,8.96,8.08,0.06,18.516
2019-07-01 15:00:18+00:00,113.1,-0.17,0.01,0.18,0.73,8.84,8.1,0.06,19.041
2019-07-01 16:00:18+00:00,118.7,-0.172,0.01,0.19,0.71,8.69,8.06,0.06,19.025
2019-07-01 17:00:18+00:00,120.9,-0.171,0.01,0.19,0.74,8.73,8.05,0.06,18.853
2019-07-01 18:00:18+00:00,119.0,-0.144,0.01,0.21,0.74,8.7,8.0,0.06,18.431
2019-07-01 19:00:18+00:00,114.4,-0.119,0.01,0.22,0.72,8.72,7.95,0.06,18.031
2019-07-01 20:00:18+00:00,108.8,-0.111,0.01,0.2,0.73,8.7,7.9,0.06,17.828
2019-07-01 21:00:18+00:00,92.8,-0.1009999999999999,0.0,0.19,0.63,8.84,7.82,0.05,17.154
2019-07-01 22:00:18+00:00,78.1,-0.102,0.0,0.18,0.53,9.04,7.73,0.04,16.305
2019-07-01 23:00:18+00:00,69.6,-0.092,0.0,0.2,0.52,9.21,7.66,0.04,15.519
2019-07-02 00:00:18+00:00,66.7,-0.095,0.0,0.16,0.52,9.34,7.63,0.04,14.905
2019-07-02 01:00:18+00:00,65.7,-0.1009999999999999,0.0,0.15,0.52,9.45,7.61,0.04,14.345999999999998
2019-07-02 02:00:18+00:00,66.1,-0.108,0.0,0.15,0.52,9.59,7.62,0.04,13.787
2019-07-02 03:00:18+00:00,67.2,-0.115,0.0,0.14,0.56,9.65,7.61,0.04,13.425999999999998
2019-07-02 04:00:18+00:00,69.8,-0.13,0.0,0.13,0.56,9.72,7.62,0.04,13.079
2019-07-02 05:00:18+00:00,73.2,-0.133,0.0,0.13,0.6,9.8,7.66,0.04,12.883
2019-07-02 06:00:18+00:00,77.1,-0.14,0.0,0.12,0.64,9.9,7.73,0.05,12.879
2019-07-02 07:00:18+00:00,81.7,-0.144,0.0,0.12,0.71,9.96,7.82,0.05,13.045
2019-07-02 08:00:18+00:00,87.3,-0.141,0.0,0.12,0.73,9.93,7.88,0.05,13.351
2019-07-02 09:00:18+00:00,92.3,-0.143,0.0,0.13,0.75,9.89,7.94,0.06,13.565
2019-07-02 10:00:18+00:00,96.5,-0.148,0.0,0.14,0.78,9.85,7.97,0.06,13.754
2019-07-02 11:00:18+00:00,102.9,-0.154,0.0,0.14,0.82,9.82,8.01,0.06,14.196
2019-07-02 12:00:18+00:00,109.4,-0.172,0.0,0.15,0.86,9.72,8.07,0.06,15.246
2019-07-02 13:00:18+00:00,117.3,-0.176,0.01,0.15,0.9,9.44,8.1,0.07,16.445
2019-07-02 14:00:18+00:00,122.8,-0.198,0.01,0.16,0.89,9.27,8.14,0.07,17.221
2019-07-02 15:00:18+00:00,127.5,-0.192,0.01,0.17,0.88,9.1,8.14,0.07,17.611
2019-07-02 16:00:18+00:00,130.8,-0.1989999999999999,0.01,0.18,0.89,9.05,8.12,0.07,17.699
2019-07-02 17:00:18+00:00,133.9,-0.193,0.01,0.2,0.89,8.94,8.06,0.07,17.389
2019-07-02 18:00:18+00:00,134.1,-0.143,0.01,0.27,0.89,8.79,7.99,0.07,17.152
2019-07-02 19:00:18+00:00,119.7,-0.132,0.01,0.39,0.97,8.62,7.91,0.07,17.574
2019-07-02 20:00:18+00:00,127.3,-0.132,0.01,0.34,0.98,8.76,7.89,0.07,16.757
2019-07-02 21:00:18+00:00,128.8,-0.111,0.01,0.35,1.0,8.84,7.89,0.07,16.49
2019-07-02 22:00:18+00:00,118.7,-0.089,0.01,0.32,1.03,8.95,7.91,0.07,16.343
2019-07-02 23:00:18+00:00,80.1,-0.088,0.0,0.27,0.72,9.28,7.73,0.05,14.937
2019-07-03 00:00:18+00:00,78.4,-0.087,0.0,0.22,0.8,9.43,7.69,0.05,14.292
2019-07-03 01:00:18+00:00,79.1,-0.094,0.0,0.19,0.78,9.55,7.69,0.05,13.894
2019-07-03 02:00:18+00:00,78.7,-0.092,0.0,0.18,0.83,9.52,7.69,0.05,13.774
2019-07-03 03:00:18+00:00,79.1,-0.091,0.0,0.17,0.84,9.57,7.69,0.05,13.548
2019-07-03 04:00:18+00:00,78.8,-0.098,0.0,0.15,0.81,9.65,7.68,0.05,13.281
2019-07-03 05:00:18+00:00,78.9,-0.1,0.0,0.14,0.81,9.71,7.69,0.05,13.123
2019-07-03 06:00:18+00:00,79.4,-0.103,0.0,0.13,0.81,9.81,7.73,0.05,12.993
2019-07-03 07:00:18+00:00,80.5,-0.134,0.0,0.13,0.84,9.91,7.79,0.05,13.06
2019-07-03 08:00:18+00:00,81.9,-0.136,0.0,0.13,0.84,9.97,7.85,0.05,13.151
2019-07-03 09:00:18+00:00,84.4,-0.1369999999999999,0.0,0.13,0.85,9.98,7.91,0.05,13.402
2019-07-03 10:00:18+00:00,87.6,-0.142,0.0,0.14,0.86,9.85,7.93,0.05,13.769
2019-07-03 11:00:18+00:00,92.1,-0.153,0.0,0.13,0.88,9.82,7.96,0.05,14.243
2019-07-03 12:00:18+00:00,101.2,-0.152,0.0,0.15,0.9,9.53,7.96,0.06,14.776
2019-07-03 13:00:18+00:00,105.0,-0.142,0.01,0.2,0.93,9.24,7.94,0.06,15.51
2019-07-03 14:00:18+00:00,116.9,-0.1119999999999999,0.0,0.19,0.97,9.29,7.94,0.07,15.127
2019-07-03 15:00:18+00:00,123.4,-0.118,0.01,0.17,1.01,9.46,8.02,0.07,15.113
2019-07-03 16:00:18+00:00,127.7,-0.126,0.01,0.19,1.02,9.4,8.02,0.07,14.99
2019-07-03 17:00:18+00:00,130.2,-0.126,0.01,0.2,1.03,9.37,7.99,0.08,14.88
2019-07-03 18:00:18+00:00,131.3,-0.125,0.01,0.2,1.06,9.42,8.02,0.08,14.889
2019-07-03 19:00:18+00:00,132.3,-0.119,0.01,0.21,1.06,9.36,7.99,0.08,14.734000000000002
2019-07-03 20:00:18+00:00,131.3,-0.106,0.01,0.22,1.07,9.34,7.95,0.08,14.515
2019-07-03 21:00:18+00:00,129.8,-0.089,0.0,0.21,1.08,9.34,7.92,0.08,14.384
2019-07-03 22:00:18+00:00,126.4,-0.104,0.0,0.22,1.08,9.41,7.9,0.08,14.15
2019-07-03 23:00:18+00:00,125.8,-0.095,0.0,0.21,1.08,9.42,7.88,0.08,13.947
2019-07-04 00:00:18+00:00,126.7,-0.104,0.0,0.22,1.11,9.48,7.89,0.08,13.758
2019-07-04 01:00:18+00:00,126.0,-0.1,0.0,0.21,1.11,9.54,7.89,0.08,13.521
2019-07-04 02:00:18+00:00,123.7,-0.105,0.0,0.2,1.11,9.62,7.89,0.08,13.281
2019-07-04 03:00:18+00:00,120.9,-0.108,0.0,0.18,1.1,9.68,7.87,0.07,13.024
2019-07-04 04:00:18+00:00,117.9,-0.1119999999999999,0.0,0.17,1.07,9.75,7.86,0.07,12.789
2019-07-04 05:00:18+00:00,114.7,-0.106,0.0,0.16,1.07,9.87,7.86,0.07,12.545
2019-07-04 06:00:18+00:00,112.8,-0.113,0.0,0.15,1.08,10.01,7.91,0.07,12.484000000000002
2019-07-04 07:00:18+00:00,114.4,-0.107,0.0,0.16,1.09,10.1,7.97,0.07,12.653
2019-07-04 08:00:18+00:00,115.0,-0.109,0.0,0.16,1.1,10.1,8.01,0.07,12.970999999999998
2019-07-04 09:00:18+00:00,117.7,-0.114,0.0,0.16,1.14,10.05,8.06,0.07,13.543
2019-07-04 10:00:18+00:00,121.9,-0.118,0.01,0.16,1.14,9.96,8.12,0.07,14.363
2019-07-04 11:00:18+00:00,128.2,-0.1169999999999999,0.01,0.15,1.18,9.7,8.14,0.07,15.435
2019-07-04 12:00:18+00:00,134.3,-0.131,0.01,0.16,1.16,9.54,8.18,0.08,16.394000000000002
2019-07-04 13:00:18+00:00,138.7,-0.132,0.01,0.16,1.14,9.42,8.22,0.08,17.107
2019-07-04 14:00:18+00:00,142.2,-0.132,0.01,0.17,1.12,9.14,8.18,0.08,17.555999999999997
2019-07-04 15:00:18+00:00,142.4,-0.108,0.01,0.19,1.07,8.96,8.12,0.08,17.358
2019-07-04 16:00:18+00:00,122.6,-0.081,0.01,0.24,1.08,8.73,7.99,0.07,17.418
2019-07-04 17:00:18+00:00,123.0,-0.096,0.01,0.26,0.96,8.84,7.95,0.07,17.004
2019-07-04 18:00:18+00:00,124.2,-0.111,0.01,0.27,1.0,8.9,7.94,0.07,16.578
2019-07-04 19:00:18+00:00,131.6,-0.107,0.01,0.26,1.12,8.94,7.93,0.07,16.230999999999998
2019-07-04 20:00:18+00:00,137.1,-0.099,0.01,0.26,1.17,9.04,7.94,0.08,15.813
2019-07-04 21:00:18+00:00,137.5,-0.096,0.01,0.25,1.21,9.07,7.91,0.08,15.575
2019-07-04 22:00:18+00:00,134.1,-0.09,0.01,0.24,1.22,9.15,7.9,0.08,15.314
2019-07-04 23:00:18+00:00,133.0,-0.0969999999999999,0.01,0.23,1.21,9.23,7.91,0.08,15.092
2019-07-05 00:00:18+00:00,131.5,-0.103,0.0,0.22,1.21,9.29,7.9,0.08,14.788
2019-07-05 01:00:18+00:00,130.4,-0.102,0.0,0.23,1.21,9.34,7.88,0.08,14.464
2019-07-05 02:00:18+00:00,127.8,-0.103,0.0,0.21,1.16,9.44,7.88,0.08,14.098
2019-07-05 03:00:18+00:00,125.7,-0.11,0.0,0.21,1.2,9.5,7.87,0.08,13.785
2019-07-05 04:00:18+00:00,126.1,-0.106,0.0,0.2,1.18,9.58,7.86,0.08,13.437
2019-07-05 05:00:18+00:00,124.4,-0.109,0.0,0.19,1.21,9.69,7.88,0.08,13.227
2019-07-05 06:00:18+00:00,124.2,-0.109,0.0,0.17,1.22,9.86,7.95,0.08,13.107
2019-07-05 07:00:18+00:00,125.1,-0.1159999999999999,0.0,0.17,1.24,9.99,8.01,0.08,13.211
2019-07-05 08:00:18+00:00,125.6,-0.126,0.0,0.16,1.25,9.96,8.05,0.08,13.491
2019-07-05 09:00:18+00:00,129.4,-0.129,0.01,0.16,1.28,9.96,8.11,0.08,14.015999999999998
2019-07-05 10:00:18+00:00,132.6,-0.14,0.01,0.16,1.28,9.83,8.15,0.08,14.77
2019-07-05 11:00:18+00:00,137.4,-0.148,0.01,0.16,1.28,9.76,8.21,0.08,15.776
2019-07-05 12:00:18+00:00,141.6,-0.16,0.01,0.16,1.27,9.39,8.19,0.08,16.820999999999998
2019-07-05 13:00:18+00:00,145.6,-0.1639999999999999,0.01,0.16,1.25,9.28,8.22,0.08,17.680999999999997
2019-07-05 14:00:18+00:00,148.3,-0.1669999999999999,0.01,0.16,1.19,9.27,8.28,0.08,18.383
2019-07-05 15:00:18+00:00,151.3,-0.165,0.01,0.17,1.15,8.91,8.22,0.08,18.798
2019-07-05 16:00:18+00:00,151.3,-0.175,0.01,0.18,1.13,8.92,8.23,0.08,18.926
2019-07-05 17:00:18+00:00,152.0,-0.175,0.01,0.2,1.09,8.75,8.16,0.08,18.71
2019-07-05 18:00:18+00:00,151.7,-0.171,0.01,0.23,1.08,8.71,8.09,0.08,18.408
2019-07-05 19:00:18+00:00,150.6,-0.166,0.01,0.24,1.09,8.66,8.0,0.08,17.976
2019-07-05 20:00:18+00:00,148.4,-0.157,0.01,0.24,1.12,8.65,7.92,0.08,17.602999999999998
2019-07-05 21:00:18+00:00,147.4,-0.15,0.01,0.25,1.13,8.71,7.89,0.08,17.201
2019-07-05 22:00:18+00:00,148.8,-0.145,0.01,0.25,1.16,8.79,7.89,0.08,16.838
2019-07-05 23:00:18+00:00,147.1,-0.148,0.01,0.25,1.16,8.87,7.87,0.08,16.507
2019-07-06 00:00:18+00:00,146.5,-0.143,0.01,0.24,1.18,8.9,7.85,0.08,16.255
2019-07-06 01:00:18+00:00,146.0,-0.146,0.0,0.24,1.19,8.97,7.85,0.08,15.934
2019-07-06 02:00:18+00:00,142.5,-0.145,0.0,0.23,1.18,9.07,7.85,0.08,15.615
2019-07-06 03:00:18+00:00,140.8,-0.148,0.0,0.22,1.21,9.09,7.84,0.08,15.337
2019-07-06 04:00:18+00:00,140.0,-0.146,0.0,0.22,1.17,9.23,7.86,0.08,14.95
2019-07-06 05:00:18+00:00,138.2,-0.146,0.0,0.21,1.17,9.37,7.89,0.08,14.652
2019-07-06 06:00:18+00:00,138.5,-0.153,0.0,0.19,1.21,9.54,7.95,0.08,14.524
2019-07-06 07:00:18+00:00,138.0,-0.16,0.01,0.18,1.24,9.71,8.04,0.08,14.537
2019-07-06 08:00:18+00:00,137.6,-0.16,0.01,0.17,1.25,9.73,8.08,0.08,14.754
2019-07-06 09:00:18+00:00,139.4,-0.1639999999999999,0.01,0.16,1.25,9.85,8.17,0.08,15.198
2019-07-06 10:00:18+00:00,141.4,-0.158,0.01,0.16,1.25,9.56,8.16,0.08,15.931
2019-07-06 11:00:18+00:00,143.7,-0.17,0.01,0.16,1.24,9.45,8.21,0.08,16.871
2019-07-06 12:00:18+00:00,148.2,-0.171,0.01,0.16,1.2,9.57,8.32,0.08,17.771
2019-07-06 13:00:18+00:00,150.6,-0.179,0.01,0.17,1.17,8.97,8.23,0.08,18.574
2019-07-06 14:00:18+00:00,150.8,-0.183,0.01,0.18,1.16,9.0,8.23,0.08,18.513
2019-07-06 15:00:18+00:00,150.9,-0.187,0.01,0.18,1.13,8.87,8.17,0.08,18.358
2019-07-06 16:00:18+00:00,151.6,-0.195,0.01,0.19,1.15,8.88,8.18,0.08,18.494
2019-07-06 17:00:18+00:00,151.9,-0.1939999999999999,0.01,0.21,1.14,8.66,8.1,0.08,18.526
2019-07-06 18:00:18+00:00,149.8,-0.173,0.01,0.25,1.11,8.55,8.0,0.08,18.126
2019-07-06 19:00:18+00:00,147.6,-0.1669999999999999,0.01,0.28,1.12,8.61,7.95,0.08,17.562
2019-07-06 20:00:18+00:00,145.8,-0.1689999999999999,0.01,0.27,1.15,8.72,7.93,0.08,16.991
2019-07-06 21:00:18+00:00,144.5,-0.163,0.01,0.26,1.17,8.84,7.92,0.08,16.469
2019-07-06 22:00:18+00:00,138.1,-0.138,0.01,0.24,1.23,8.86,7.9,0.08,16.285
2019-07-06 23:00:18+00:00,99.8,-0.125,0.0,0.18,0.92,9.01,7.84,0.06,16.011
2019-07-07 00:00:18+00:00,61.6,-0.13,0.0,0.16,0.62,9.38,7.67,0.04,14.493
2019-07-07 01:00:18+00:00,50.0,-0.13,0.0,0.15,0.56,9.7,7.55,0.03,13.278
2019-07-07 02:00:18+00:00,46.2,-0.142,0.0,0.12,0.59,9.9,7.5,0.03,12.424
2019-07-07 03:00:18+00:00,45.4,-0.151,0.0,0.11,0.57,10.03,7.48,0.03,11.884
2019-07-07 04:00:18+00:00,46.7,-0.149,0.0,0.1,0.6,10.11,7.48,0.03,11.525
2019-07-07 05:00:18+00:00,48.5,-0.153,0.0,0.1,0.65,10.16,7.5,0.03,11.327
2019-07-07 06:00:18+00:00,51.1,-0.154,0.0,0.1,0.66,10.2,7.55,0.03,11.262
2019-07-07 07:00:18+00:00,53.3,-0.162,0.0,0.09,0.71,10.17,7.59,0.03,11.425999999999998
2019-07-07 08:00:18+00:00,56.3,-0.178,0.0,0.09,0.73,10.15,7.65,0.03,11.671
2019-07-07 09:00:18+00:00,59.5,-0.1889999999999999,0.0,0.09,0.76,10.08,7.71,0.04,12.209
2019-07-07 10:00:18+00:00,63.8,-0.2019999999999999,0.0,0.09,0.81,9.91,7.77,0.04,13.077
2019-07-07 11:00:18+00:00,70.6,-0.2019999999999999,0.0,0.09,0.82,9.7,7.82,0.04,13.895
2019-07-07 12:00:18+00:00,80.5,-0.22,0.0,0.1,0.86,9.49,7.91,0.05,14.880999999999998
2019-07-07 13:00:18+00:00,89.4,-0.228,0.0,0.1,0.92,9.29,7.97,0.05,15.964
2019-07-07 14:00:18+00:00,97.7,-0.228,0.0,0.12,0.92,9.01,7.96,0.05,16.361
2019-07-07 15:00:18+00:00,101.8,-0.214,0.0,0.13,0.94,8.97,7.92,0.06,16.367
2019-07-07 16:00:18+00:00,110.3,-0.206,0.0,0.13,0.97,9.03,8.0,0.06,16.535
2019-07-07 17:00:18+00:00,116.0,-0.209,0.0,0.14,1.0,8.99,8.0,0.07,16.451
2019-07-07 18:00:18+00:00,119.5,-0.195,0.0,0.15,1.02,9.02,8.0,0.07,16.205
2019-07-07 19:00:18+00:00,123.8,-0.196,0.0,0.15,1.07,9.0,7.96,0.07,15.99
2019-07-07 20:00:18+00:00,126.6,-0.185,0.0,0.16,1.09,8.98,7.93,0.07,15.78
2019-07-07 21:00:18+00:00,129.6,-0.175,0.0,0.16,1.12,9.05,7.92,0.07,15.521
2019-07-07 22:00:18+00:00,129.0,-0.171,0.0,0.17,1.15,9.11,7.91,0.07,15.329
2019-07-07 23:00:18+00:00,128.6,-0.1639999999999999,0.0,0.16,1.19,9.18,7.91,0.07,15.149
2019-07-08 00:00:18+00:00,127.4,-0.157,0.0,0.16,1.22,9.2,7.9,0.07,14.975
2019-07-08 01:00:18+00:00,123.3,-0.154,0.0,0.15,1.16,9.29,7.89,0.07,14.67
2019-07-08 02:00:18+00:00,117.6,-0.16,0.0,0.15,1.15,9.38,7.87,0.07,14.304
2019-07-08 03:00:18+00:00,114.1,-0.165,0.0,0.14,1.12,9.44,7.85,0.07,13.929
2019-07-08 04:00:18+00:00,111.1,-0.16,0.0,0.14,1.09,9.55,7.84,0.07,13.482
2019-07-08 05:00:18+00:00,110.0,-0.159,0.0,0.13,1.11,9.66,7.85,0.07,13.181
2019-07-08 06:00:18+00:00,109.9,-0.162,0.0,0.13,1.17,9.86,7.91,0.07,13.008
2019-07-08 07:00:18+00:00,111.4,-0.1669999999999999,0.0,0.12,1.2,10.0,7.99,0.07,13.053
2019-07-08 08:00:18+00:00,114.1,-0.1689999999999999,0.0,0.12,1.22,10.04,8.05,0.07,13.306
2019-07-08 09:00:18+00:00,117.1,-0.168,0.0,0.11,1.23,10.04,8.12,0.07,13.791
2019-07-08 10:00:18+00:00,120.5,-0.176,0.0,0.12,1.23,9.85,8.14,0.07,14.316
2019-07-08 11:00:18+00:00,126.1,-0.182,0.01,0.12,1.27,9.79,8.2,0.07,15.255999999999998
2019-07-08 12:00:18+00:00,129.5,-0.188,0.01,0.13,1.26,9.86,8.27,0.07,15.683
2019-07-08 13:00:18+00:00,135.8,-0.191,0.01,0.13,1.26,9.66,8.28,0.08,16.632
2019-07-08 14:00:18+00:00,139.8,-0.2,0.01,0.13,1.24,9.39,8.26,0.08,17.22
2019-07-08 15:00:18+00:00,140.4,-0.1969999999999999,0.01,0.14,1.2,9.33,8.24,0.08,17.029
2019-07-08 16:00:18+00:00,140.9,-0.201,0.01,0.15,1.23,9.4,8.25,0.08,16.867
2019-07-08 17:00:18+00:00,143.0,-0.198,0.01,0.16,1.23,9.1,8.19,0.08,17.166
2019-07-08 18:00:18+00:00,143.9,-0.187,0.01,0.17,1.22,8.99,8.13,0.08,17.002
2019-07-08 19:00:18+00:00,143.7,-0.187,0.01,0.18,1.22,8.91,8.06,0.08,16.741
2019-07-08 20:00:18+00:00,142.8,-0.166,0.01,0.2,1.24,8.91,8.0,0.08,16.368
2019-07-08 21:00:18+00:00,142.6,-0.156,0.01,0.22,1.23,8.96,7.96,0.08,16.003
2019-07-08 22:00:18+00:00,140.4,-0.16,0.01,0.22,1.28,9.05,7.95,0.08,15.621
2019-07-08 23:00:18+00:00,134.8,-0.158,0.01,0.22,1.28,9.13,7.93,0.08,15.333
2019-07-09 00:00:18+00:00,135.2,-0.16,0.0,0.21,1.3,9.19,7.92,0.08,15.032
2019-07-09 01:00:18+00:00,130.7,-0.161,0.01,0.24,1.3,9.21,7.88,0.08,14.829
2019-07-09 02:00:18+00:00,134.0,-0.155,0.0,0.23,1.33,9.25,7.88,0.08,14.588
2019-07-09 03:00:18+00:00,133.6,-0.154,0.0,0.21,1.37,9.32,7.87,0.08,14.325
2019-07-09 04:00:18+00:00,133.9,-0.161,0.0,0.2,1.31,9.41,7.89,0.08,14.071
2019-07-09 05:00:18+00:00,133.8,-0.156,0.0,0.19,1.33,9.51,7.91,0.08,13.88
2019-07-09 06:00:18+00:00,133.9,-0.152,0.0,0.18,1.35,9.59,7.94,0.08,13.773
2019-07-09 07:00:18+00:00,134.0,-0.153,0.0,0.17,1.36,9.66,7.97,0.08,13.725
2019-07-09 08:00:18+00:00,134.3,-0.159,0.0,0.17,1.37,9.76,8.03,0.08,13.77
2019-07-09 09:00:18+00:00,134.9,-0.17,0.01,0.17,1.39,9.81,8.09,0.08,14.064
2019-07-09 10:00:18+00:00,135.9,-0.17,0.01,0.17,1.35,9.92,8.16,0.08,14.332
2019-07-09 11:00:18+00:00,139.1,-0.177,0.01,0.16,1.39,9.73,8.18,0.08,15.213
2019-07-09 12:00:18+00:00,142.5,-0.178,0.01,0.16,1.34,9.75,8.26,0.08,16.053
2019-07-09 13:00:18+00:00,144.5,-0.182,0.01,0.17,1.32,9.36,8.22,0.08,16.839000000000002
2019-07-09 14:00:18+00:00,146.6,-0.2269999999999999,0.01,0.17,1.24,9.17,8.18,0.08,16.905
2019-07-09 15:00:18+00:00,144.8,-0.2239999999999999,0.01,0.17,1.22,9.04,8.14,0.08,16.88
2019-07-09 16:00:18+00:00,144.4,-0.212,0.01,0.18,1.24,9.05,8.1,0.08,16.555999999999997
2019-07-09 17:00:18+00:00,144.3,-0.208,0.01,0.19,1.27,9.05,8.08,0.08,16.439
2019-07-09 18:00:18+00:00,144.3,-0.214,0.01,0.21,1.25,9.06,8.06,0.08,16.218
2019-07-09 19:00:18+00:00,142.6,-0.217,0.01,0.22,1.28,9.07,8.04,0.08,16.055999999999997
2019-07-09 20:00:18+00:00,144.3,-0.21,0.01,0.23,1.29,9.03,7.98,0.08,15.78
2019-07-09 21:00:18+00:00,142.7,-0.207,0.01,0.23,1.32,9.04,7.95,0.08,15.57
2019-07-09 22:00:18+00:00,141.3,-0.2019999999999999,0.01,0.24,1.32,9.06,7.92,0.08,15.388
2019-07-09 23:00:18+00:00,142.0,-0.1969999999999999,0.01,0.23,1.32,9.12,7.92,0.08,15.204
2019-07-10 00:00:18+00:00,140.7,-0.198,0.01,0.24,1.35,9.14,7.91,0.08,15.076
2019-07-10 01:00:18+00:00,141.9,-0.2,0.01,0.24,1.33,9.19,7.91,0.08,14.937
2019-07-10 02:00:18+00:00,140.4,-0.198,0.0,0.23,1.36,9.22,7.9,0.08,14.777
2019-07-10 03:00:18+00:00,139.4,-0.205,0.0,0.22,1.32,9.26,7.9,0.08,14.562
2019-07-10 04:00:18+00:00,139.0,-0.203,0.0,0.22,1.34,9.32,7.89,0.08,14.339
2019-07-10 05:00:18+00:00,138.2,-0.2,0.0,0.21,1.35,9.43,7.91,0.08,14.132
2019-07-10 06:00:18+00:00,137.5,-0.209,0.0,0.19,1.36,9.59,7.96,0.08,14.023
2019-07-10 07:00:18+00:00,137.6,-0.204,0.01,0.18,1.38,9.74,8.04,0.08,14.125
2019-07-10 08:00:18+00:00,139.2,-0.209,0.01,0.18,1.39,9.78,8.11,0.08,14.485
2019-07-10 09:00:18+00:00,140.1,-0.21,0.01,0.18,1.4,9.66,8.16,0.08,15.065
2019-07-10 10:00:18+00:00,142.7,-0.212,0.01,0.18,1.39,9.72,8.23,0.08,15.696
2019-07-10 11:00:18+00:00,144.6,-0.212,0.01,0.18,1.38,9.57,8.26,0.08,16.562
2019-07-10 12:00:18+00:00,148.6,-0.205,0.01,0.17,1.32,9.37,8.27,0.08,17.498
2019-07-10 13:00:18+00:00,152.5,-0.205,0.01,0.17,1.29,9.16,8.28,0.08,18.198
2019-07-10 14:00:18+00:00,153.1,-0.2,0.01,0.18,1.28,9.08,8.29,0.08,18.754
2019-07-10 15:00:18+00:00,152.5,-0.21,0.01,0.18,1.19,9.01,8.26,0.08,18.572
2019-07-10 16:00:18+00:00,152.2,-0.1969999999999999,0.01,0.18,1.18,8.97,8.22,0.08,18.188
2019-07-10 17:00:18+00:00,150.8,-0.201,0.01,0.19,1.16,8.92,8.18,0.08,17.855999999999998
2019-07-10 18:00:18+00:00,149.5,-0.192,0.01,0.21,1.21,8.89,8.11,0.08,17.316
2019-07-10 19:00:18+00:00,147.1,-0.1889999999999999,0.01,0.22,1.21,8.87,8.05,0.08,16.893
2019-07-10 20:00:18+00:00,147.1,-0.179,0.01,0.22,1.23,8.88,7.98,0.08,16.414
2019-07-10 21:00:18+00:00,146.4,-0.173,0.01,0.23,1.23,8.94,7.95,0.08,16.048
2019-07-10 22:00:18+00:00,145.4,-0.17,0.01,0.23,1.27,8.99,7.92,0.08,15.738
2019-07-10 23:00:18+00:00,144.3,-0.163,0.01,0.23,1.26,9.08,7.91,0.08,15.383
2019-07-11 00:00:18+00:00,144.2,-0.165,0.01,0.22,1.28,9.16,7.91,0.08,15.062
2019-07-11 01:00:18+00:00,147.4,-0.1639999999999999,0.0,0.22,1.28,9.23,7.91,0.09,14.809
2019-07-11 02:00:18+00:00,147.5,-0.16,0.0,0.21,1.3,9.29,7.91,0.09,14.573
2019-07-11 03:00:18+00:00,141.9,-0.1669999999999999,0.0,0.21,1.3,9.33,7.92,0.08,14.371
2019-07-11 04:00:18+00:00,133.8,-0.16,0.0,0.2,1.3,9.39,7.91,0.08,14.164
2019-07-11 05:00:18+00:00,136.5,-0.165,0.0,0.19,1.33,9.52,7.95,0.08,13.981
2019-07-11 06:00:18+00:00,136.8,-0.163,0.0,0.18,1.32,9.64,8.0,0.08,13.85
2019-07-11 07:00:18+00:00,134.9,-0.1669999999999999,0.0,0.17,1.36,9.79,8.06,0.08,13.897
