observed_timestamp,PREORE_FEM_ENTRANCE-Cond [ÂµS/cm],PREORE_FEM_ENTRANCE-Depth [m],PREORE_FEM_ENTRANCE-NH3 [mg/L],PREORE_FEM_ENTRANCE-NH4+ [mg/L],PREORE_FEM_ENTRANCE-NO3 -N [mg/L],PREORE_FEM_ENTRANCE-ODO [mg/L],PREORE_FEM_ENTRANCE-pH,PREORE_FEM_ENTRANCE-Sal [psu],PREORE_FEM_ENTRANCE-Temp [Â°C]
2019-07-27 19:00:18+00:00,138.9,-0.242,0.01,0.24,1.28,8.4,7.86,0.08,17.156
2019-07-27 20:00:18+00:00,136.3,-0.236,0.01,0.23,1.21,8.51,7.85,0.08,16.836
2019-07-27 21:00:18+00:00,121.5,-0.233,0.0,0.21,1.23,8.58,7.84,0.07,16.579
2019-07-27 22:00:18+00:00,87.8,-0.236,0.0,0.18,0.93,8.9,7.94,0.05,15.682
2019-07-27 23:00:18+00:00,74.3,-0.238,0.0,0.16,0.91,9.11,7.98,0.04,14.848
2019-07-28 00:00:18+00:00,68.4,-0.237,0.01,0.19,0.82,9.21,7.99,0.04,14.444
2019-07-28 01:00:18+00:00,52.8,-0.239,0.0,0.15,0.71,9.48,8.0,0.03,13.379
2019-07-28 02:00:18+00:00,51.6,-0.257,0.0,0.12,0.72,9.6,7.9,0.03,12.877
2019-07-28 03:00:18+00:00,48.1,-0.26,0.0,0.12,0.72,9.69,7.8,0.03,12.5
2019-07-28 04:00:18+00:00,50.5,-0.263,0.0,0.1,0.75,9.7,7.72,0.03,12.316
2019-07-28 05:00:18+00:00,53.9,-0.268,0.0,0.1,0.81,9.7,7.69,0.03,12.207
2019-07-28 06:00:18+00:00,57.9,-0.2789999999999999,0.0,0.1,0.85,9.71,7.7,0.04,12.169
2019-07-28 07:00:18+00:00,59.1,-0.285,0.0,0.1,0.9,9.7,7.73,0.04,12.220999999999998
2019-07-28 08:00:18+00:00,64.3,-0.295,0.0,0.1,0.98,9.69,7.78,0.04,12.36
2019-07-28 09:00:18+00:00,68.9,-0.297,0.0,0.11,1.04,9.66,7.84,0.04,12.607
2019-07-28 10:00:18+00:00,75.2,-0.299,0.0,0.11,1.07,9.6,7.88,0.05,12.81
2019-07-28 11:00:18+00:00,80.2,-0.291,0.0,0.12,1.12,9.54,7.91,0.05,13.03
2019-07-28 12:00:18+00:00,88.9,-0.294,0.0,0.11,1.16,9.55,7.97,0.05,13.371
2019-07-28 13:00:18+00:00,91.0,-0.291,0.0,0.11,1.17,9.52,8.03,0.05,13.866
2019-07-28 14:00:18+00:00,97.1,-0.289,0.0,0.12,1.2,9.37,8.04,0.06,14.164
2019-07-28 15:00:18+00:00,102.8,-0.285,0.0,0.12,1.2,9.32,8.05,0.06,14.343
2019-07-28 16:00:18+00:00,107.0,-0.289,0.0,0.12,1.24,9.29,8.07,0.06,14.646
2019-07-28 17:00:18+00:00,111.7,-0.283,0.0,0.13,1.23,9.18,8.07,0.07,14.824000000000002
2019-07-28 18:00:18+00:00,113.3,-0.275,0.0,0.13,1.26,9.1,8.04,0.07,14.836
2019-07-28 19:00:18+00:00,116.8,-0.26,0.0,0.15,1.21,9.01,7.96,0.07,14.725
2019-07-28 20:00:18+00:00,118.2,-0.255,0.0,0.15,1.24,8.99,7.91,0.07,14.553
2019-07-28 21:00:18+00:00,121.0,-0.254,0.0,0.15,1.25,9.01,7.89,0.07,14.382
2019-07-28 22:00:18+00:00,126.7,-0.25,0.0,0.16,1.28,9.1,7.87,0.08,14.229
2019-07-28 23:00:18+00:00,122.3,-0.246,0.0,0.16,1.3,9.13,7.86,0.07,14.102
2019-07-29 00:00:18+00:00,123.0,-0.243,0.0,0.16,1.31,9.17,7.85,0.07,13.995
2019-07-29 01:00:18+00:00,123.5,-0.241,0.0,0.15,1.31,9.2,7.85,0.07,13.896
2019-07-29 02:00:18+00:00,127.3,-0.24,0.0,0.15,1.32,9.24,7.84,0.08,13.800999999999998
2019-07-29 03:00:18+00:00,128.6,-0.237,0.0,0.15,1.34,9.25,7.84,0.08,13.711
2019-07-29 04:00:18+00:00,127.9,-0.225,0.0,0.15,1.32,9.29,7.83,0.08,13.607
2019-07-29 05:00:18+00:00,127.3,-0.222,0.0,0.15,1.32,9.33,7.85,0.08,13.523
2019-07-29 06:00:18+00:00,125.9,-0.222,0.0,0.15,1.34,9.44,7.88,0.08,13.476
2019-07-29 07:00:18+00:00,124.8,-0.212,0.0,0.14,1.32,9.49,7.95,0.08,13.550999999999998
2019-07-29 08:00:18+00:00,126.9,-0.211,0.0,0.14,1.34,9.57,8.01,0.08,13.729
2019-07-29 09:00:18+00:00,130.0,-0.212,0.0,0.14,1.39,9.54,8.08,0.08,14.118
2019-07-29 10:00:18+00:00,130.9,-0.2189999999999999,0.01,0.13,1.37,9.56,8.19,0.08,14.884
2019-07-29 11:00:18+00:00,133.1,-0.22,0.01,0.14,1.36,9.29,8.18,0.08,15.714
2019-07-29 12:00:18+00:00,138.4,-0.22,0.01,0.14,1.31,9.16,8.22,0.08,16.218
2019-07-29 13:00:18+00:00,141.0,-0.221,0.01,0.15,1.33,9.08,8.22,0.08,16.793
2019-07-29 14:00:18+00:00,142.7,-0.221,0.01,0.16,1.3,8.95,8.2,0.08,17.116
2019-07-29 15:00:18+00:00,145.1,-0.22,0.01,0.16,1.25,8.9,8.19,0.08,17.375999999999998
2019-07-29 16:00:18+00:00,150.7,-0.216,0.01,0.17,1.3,8.8,8.15,0.08,17.392
2019-07-29 17:00:18+00:00,154.6,-0.213,0.01,0.19,1.25,8.73,8.09,0.09,17.212
2019-07-29 18:00:18+00:00,146.7,-0.212,0.01,0.2,1.23,8.65,8.01,0.08,16.894000000000002
2019-07-29 19:00:18+00:00,145.4,-0.2,0.01,0.2,1.25,8.64,7.91,0.08,16.548
2019-07-29 20:00:18+00:00,146.5,-0.1969999999999999,0.0,0.2,1.26,8.67,7.85,0.08,16.312
2019-07-29 21:00:18+00:00,143.8,-0.192,0.0,0.23,1.25,8.72,7.82,0.08,16.0
2019-07-29 22:00:18+00:00,146.4,-0.183,0.0,0.21,1.3,8.76,7.8,0.08,15.757
2019-07-29 23:00:18+00:00,146.7,-0.181,0.0,0.22,1.32,8.8,7.79,0.08,15.548
2019-07-30 00:00:18+00:00,144.9,-0.175,0.0,0.22,1.33,8.88,7.86,0.08,15.344
2019-07-30 01:00:18+00:00,148.0,-0.177,0.0,0.22,1.32,8.96,7.86,0.09,15.139
2019-07-30 02:00:18+00:00,147.1,-0.175,0.0,0.21,1.36,8.98,7.86,0.09,14.951
2019-07-30 03:00:18+00:00,147.6,-0.179,0.0,0.21,1.33,9.04,7.86,0.09,14.741
2019-07-30 04:00:18+00:00,145.7,-0.173,0.0,0.2,1.34,9.06,7.86,0.09,14.541
2019-07-30 05:00:18+00:00,139.0,-0.171,0.0,0.2,1.33,9.18,7.87,0.08,14.33
2019-07-30 06:00:18+00:00,139.9,-0.171,0.0,0.19,1.36,9.35,7.92,0.08,14.239
2019-07-30 07:00:18+00:00,138.9,-0.168,0.0,0.18,1.35,9.47,7.99,0.08,14.253
2019-07-30 08:00:18+00:00,139.8,-0.17,0.01,0.17,1.37,9.54,8.08,0.08,14.625
2019-07-30 09:00:18+00:00,142.9,-0.173,0.01,0.17,1.35,9.62,8.17,0.08,15.195
2019-07-30 10:00:18+00:00,144.8,-0.188,0.01,0.16,1.36,9.55,8.24,0.08,15.909
2019-07-30 11:00:18+00:00,149.9,-0.186,0.01,0.16,1.36,9.17,8.23,0.08,16.985
2019-07-30 12:00:18+00:00,152.6,-0.192,0.01,0.16,1.34,9.16,8.31,0.08,17.980999999999998
2019-07-30 13:00:18+00:00,158.6,-0.192,0.01,0.17,1.29,8.77,8.27,0.08,18.862
2019-07-30 14:00:18+00:00,158.8,-0.1969999999999999,0.01,0.18,1.2,8.58,8.21,0.09,18.704
2019-07-30 15:00:18+00:00,160.7,-0.213,0.01,0.19,1.24,8.59,8.2,0.09,18.805
2019-07-30 16:00:18+00:00,165.3,-0.209,0.01,0.18,1.27,8.5,8.21,0.09,19.18
2019-07-30 17:00:18+00:00,167.0,-0.215,0.01,0.21,1.19,8.35,8.16,0.09,19.2
2019-07-30 18:00:18+00:00,164.2,-0.203,0.01,0.22,1.18,8.34,8.08,0.09,18.707
2019-07-30 19:00:18+00:00,159.1,-0.1989999999999999,0.01,0.23,1.19,8.31,7.97,0.09,18.109
2019-07-30 20:00:18+00:00,159.3,-0.186,0.01,0.24,1.21,8.4,7.9,0.09,17.616
2019-07-30 21:00:18+00:00,155.6,-0.174,0.01,0.25,1.24,8.43,7.86,0.09,17.227999999999998
2019-07-30 22:00:18+00:00,157.4,-0.17,0.01,0.25,1.22,8.58,7.85,0.09,16.798
2019-07-30 23:00:18+00:00,151.6,-0.174,0.0,0.24,1.29,8.58,7.83,0.09,16.54
2019-07-31 00:00:18+00:00,153.0,-0.166,0.01,0.24,1.26,8.7,7.84,0.09,16.27
2019-07-31 01:00:18+00:00,156.1,-0.166,0.0,0.23,1.3,8.74,7.85,0.09,16.06
2019-07-31 02:00:18+00:00,153.7,-0.1689999999999999,0.0,0.21,1.32,8.79,7.87,0.09,15.9
2019-07-31 03:00:18+00:00,151.3,-0.161,0.0,0.2,1.34,8.85,7.91,0.09,15.781
2019-07-31 04:00:18+00:00,143.9,-0.161,0.0,0.22,1.3,8.86,7.89,0.08,15.655
2019-07-31 05:00:18+00:00,142.0,-0.153,0.0,0.22,1.29,8.93,7.88,0.08,15.571
2019-07-31 06:00:18+00:00,144.9,-0.156,0.0,0.19,1.29,9.15,7.95,0.08,15.344
2019-07-31 07:00:18+00:00,149.1,-0.155,0.01,0.18,1.34,9.25,8.03,0.09,15.37
2019-07-31 08:00:18+00:00,146.5,-0.161,0.01,0.17,1.36,9.34,8.11,0.08,15.638
2019-07-31 09:00:18+00:00,146.9,-0.1639999999999999,0.01,0.17,1.38,9.3,8.14,0.08,15.845
2019-07-31 10:00:18+00:00,147.4,-0.1639999999999999,0.01,0.18,1.33,9.11,8.13,0.08,16.19
2019-07-31 11:00:18+00:00,152.1,-0.148,0.01,0.2,1.35,8.97,8.03,0.09,16.088
2019-07-31 12:00:18+00:00,124.5,-0.19,0.01,0.3,1.22,8.97,7.91,0.07,15.24
2019-07-31 13:00:18+00:00,121.5,-0.298,0.01,0.27,1.43,9.05,7.94,0.07,15.449000000000002
2019-07-31 14:00:18+00:00,127.1,-0.158,0.01,0.24,1.26,9.05,7.99,0.07,15.483
2019-07-31 15:00:18+00:00,99.5,-0.157,0.0,0.17,1.33,9.4,7.97,0.06,14.195
2019-07-31 16:00:18+00:00,81.8,-0.181,0.0,0.11,1.47,9.46,8.07,0.05,14.227
2019-07-31 17:00:18+00:00,80.7,-0.1939999999999999,0.0,0.11,1.53,9.35,8.02,0.05,14.365
2019-07-31 18:00:18+00:00,84.7,-0.221,0.0,0.1,1.58,9.36,7.96,0.05,14.34
2019-07-31 19:00:18+00:00,85.9,-0.246,0.0,0.1,1.59,9.37,7.92,0.05,14.229
2019-07-31 20:00:18+00:00,91.6,-0.282,0.0,0.11,1.68,9.35,7.88,0.05,14.139
2019-07-31 21:00:18+00:00,95.6,-0.114,0.0,0.12,1.62,9.24,7.82,0.06,14.192
2019-07-31 22:00:18+00:00,101.7,-0.108,0.0,0.15,1.62,9.23,7.8,0.06,14.139
2019-07-31 23:00:18+00:00,105.0,-0.109,0.0,0.15,1.65,9.33,7.79,0.06,13.967
2019-08-01 00:00:18+00:00,106.3,-0.103,0.0,0.15,1.66,9.3,7.79,0.06,13.836
2019-08-01 01:00:18+00:00,108.3,-0.103,0.0,0.16,1.68,9.35,7.8,0.07,13.687
2019-08-01 02:00:18+00:00,110.5,-0.11,0.0,0.15,1.65,9.39,7.81,0.07,13.554
2019-08-01 03:00:18+00:00,112.1,-0.111,0.0,0.15,1.67,9.4,7.81,0.07,13.416
2019-08-01 04:00:18+00:00,113.9,-0.109,0.0,0.16,1.63,9.48,7.82,0.07,13.246
2019-08-01 05:00:18+00:00,116.4,-0.103,0.0,0.16,1.62,9.55,7.83,0.07,13.086
2019-08-01 06:00:18+00:00,117.9,-0.107,0.0,0.14,1.67,9.69,7.88,0.07,13.058
2019-08-01 07:00:18+00:00,119.8,-0.113,0.0,0.14,1.66,9.76,7.96,0.07,13.197
2019-08-01 08:00:18+00:00,122.0,-0.1119999999999999,0.0,0.14,1.67,9.78,8.01,0.07,13.509
2019-08-01 09:00:18+00:00,125.7,-0.1159999999999999,0.0,0.14,1.67,9.69,8.08,0.08,14.067
2019-08-01 10:00:18+00:00,127.5,-0.126,0.01,0.14,1.65,9.59,8.13,0.07,14.838
2019-08-01 11:00:18+00:00,131.0,-0.133,0.01,0.14,1.62,9.38,8.18,0.07,15.884
2019-08-01 12:00:18+00:00,140.8,-0.145,0.01,0.15,1.63,9.17,8.19,0.08,16.934
2019-08-01 13:00:18+00:00,152.2,-0.149,0.01,0.15,1.6,8.91,8.21,0.08,17.802
2019-11-12 12:00:00+00:00,154.1,-0.402,0.0,0.5,26.56,9.47,7.64,0.11,7.553999999999999
2019-11-12 13:00:00+00:00,161.7,-0.432,0.0,0.34,21.69,8.61,7.53,0.11,7.824
2019-11-12 14:00:00+00:00,166.0,-0.435,0.0,0.29,18.08,9.2,7.52,0.12,8.019
2019-11-12 15:00:00+00:00,165.0,-0.4579999999999999,0.0,0.28,19.89,9.47,7.56,0.12,8.074
2019-11-12 16:00:00+00:00,165.0,-0.4589999999999999,0.0,0.29,18.96,9.48,7.58,0.12,8.1
2019-11-12 17:00:00+00:00,166.5,-0.473,0.0,0.31,18.32,9.24,7.57,0.12,8.133
2019-11-12 18:00:00+00:00,167.9,-0.472,0.0,0.32,15.95,9.39,7.56,0.12,8.149
2019-11-12 19:00:00+00:00,168.0,-0.473,0.0,0.33,15.86,9.26,7.56,0.12,8.137
2019-11-12 20:00:00+00:00,168.3,-0.471,0.0,0.33,15.62,9.43,7.57,0.12,8.131
2019-11-12 21:00:00+00:00,168.0,-0.471,0.0,0.34,15.43,9.44,7.58,0.12,8.145
2019-11-12 22:00:00+00:00,167.2,-0.48,0.0,0.34,14.93,9.45,7.58,0.12,8.123
2019-11-12 23:00:00+00:00,163.9,-0.483,0.0,0.33,14.52,9.5,7.59,0.12,8.072000000000001
2019-11-13 00:00:00+00:00,159.1,-0.478,0.0,0.34,13.79,9.53,7.59,0.11,7.914
2019-11-13 01:00:00+00:00,157.2,-0.472,0.0,0.33,13.76,9.63,7.6,0.11,7.765
2019-11-13 02:00:00+00:00,154.3,-0.47,0.0,0.34,12.57,9.65,7.58,0.11,7.524
2019-11-13 03:00:00+00:00,152.1,-0.469,0.0,0.34,12.06,9.86,7.58,0.11,7.229
2019-11-13 04:00:00+00:00,149.0,-0.466,0.0,0.33,12.11,10.0,7.58,0.11,6.874
2019-11-13 05:00:00+00:00,150.5,-0.467,0.0,0.32,12.19,10.14,7.58,0.11,6.739
2019-11-13 06:00:00+00:00,150.8,-0.461,0.0,0.31,12.64,10.21,7.59,0.11,6.6370000000000005
2019-11-13 07:00:00+00:00,154.8,-0.4639999999999999,0.0,0.31,12.38,10.08,7.58,0.11,6.642
2019-11-13 08:00:00+00:00,159.3,-0.46,0.0,0.32,11.13,10.38,7.55,0.12,6.7860000000000005
2019-11-13 09:00:00+00:00,161.5,-0.4529999999999999,0.0,0.33,11.7,10.06,7.51,0.12,6.824
2019-11-13 10:00:00+00:00,164.0,-0.449,0.0,0.32,12.93,10.73,7.56,0.12,7.07
2019-11-13 11:00:00+00:00,164.1,-0.4589999999999999,0.0,0.32,14.77,11.13,7.61,0.12,7.358
2019-11-13 12:00:00+00:00,164.3,-0.4589999999999999,0.0,0.3,13.98,10.94,7.63,0.12,7.608
2019-11-13 13:00:00+00:00,165.5,-0.455,0.0,0.36,14.99,10.94,7.65,0.12,7.808
2019-11-13 14:00:00+00:00,169.8,-0.442,0.0,0.39,13.38,10.44,7.61,0.12,7.995
2019-11-13 15:00:00+00:00,168.5,-0.435,0.0,0.36,13.42,10.85,7.64,0.12,7.904
2019-11-13 16:00:00+00:00,169.7,-0.422,0.0,0.39,12.22,10.42,7.6,0.12,7.832999999999999
2019-11-13 17:00:00+00:00,169.4,-0.412,0.0,0.4,12.64,10.43,7.58,0.12,7.758999999999999
2019-11-13 18:00:00+00:00,169.5,-0.3979999999999999,0.0,0.38,12.4,10.54,7.58,0.12,7.691
2019-11-13 19:00:00+00:00,170.5,-0.391,0.0,0.41,11.89,10.51,7.57,0.12,7.641
2019-11-13 20:00:00+00:00,169.1,-0.382,0.0,0.38,12.29,10.51,7.57,0.12,7.574
2019-11-13 21:00:00+00:00,169.7,-0.371,0.0,0.4,12.44,10.69,7.58,0.12,7.485
2019-11-13 22:00:00+00:00,169.6,-0.365,0.0,0.37,12.36,10.81,7.58,0.12,7.432
2019-11-13 23:00:00+00:00,167.7,-0.362,0.0,0.38,11.81,10.94,7.59,0.12,7.281000000000001
2019-11-14 00:00:00+00:00,168.4,-0.361,0.0,0.38,11.51,11.03,7.59,0.12,7.165
2019-11-14 01:00:00+00:00,167.1,-0.352,0.0,0.36,12.07,11.2,7.6,0.12,6.984
2019-11-14 02:00:00+00:00,167.8,-0.352,0.0,0.36,11.58,11.22,7.61,0.12,6.849
2019-11-14 03:00:00+00:00,168.7,-0.346,0.0,0.37,11.22,11.24,7.6,0.12,6.794
2019-11-14 04:00:00+00:00,168.1,-0.344,0.0,0.36,11.3,11.43,7.61,0.12,6.697
2019-11-14 05:00:00+00:00,168.4,-0.34,0.0,0.37,10.83,10.83,7.61,0.12,6.632999999999999
2019-11-14 06:00:00+00:00,167.0,-0.3329999999999999,0.0,0.34,11.25,11.48,7.62,0.12,6.565
2019-11-14 07:00:00+00:00,168.2,-0.327,0.0,0.35,10.83,11.23,7.6,0.12,6.551
2019-11-14 08:00:00+00:00,171.5,-0.366,0.0,0.96,2.65,8.29,7.36,0.12,7.202999999999999
2019-11-14 09:00:00+00:00,211.2,-0.348,0.0,0.79,10.08,14.29,7.52,0.16,6.646
2019-11-14 10:00:00+00:00,172.1,-0.344,0.0,0.56,11.32,10.44,7.56,0.13,6.689
2019-11-14 11:00:00+00:00,170.0,-0.356,0.0,0.47,12.98,11.58,7.65,0.12,6.825
2019-11-14 12:00:00+00:00,170.4,-0.362,0.0,0.43,15.17,11.22,7.66,0.12,7.135
2019-11-14 13:00:00+00:00,172.9,-0.364,0.0,0.42,15.38,11.06,7.64,0.12,7.399
2019-11-14 14:00:00+00:00,173.8,-0.37,0.0,0.43,14.72,10.52,7.62,0.12,7.452999999999999
2019-11-14 15:00:00+00:00,171.5,-0.368,0.0,0.42,15.87,10.77,7.69,0.12,7.332000000000001
2019-11-14 16:00:00+00:00,170.4,-0.362,0.0,0.43,15.43,11.16,7.68,0.12,7.26
2019-11-14 17:00:00+00:00,172.3,-0.354,0.0,0.47,14.06,10.7,7.63,0.12,7.255
2019-11-14 18:00:00+00:00,170.9,-0.354,0.0,0.44,13.4,10.89,7.62,0.12,7.169
2019-11-14 19:00:00+00:00,170.5,-0.359,0.0,0.45,14.08,11.0,7.63,0.12,7.125
2019-11-14 20:00:00+00:00,172.0,-0.356,0.0,0.44,13.31,10.86,7.61,0.12,7.18
2019-11-14 21:00:00+00:00,173.2,-0.366,0.0,0.42,13.13,10.9,7.6,0.13,7.21
2019-11-14 22:00:00+00:00,172.8,-0.371,0.0,0.42,13.7,10.94,7.62,0.13,7.199
2019-11-14 23:00:00+00:00,173.3,-0.369,0.0,0.41,12.9,10.87,7.62,0.13,7.266
2019-11-15 00:00:00+00:00,173.9,-0.375,0.0,0.41,12.85,10.51,7.61,0.13,7.337999999999999
2019-11-15 01:00:00+00:00,174.7,-0.376,0.0,0.4,12.78,10.88,7.62,0.13,7.314
2019-11-15 02:00:00+00:00,170.4,-0.385,0.0,0.4,12.52,10.77,7.6,0.12,7.286
2019-11-15 03:00:00+00:00,169.5,-0.395,0.0,0.39,12.1,10.71,7.59,0.12,7.223
2019-11-15 04:00:00+00:00,165.1,-0.3989999999999999,0.0,0.38,12.24,10.86,7.6,0.12,7.103
2019-11-15 05:00:00+00:00,161.3,-0.405,0.0,0.37,12.33,11.04,7.6,0.12,6.962999999999999
2019-11-15 06:00:00+00:00,158.1,-0.416,0.0,0.36,11.85,10.97,7.58,0.12,6.864
2019-11-15 07:00:00+00:00,153.5,-0.432,0.0,0.36,11.18,10.77,7.56,0.11,6.797000000000001
2019-11-15 08:00:00+00:00,207.1,-0.422,0.02,5.77,2.23,6.62,7.38,0.14,8.581
2019-11-15 09:00:00+00:00,152.2,-0.411,0.0,0.57,12.49,10.33,7.5,0.11,6.875
2019-11-15 10:00:00+00:00,149.6,-0.4029999999999999,0.0,0.55,12.61,10.6,7.52,0.11,6.82
2019-11-15 11:00:00+00:00,139.6,-0.4029999999999999,0.0,0.47,15.05,11.72,7.55,0.1,6.497999999999999
2019-11-15 12:00:00+00:00,139.8,-0.408,0.0,0.44,15.42,11.98,7.56,0.1,6.385
2019-11-15 13:00:00+00:00,142.1,-0.414,0.0,0.43,16.85,12.08,7.57,0.11,6.3420000000000005
2019-11-15 14:00:00+00:00,144.6,-0.419,0.0,0.4,16.46,12.14,7.58,0.11,6.38
2019-11-15 15:00:00+00:00,147.8,-0.414,0.0,0.39,16.51,12.03,7.57,0.11,6.457000000000001
2019-11-15 16:00:00+00:00,149.2,-0.417,0.0,0.4,15.53,11.57,7.54,0.11,6.511
2019-11-15 17:00:00+00:00,149.4,-0.42,0.0,0.41,15.42,11.59,7.49,0.11,6.501
2019-11-15 18:00:00+00:00,149.8,-0.426,0.0,0.43,13.99,11.52,7.47,0.11,6.483
2019-11-15 19:00:00+00:00,151.7,-0.42,0.0,0.47,15.37,11.63,7.53,0.11,6.509
2019-11-15 20:00:00+00:00,153.5,-0.41,0.0,0.56,14.89,11.76,7.53,0.11,6.524
2019-11-15 21:00:00+00:00,156.5,-0.411,0.0,0.49,14.47,11.58,7.53,0.11,6.635
2019-11-15 22:00:00+00:00,158.5,-0.4,0.0,0.4,16.09,11.39,7.54,0.12,6.747000000000001
2019-11-15 23:00:00+00:00,159.9,-0.391,0.0,0.39,14.83,11.56,7.54,0.12,6.769
2019-11-16 00:00:00+00:00,161.9,-0.391,0.0,0.4,14.7,11.49,7.55,0.12,6.904
2019-11-16 01:00:00+00:00,162.3,-0.38,0.0,0.38,15.08,11.01,7.56,0.12,6.93
2019-11-16 02:00:00+00:00,165.9,-0.382,0.0,0.4,15.51,11.05,7.56,0.12,7.061
2019-11-16 03:00:00+00:00,166.3,-0.374,0.0,0.37,15.46,11.39,7.57,0.12,7.093999999999999
2019-11-16 04:00:00+00:00,168.4,-0.374,0.0,0.38,15.59,11.07,7.57,0.12,7.2
2019-11-16 05:00:00+00:00,167.7,-0.364,0.0,0.45,15.43,11.52,7.58,0.12,7.212999999999999
2019-11-16 06:00:00+00:00,168.4,-0.354,0.0,0.35,14.96,11.18,7.58,0.12,7.261
2019-11-16 07:00:00+00:00,169.9,-0.34,0.0,0.36,14.31,10.93,7.55,0.12,7.374
2019-11-16 08:00:00+00:00,170.1,-0.3329999999999999,0.0,0.37,14.35,10.82,7.54,0.12,7.431
2019-11-16 09:00:00+00:00,171.6,-0.319,0.0,0.35,14.85,10.56,7.55,0.12,7.56
2019-11-16 10:00:00+00:00,175.9,-0.316,0.0,0.37,14.71,10.22,7.49,0.13,7.836
2019-11-16 11:00:00+00:00,179.8,-0.3389999999999999,0.0,0.37,14.55,10.37,7.51,0.13,8.207
2019-11-16 12:00:00+00:00,180.5,-0.3339999999999999,0.0,0.39,15.65,10.9,7.54,0.13,8.527000000000001
2019-11-16 13:00:00+00:00,180.8,-0.327,0.0,0.45,15.44,10.93,7.56,0.13,8.574
2019-11-16 14:00:00+00:00,179.3,-0.3229999999999999,0.0,0.38,15.29,11.05,7.6,0.12,8.638
2019-11-16 15:00:00+00:00,178.9,-0.321,0.0,0.38,14.83,11.14,7.61,0.12,8.627
2019-11-16 16:00:00+00:00,180.9,-0.32,0.0,0.42,14.33,10.48,7.6,0.13,8.583
2019-11-16 17:00:00+00:00,181.4,-0.317,0.0,0.44,13.74,10.31,7.58,0.13,8.552999999999999
2019-11-16 18:00:00+00:00,181.2,-0.322,0.0,0.45,13.22,10.56,7.57,0.13,8.45
2019-11-16 19:00:00+00:00,181.5,-0.325,0.0,0.45,13.29,10.24,7.58,0.13,8.388
2019-11-16 20:00:00+00:00,181.8,-0.33,0.0,0.46,12.76,10.71,7.57,0.13,8.357999999999999
2019-11-16 21:00:00+00:00,181.9,-0.3339999999999999,0.0,0.45,13.02,10.5,7.57,0.13,8.32
2019-11-16 22:00:00+00:00,182.0,-0.3429999999999999,0.0,0.44,13.13,10.62,7.57,0.13,8.289
2019-11-16 23:00:00+00:00,182.6,-0.353,0.0,0.44,12.79,10.57,7.56,0.13,8.294
2019-11-17 00:00:00+00:00,181.6,-0.365,0.0,0.44,12.98,10.97,7.58,0.13,8.243
2019-11-17 01:00:00+00:00,181.5,-0.374,0.0,0.42,13.09,10.93,7.58,0.13,8.192
2019-11-17 02:00:00+00:00,181.8,-0.3779999999999999,0.0,0.43,12.87,10.91,7.57,0.13,8.198
2019-11-17 03:00:00+00:00,178.1,-0.381,0.0,0.41,12.78,11.1,7.58,0.13,8.086
2019-11-17 04:00:00+00:00,175.7,-0.3939999999999999,0.0,0.41,12.44,11.12,7.58,0.12,8.017000000000001
2019-11-17 05:00:00+00:00,173.5,-0.3879999999999999,0.0,0.39,12.03,10.51,7.58,0.12,7.933
2019-11-17 06:00:00+00:00,171.8,-0.3879999999999999,0.0,0.39,12.1,11.14,7.58,0.12,7.848
2019-11-17 07:00:00+00:00,166.9,-0.373,0.0,0.38,11.89,11.31,7.58,0.12,7.646
2019-11-17 08:00:00+00:00,161.4,-0.3879999999999999,0.0,0.37,11.47,11.2,7.56,0.12,7.445
2019-11-17 09:00:00+00:00,161.2,-0.409,0.0,0.4,10.67,10.45,7.5,0.12,7.395
2019-11-17 10:00:00+00:00,163.4,-0.409,0.0,0.43,10.48,10.08,7.47,0.12,7.42
2019-11-17 11:00:00+00:00,157.4,-0.415,0.0,0.36,11.86,11.53,7.54,0.11,7.26
2019-11-17 12:00:00+00:00,159.6,-0.429,0.0,0.38,12.15,11.08,7.51,0.11,7.322999999999999
2019-11-17 13:00:00+00:00,160.8,-0.436,0.0,0.36,14.32,11.34,7.55,0.12,7.41
2019-11-17 14:00:00+00:00,162.4,-0.433,0.0,0.36,14.05,11.42,7.55,0.12,7.524
2019-11-17 15:00:00+00:00,159.8,-0.429,0.0,0.35,15.18,11.69,7.59,0.11,7.53
2019-11-17 16:00:00+00:00,163.2,-0.416,0.0,0.38,14.74,11.12,7.56,0.12,7.652
2019-11-17 17:00:00+00:00,164.3,-0.412,0.0,0.38,15.05,11.23,7.55,0.12,7.709
2019-11-17 18:00:00+00:00,166.2,-0.3989999999999999,0.0,0.39,14.77,11.1,7.54,0.12,7.77
2019-11-17 19:00:00+00:00,166.9,-0.39,0.0,0.39,15.0,11.07,7.54,0.12,7.825
2019-11-17 20:00:00+00:00,168.1,-0.3879999999999999,0.0,0.39,14.67,11.08,7.54,0.12,7.898
2019-11-17 21:00:00+00:00,168.5,-0.387,0.0,0.38,14.58,11.08,7.54,0.12,7.962999999999999
2019-11-17 22:00:00+00:00,169.3,-0.384,0.0,0.37,14.9,11.12,7.54,0.12,7.947
2019-11-17 23:00:00+00:00,169.2,-0.376,0.0,0.37,14.41,11.11,7.53,0.12,7.881
2019-11-18 00:00:00+00:00,169.4,-0.375,0.0,0.36,14.56,11.13,7.54,0.12,7.807
