"Median(Weight (g))","Mean(Weight (g))","Temperature[C]","DO[mg/L]","pH","Year","Month (number)","Week","Day of month","Hour","Sp_Conducibility[microS/cm]","DO_out_mg_L[target]","pH (out)","Conducibility[microS/cm]","DO_sat","DO_local","Sp_Conducibility[microS/cm] (out)","Taglia (g)","Biomassa (kg)","quanto_mangime(kg)"
239,243.96491228070175,13.302,14.4,7.92,2020,7,29,19,7,179,12.66,7.64,140.7,122.6,122.6,178.7,310.29,11523,0
246,252.2,13.276,14.46,7.94,2020,7,29,19,8,178.7,12.68,7.64,140.6,122.7,122.7,178.6,310.29,11523,0
246,252.2,13.27,14.56,7.99,2020,7,29,19,8,178.5,12.68,7.64,140.6,122.7,122.7,178.6,310.29,11523,0
246,252.2,13.293,14.6,8.03,2020,7,29,19,8,178.3,12.68,7.64,140.6,122.7,122.7,178.6,310.29,11523,0
246,252.2,13.276,14.46,7.94,2020,7,29,19,8,178.7,12.94,7.67,140.4,125.2,125.2,178.4,310.29,11523,0
246,252.2,13.27,14.56,7.99,2020,7,29,19,8,178.5,12.94,7.67,140.4,125.2,125.2,178.4,310.29,11523,0
246,252.2,13.293,14.6,8.03,2020,7,29,19,8,178.3,12.94,7.67,140.4,125.2,125.2,178.4,310.29,11523,0
246,252.2,13.276,14.46,7.94,2020,7,29,19,8,178.7,13.28,7.72,140.2,128.4,128.4,178.2,310.29,11523,0
246,252.2,13.27,14.56,7.99,2020,7,29,19,8,178.5,13.28,7.72,140.2,128.4,128.4,178.2,310.29,11523,0
246,252.2,13.293,14.6,8.03,2020,7,29,19,8,178.3,13.28,7.72,140.2,128.4,128.4,178.2,310.29,11523,0
236,244.10416666666666,13.329,14.67,8.07,2020,7,29,19,9,178.7,13.47,7.75,140.1,130.3,130.3,178.1,310.29,11523,0
236,244.10416666666666,13.378,14.72,8.1,2020,7,29,19,9,179,13.47,7.75,140.1,130.3,130.3,178.1,310.29,11523,0
236,244.10416666666666,13.459,14.74,8.14,2020,7,29,19,9,178.7,13.47,7.75,140.1,130.3,130.3,178.1,310.29,11523,0
236,244.10416666666666,13.329,14.67,8.07,2020,7,29,19,9,178.7,13.63,7.78,140,131.9,131.9,177.9,310.29,11523,0
236,244.10416666666666,13.378,14.72,8.1,2020,7,29,19,9,179,13.63,7.78,140,131.9,131.9,177.9,310.29,11523,0
236,244.10416666666666,13.459,14.74,8.14,2020,7,29,19,9,178.7,13.63,7.78,140,131.9,131.9,177.9,310.29,11523,0
236,244.10416666666666,13.329,14.67,8.07,2020,7,29,19,9,178.7,13.77,7.83,140,133.5,133.5,177.5,310.29,11523,0
236,244.10416666666666,13.378,14.72,8.1,2020,7,29,19,9,179,13.77,7.83,140,133.5,133.5,177.5,310.29,11523,0
236,244.10416666666666,13.459,14.74,8.14,2020,7,29,19,9,178.7,13.77,7.83,140,133.5,133.5,177.5,310.29,11523,0
276,264.42,13.555,14.09,7.98,2020,7,29,19,10,180.2,13.88,7.86,140.1,134.7,134.7,177.3,310.29,11523,0
276,264.42,13.676,14.81,8.18,2020,7,29,19,10,180.1,13.88,7.86,140.1,134.7,134.7,177.3,310.29,11523,0
276,264.42,13.822,14.79,8.2,2020,7,29,19,10,180.4,13.88,7.86,140.1,134.7,134.7,177.3,310.29,11523,0
276,264.42,13.555,14.09,7.98,2020,7,29,19,10,180.2,14.13,7.93,140.3,137.4,137.4,177.1,310.29,11523,0
276,264.42,13.676,14.81,8.18,2020,7,29,19,10,180.1,14.13,7.93,140.3,137.4,137.4,177.1,310.29,11523,0
276,264.42,13.822,14.79,8.2,2020,7,29,19,10,180.4,14.13,7.93,140.3,137.4,137.4,177.1,310.29,11523,0
276,264.42,13.555,14.09,7.98,2020,7,29,19,10,180.2,14.16,7.96,140.7,138.1,138.1,177.1,310.29,11523,0
276,264.42,13.676,14.81,8.18,2020,7,29,19,10,180.1,14.16,7.96,140.7,138.1,138.1,177.1,310.29,11523,0
276,264.42,13.822,14.79,8.2,2020,7,29,19,10,180.4,14.16,7.96,140.7,138.1,138.1,177.1,310.29,11523,0
269.5,266.40566037735874,14.034,14.84,8.24,2020,7,29,19,11,179.9,14.21,8,140.8,139,139,176.9,310.29,11523,0
269.5,266.40566037735874,14.257,14.8,8.27,2020,7,29,19,11,178.7,14.21,8,140.8,139,139,176.9,310.29,11523,0
269.5,266.40566037735874,14.478,14.6,8.29,2020,7,29,19,11,177.6,14.21,8,140.8,139,139,176.9,310.29,11523,0
269.5,266.40566037735874,14.034,14.84,8.24,2020,7,29,19,11,179.9,14.53,8.1,141.1,142.6,142.6,176.5,310.29,11523,0
269.5,266.40566037735874,14.257,14.8,8.27,2020,7,29,19,11,178.7,14.53,8.1,141.1,142.6,142.6,176.5,310.29,11523,0
269.5,266.40566037735874,14.478,14.6,8.29,2020,7,29,19,11,177.6,14.53,8.1,141.1,142.6,142.6,176.5,310.29,11523,0
269.5,266.40566037735874,14.034,14.84,8.24,2020,7,29,19,11,179.9,13.84,7.98,142.2,136.4,136.4,177,310.29,11523,0
269.5,266.40566037735874,14.257,14.8,8.27,2020,7,29,19,11,178.7,13.84,7.98,142.2,136.4,136.4,177,310.29,11523,0
269.5,266.40566037735874,14.478,14.6,8.29,2020,7,29,19,11,177.6,13.84,7.98,142.2,136.4,136.4,177,310.29,11523,0
205,216.625,15.921,13.65,7.82,2020,7,30,20,0,178.1,11.74,7.65,150.4,120.4,120.4,179.4,310.29,11481,0
205,216.625,15.849,13.69,7.81,2020,7,30,20,0,178.6,11.74,7.65,150.4,120.4,120.4,179.4,310.29,11481,0
205,216.625,15.784,13.75,7.82,2020,7,30,20,0,178.5,11.74,7.65,150.4,120.4,120.4,179.4,310.29,11481,0
205,216.625,15.921,13.65,7.82,2020,7,30,20,0,178.1,11.81,7.64,150.1,120.8,120.8,179.4,310.29,11481,0
205,216.625,15.849,13.69,7.81,2020,7,30,20,0,178.6,11.81,7.64,150.1,120.8,120.8,179.4,310.29,11481,0
205,216.625,15.784,13.75,7.82,2020,7,30,20,0,178.5,11.81,7.64,150.1,120.8,120.8,179.4,310.29,11481,0
205,216.625,15.921,13.65,7.82,2020,7,30,20,0,178.1,11.85,7.63,149.8,121,121,179.4,310.29,11481,0
205,216.625,15.849,13.69,7.81,2020,7,30,20,0,178.6,11.85,7.63,149.8,121,121,179.4,310.29,11481,0
205,216.625,15.784,13.75,7.82,2020,7,30,20,0,178.5,11.85,7.63,149.8,121,121,179.4,310.29,11481,0
224,240.77777777777777,15.729,13.67,7.82,2020,7,30,20,1,178.4,11.89,7.62,149.5,121.1,121.1,179.5,310.29,11481,0
224,240.77777777777777,15.667,13.74,7.82,2020,7,30,20,1,178.6,11.89,7.62,149.5,121.1,121.1,179.5,310.29,11481,0
224,240.77777777777777,15.604,13.83,7.84,2020,7,30,20,1,178.5,11.89,7.62,149.5,121.1,121.1,179.5,310.29,11481,0
224,240.77777777777777,15.729,13.67,7.82,2020,7,30,20,1,178.4,11.94,7.62,149.2,121.4,121.4,179.4,310.29,11481,0
224,240.77777777777777,15.667,13.74,7.82,2020,7,30,20,1,178.6,11.94,7.62,149.2,121.4,121.4,179.4,310.29,11481,0
224,240.77777777777777,15.604,13.83,7.84,2020,7,30,20,1,178.5,11.94,7.62,149.2,121.4,121.4,179.4,310.29,11481,0
224,240.77777777777777,15.729,13.67,7.82,2020,7,30,20,1,178.4,11.97,7.61,148.8,121.5,121.5,179.4,310.29,11481,0
224,240.77777777777777,15.667,13.74,7.82,2020,7,30,20,1,178.6,11.97,7.61,148.8,121.5,121.5,179.4,310.29,11481,0
224,240.77777777777777,15.604,13.83,7.84,2020,7,30,20,1,178.5,11.97,7.61,148.8,121.5,121.5,179.4,310.29,11481,0
238,234.11538461538458,15.547,13.85,7.84,2020,7,30,20,2,178.7,11.91,7.6,148.5,120.7,120.7,179.4,310.29,11481,0
238,234.11538461538458,15.475,13.88,7.85,2020,7,30,20,2,178.9,11.91,7.6,148.5,120.7,120.7,179.4,310.29,11481,0
238,234.11538461538458,15.407,13.88,7.85,2020,7,30,20,2,178.7,11.91,7.6,148.5,120.7,120.7,179.4,310.29,11481,0
238,234.11538461538458,15.547,13.85,7.84,2020,7,30,20,2,178.7,11.85,7.59,148.3,119.9,119.9,179.5,310.29,11481,0
238,234.11538461538458,15.475,13.88,7.85,2020,7,30,20,2,178.9,11.85,7.59,148.3,119.9,119.9,179.5,310.29,11481,0
238,234.11538461538458,15.407,13.88,7.85,2020,7,30,20,2,178.7,11.85,7.59,148.3,119.9,119.9,179.5,310.29,11481,0
238,234.11538461538458,15.547,13.85,7.84,2020,7,30,20,2,178.7,11.88,7.59,148.1,120,120,179.6,310.29,11481,0
238,234.11538461538458,15.475,13.88,7.85,2020,7,30,20,2,178.9,11.88,7.59,148.1,120,120,179.6,310.29,11481,0
238,234.11538461538458,15.407,13.88,7.85,2020,7,30,20,2,178.7,11.88,7.59,148.1,120,120,179.6,310.29,11481,0
209,205.64285714285714,15.332,13.87,7.86,2020,7,30,20,3,178.8,11.89,7.59,148,119.9,119.9,179.8,310.29,11481,0
209,205.64285714285714,15.253,13.89,7.86,2020,7,30,20,3,179,11.89,7.59,148,119.9,119.9,179.8,310.29,11481,0
209,205.64285714285714,15.17,13.91,7.86,2020,7,30,20,3,178.7,11.89,7.59,148,119.9,119.9,179.8,310.29,11481,0
209,205.64285714285714,15.332,13.87,7.86,2020,7,30,20,3,178.8,12.01,7.59,147.8,120.9,120.9,179.9,310.29,11481,0
209,205.64285714285714,15.253,13.89,7.86,2020,7,30,20,3,179,12.01,7.59,147.8,120.9,120.9,179.9,310.29,11481,0
209,205.64285714285714,15.17,13.91,7.86,2020,7,30,20,3,178.7,12.01,7.59,147.8,120.9,120.9,179.9,310.29,11481,0
209,205.64285714285714,15.332,13.87,7.86,2020,7,30,20,3,178.8,12.09,7.6,147.6,121.5,121.5,179.8,310.29,11481,0
209,205.64285714285714,15.253,13.89,7.86,2020,7,30,20,3,179,12.09,7.6,147.6,121.5,121.5,179.8,310.29,11481,0
209,205.64285714285714,15.17,13.91,7.86,2020,7,30,20,3,178.7,12.09,7.6,147.6,121.5,121.5,179.8,310.29,11481,0
197,198.52631578947373,15.083,13.99,7.86,2020,7,30,20,4,178.3,12.13,7.6,147.4,121.8,121.8,179.9,310.29,11481,0
197,198.52631578947373,14.995,13.98,7.85,2020,7,30,20,4,178.1,12.13,7.6,147.4,121.8,121.8,179.9,310.29,11481,0
197,198.52631578947373,14.902,14.07,7.85,2020,7,30,20,4,177.9,12.13,7.6,147.4,121.8,121.8,179.9,310.29,11481,0
197,198.52631578947373,15.083,13.99,7.86,2020,7,30,20,4,178.3,12.16,7.6,147.2,121.9,121.9,180,310.29,11481,0
197,198.52631578947373,14.995,13.98,7.85,2020,7,30,20,4,178.1,12.16,7.6,147.2,121.9,121.9,180,310.29,11481,0
197,198.52631578947373,14.902,14.07,7.85,2020,7,30,20,4,177.9,12.16,7.6,147.2,121.9,121.9,180,310.29,11481,0
197,198.52631578947373,15.083,13.99,7.86,2020,7,30,20,4,178.3,12.15,7.6,147,121.6,121.6,180,310.29,11481,0
197,198.52631578947373,14.995,13.98,7.85,2020,7,30,20,4,178.1,12.15,7.6,147,121.6,121.6,180,310.29,11481,0
197,198.52631578947373,14.902,14.07,7.85,2020,7,30,20,4,177.9,12.15,7.6,147,121.6,121.6,180,310.29,11481,0
232,228.46153846153842,14.812,14.03,7.85,2020,7,30,20,5,177.8,12.14,7.6,146.7,121.3,121.3,179.9,310.29,11481,0
232,228.46153846153842,14.707,13.91,7.85,2020,7,30,20,5,177.8,12.14,7.6,146.7,121.3,121.3,179.9,310.29,11481,0
232,228.46153846153842,14.619,13.94,7.85,2020,7,30,20,5,177.7,12.14,7.6,146.7,121.3,121.3,179.9,310.29,11481,0
232,228.46153846153842,14.812,14.03,7.85,2020,7,30,20,5,177.8,12.21,7.61,146.3,121.8,121.8,179.7,310.29,11481,0
232,228.46153846153842,14.707,13.91,7.85,2020,7,30,20,5,177.8,12.21,7.61,146.3,121.8,121.8,179.7,310.29,11481,0
232,228.46153846153842,14.619,13.94,7.85,2020,7,30,20,5,177.7,12.21,7.61,146.3,121.8,121.8,179.7,310.29,11481,0
232,228.46153846153842,14.812,14.03,7.85,2020,7,30,20,5,177.8,12.21,7.61,145.8,121.6,121.6,179.5,310.29,11481,0
232,228.46153846153842,14.707,13.91,7.85,2020,7,30,20,5,177.8,12.21,7.61,145.8,121.6,121.6,179.5,310.29,11481,0
232,228.46153846153842,14.619,13.94,7.85,2020,7,30,20,5,177.7,12.21,7.61,145.8,121.6,121.6,179.5,310.29,11481,0
193,202.44444444444446,14.521,13.89,7.85,2020,7,30,20,6,177.7,12.22,7.61,145.4,121.4,121.4,179.4,310.29,11481,0
193,202.44444444444446,14.404,13.95,7.86,2020,7,30,20,6,177.5,12.22,7.61,145.4,121.4,121.4,179.4,310.29,11481,0
193,202.44444444444446,14.299,14.04,7.87,2020,7,30,20,6,177.8,12.22,7.61,145.4,121.4,121.4,179.4,310.29,11481,0
193,202.44444444444446,14.521,13.89,7.85,2020,7,30,20,6,177.7,12.25,7.61,144.9,121.5,121.5,179.1,310.29,11481,0
193,202.44444444444446,14.404,13.95,7.86,2020,7,30,20,6,177.5,12.25,7.61,144.9,121.5,121.5,179.1,310.29,11481,0
193,202.44444444444446,14.299,14.04,7.87,2020,7,30,20,6,177.8,12.25,7.61,144.9,121.5,121.5,179.1,310.29,11481,0
193,202.44444444444446,14.521,13.89,7.85,2020,7,30,20,6,177.7,12.28,7.61,144.3,121.6,121.6,178.8,310.29,11481,0
193,202.44444444444446,14.404,13.95,7.86,2020,7,30,20,6,177.5,12.28,7.61,144.3,121.6,121.6,178.8,310.29,11481,0
193,202.44444444444446,14.299,14.04,7.87,2020,7,30,20,6,177.8,12.28,7.61,144.3,121.6,121.6,178.8,310.29,11481,0
219,230.87912087912088,14.207,14.1,7.88,2020,7,30,20,7,177.8,12.38,7.62,143.9,122.3,122.3,178.7,310.29,11481,0
219,230.87912087912088,14.146,14.14,7.9,2020,7,30,20,7,177.8,12.38,7.62,143.9,122.3,122.3,178.7,310.29,11481,0
219,230.87912087912088,14.087,14.2,7.93,2020,7,30,20,7,177.6,12.38,7.62,143.9,122.3,122.3,178.7,310.29,11481,0
219,230.87912087912088,14.207,14.1,7.88,2020,7,30,20,7,177.8,12.43,7.62,143.6,122.7,122.7,178.5,310.29,11481,0
219,230.87912087912088,14.146,14.14,7.9,2020,7,30,20,7,177.8,12.43,7.62,143.6,122.7,122.7,178.5,310.29,11481,0
219,230.87912087912088,14.087,14.2,7.93,2020,7,30,20,7,177.6,12.43,7.62,143.6,122.7,122.7,178.5,310.29,11481,0
219,230.87912087912088,14.207,14.1,7.88,2020,7,30,20,7,177.8,12.53,7.63,143.2,123.5,123.5,178.3,310.29,11481,0
219,230.87912087912088,14.146,14.14,7.9,2020,7,30,20,7,177.8,12.53,7.63,143.2,123.5,123.5,178.3,310.29,11481,0
219,230.87912087912088,14.087,14.2,7.93,2020,7,30,20,7,177.6,12.53,7.63,143.2,123.5,123.5,178.3,310.29,11481,0
226,229.32098765432096,14.056,14.35,7.97,2020,7,30,20,8,177.2,12.69,7.64,142.9,124.9,124.9,178.1,310.29,11481,0
226,229.32098765432096,14.052,14.4,8,2020,7,30,20,8,177.2,12.69,7.64,142.9,124.9,124.9,178.1,310.29,11481,0
226,229.32098765432096,14.076,14.5,8.04,2020,7,30,20,8,177.1,12.69,7.64,142.9,124.9,124.9,178.1,310.29,11481,0
226,229.32098765432096,14.056,14.35,7.97,2020,7,30,20,8,177.2,12.86,7.66,142.6,126.6,126.6,177.9,310.29,11481,0
226,229.32098765432096,14.052,14.4,8,2020,7,30,20,8,177.2,12.86,7.66,142.6,126.6,126.6,177.9,310.29,11481,0
226,229.32098765432096,14.076,14.5,8.04,2020,7,30,20,8,177.1,12.86,7.66,142.6,126.6,126.6,177.9,310.29,11481,0
226,229.32098765432096,14.056,14.35,7.97,2020,7,30,20,8,177.2,13.1,7.7,142.7,128.9,128.9,178,310.29,11481,0
226,229.32098765432096,14.052,14.4,8,2020,7,30,20,8,177.2,13.1,7.7,142.7,128.9,128.9,178,310.29,11481,0
226,229.32098765432096,14.076,14.5,8.04,2020,7,30,20,8,177.1,13.1,7.7,142.7,128.9,128.9,178,310.29,11481,0
247,244.9514563106796,14.122,14.47,8.08,2020,7,30,20,9,177.1,13.35,7.74,142.7,131.4,131.4,177.9,310.29,11481,0
247,244.9514563106796,14.19,14.55,8.12,2020,7,30,20,9,176.7,13.35,7.74,142.7,131.4,131.4,177.9,310.29,11481,0
247,244.9514563106796,14.288,14.5,8.16,2020,7,30,20,9,176.6,13.35,7.74,142.7,131.4,131.4,177.9,310.29,11481,0
247,244.9514563106796,14.122,14.47,8.08,2020,7,30,20,9,177.1,13.58,7.79,142.6,133.8,133.8,177.7,310.29,11481,0
247,244.9514563106796,14.19,14.55,8.12,2020,7,30,20,9,176.7,13.58,7.79,142.6,133.8,133.8,177.7,310.29,11481,0
247,244.9514563106796,14.288,14.5,8.16,2020,7,30,20,9,176.6,13.58,7.79,142.6,133.8,133.8,177.7,310.29,11481,0
247,244.9514563106796,14.122,14.47,8.08,2020,7,30,20,9,177.1,13.72,7.83,142.8,135.3,135.3,177.6,310.29,11481,0
247,244.9514563106796,14.19,14.55,8.12,2020,7,30,20,9,176.7,13.72,7.83,142.8,135.3,135.3,177.6,310.29,11481,0
247,244.9514563106796,14.288,14.5,8.16,2020,7,30,20,9,176.6,13.72,7.83,142.8,135.3,135.3,177.6,310.29,11481,0
267,269.2344827586207,14.417,14.58,8.21,2020,7,30,20,10,176.4,13.84,7.88,143.2,136.7,136.7,177.8,310.29,11481,0
267,269.2344827586207,14.55,14.6,8.23,2020,7,30,20,10,176.7,13.84,7.88,143.2,136.7,136.7,177.8,310.29,11481,0
267,269.2344827586207,14.72,14.56,8.26,2020,7,30,20,10,177.2,13.84,7.88,143.2,136.7,136.7,177.8,310.29,11481,0
267,269.2344827586207,14.417,14.58,8.21,2020,7,30,20,10,176.4,13.95,7.93,143.2,138.1,138.1,177.5,310.29,11481,0
267,269.2344827586207,14.55,14.6,8.23,2020,7,30,20,10,176.7,13.95,7.93,143.2,138.1,138.1,177.5,310.29,11481,0
267,269.2344827586207,14.72,14.56,8.26,2020,7,30,20,10,177.2,13.95,7.93,143.2,138.1,138.1,177.5,310.29,11481,0
267,269.2344827586207,14.417,14.58,8.21,2020,7,30,20,10,176.4,14.07,7.98,143.5,139.7,139.7,177.3,310.29,11481,0
267,269.2344827586207,14.55,14.6,8.23,2020,7,30,20,10,176.7,14.07,7.98,143.5,139.7,139.7,177.3,310.29,11481,0
267,269.2344827586207,14.72,14.56,8.26,2020,7,30,20,10,177.2,14.07,7.98,143.5,139.7,139.7,177.3,310.29,11481,0
270,275.4039735099337,14.939,14.46,8.29,2020,7,30,20,11,176.8,14.1,8.03,144.2,140.4,140.4,177.5,310.29,11481,0
270,275.4039735099337,15.18,14.36,8.3,2020,7,30,20,11,176.8,14.1,8.03,144.2,140.4,140.4,177.5,310.29,11481,0
270,275.4039735099337,15.428,14.34,8.34,2020,7,30,20,11,177.3,14.1,8.03,144.2,140.4,140.4,177.5,310.29,11481,0
270,275.4039735099337,14.939,14.46,8.29,2020,7,30,20,11,176.8,14.01,8.05,144.2,139.9,139.9,177,310.29,11481,0
270,275.4039735099337,15.18,14.36,8.3,2020,7,30,20,11,176.8,14.01,8.05,144.2,139.9,139.9,177,310.29,11481,0
270,275.4039735099337,15.428,14.34,8.34,2020,7,30,20,11,177.3,14.01,8.05,144.2,139.9,139.9,177,310.29,11481,0
270,275.4039735099337,14.939,14.46,8.29,2020,7,30,20,11,176.8,14.02,8.09,144.9,140.6,140.6,177,310.29,11481,0
270,275.4039735099337,15.18,14.36,8.3,2020,7,30,20,11,176.8,14.02,8.09,144.9,140.6,140.6,177,310.29,11481,0
270,275.4039735099337,15.428,14.34,8.34,2020,7,30,20,11,177.3,14.02,8.09,144.9,140.6,140.6,177,310.29,11481,0
211,220.0980392156863,16.908,13.47,7.81,2020,7,30,21,0,181.6,11.46,7.63,155,119.9,119.9,180.9,310.29,11432,0
211,220.0980392156863,16.814,13.47,7.8,2020,7,30,21,0,181.5,11.46,7.63,155,119.9,119.9,180.9,310.29,11432,0
211,220.0980392156863,16.732,13.47,7.79,2020,7,30,21,0,181.5,11.46,7.63,155,119.9,119.9,180.9,310.29,11432,0
211,220.0980392156863,16.908,13.47,7.81,2020,7,30,21,0,181.6,11.51,7.62,154.9,120.2,120.2,181.1,310.29,11432,0
211,220.0980392156863,16.814,13.47,7.8,2020,7,30,21,0,181.5,11.51,7.62,154.9,120.2,120.2,181.1,310.29,11432,0
211,220.0980392156863,16.732,13.47,7.79,2020,7,30,21,0,181.5,11.51,7.62,154.9,120.2,120.2,181.1,310.29,11432,0
211,220.0980392156863,16.908,13.47,7.81,2020,7,30,21,0,181.6,11.53,7.61,154.7,120.2,120.2,181.2,310.29,11432,0
211,220.0980392156863,16.814,13.47,7.8,2020,7,30,21,0,181.5,11.53,7.61,154.7,120.2,120.2,181.2,310.29,11432,0
211,220.0980392156863,16.732,13.47,7.79,2020,7,30,21,0,181.5,11.53,7.61,154.7,120.2,120.2,181.2,310.29,11432,0
202,219.19047619047615,16.66,13.48,7.8,2020,7,30,21,1,181.2,11.57,7.61,154.4,120.4,120.4,181.3,310.29,11432,0
202,219.19047619047615,16.582,13.47,7.8,2020,7,30,21,1,181.3,11.57,7.61,154.4,120.4,120.4,181.3,310.29,11432,0
202,219.19047619047615,16.507,13.52,7.8,2020,7,30,21,1,181.4,11.57,7.61,154.4,120.4,120.4,181.3,310.29,11432,0
202,219.19047619047615,16.66,13.48,7.8,2020,7,30,21,1,181.2,11.56,7.61,154.1,120.1,120.1,181.2,310.29,11432,0
202,219.19047619047615,16.582,13.47,7.8,2020,7,30,21,1,181.3,11.56,7.61,154.1,120.1,120.1,181.2,310.29,11432,0
202,219.19047619047615,16.507,13.52,7.8,2020,7,30,21,1,181.4,11.56,7.61,154.1,120.1,120.1,181.2,310.29,11432,0
202,219.19047619047615,16.66,13.48,7.8,2020,7,30,21,1,181.2,11.64,7.61,154.1,120.6,120.6,181.6,310.29,11432,0
202,219.19047619047615,16.582,13.47,7.8,2020,7,30,21,1,181.3,11.64,7.61,154.1,120.6,120.6,181.6,310.29,11432,0
202,219.19047619047615,16.507,13.52,7.8,2020,7,30,21,1,181.4,11.64,7.61,154.1,120.6,120.6,181.6,310.29,11432,0
228.5,238.71739130434784,16.439,13.48,7.82,2020,7,30,21,2,181.2,11.6,7.6,154.2,120,120,182.2,310.29,11432,0
228.5,238.71739130434784,16.374,13.53,7.82,2020,7,30,21,2,181.1,11.6,7.6,154.2,120,120,182.2,310.29,11432,0
228.5,238.71739130434784,16.308,13.61,7.83,2020,7,30,21,2,181.1,11.6,7.6,154.2,120,120,182.2,310.29,11432,0
228.5,238.71739130434784,16.439,13.48,7.82,2020,7,30,21,2,181.2,11.56,7.59,154.2,119.3,119.3,182.5,310.29,11432,0
228.5,238.71739130434784,16.374,13.53,7.82,2020,7,30,21,2,181.1,11.56,7.59,154.2,119.3,119.3,182.5,310.29,11432,0
228.5,238.71739130434784,16.308,13.61,7.83,2020,7,30,21,2,181.1,11.56,7.59,154.2,119.3,119.3,182.5,310.29,11432,0
228.5,238.71739130434784,16.439,13.48,7.82,2020,7,30,21,2,181.2,11.48,7.58,154,118.3,118.3,182.6,310.29,11432,0
228.5,238.71739130434784,16.374,13.53,7.82,2020,7,30,21,2,181.1,11.48,7.58,154,118.3,118.3,182.6,310.29,11432,0
228.5,238.71739130434784,16.308,13.61,7.83,2020,7,30,21,2,181.1,11.48,7.58,154,118.3,118.3,182.6,310.29,11432,0
175,188.79166666666669,16.242,13.64,7.83,2020,7,30,21,3,181,11.59,7.59,153.6,119.2,119.2,182.5,310.29,11432,0
175,188.79166666666669,16.179,13.63,7.83,2020,7,30,21,3,180.9,11.59,7.59,153.6,119.2,119.2,182.5,310.29,11432,0
175,188.79166666666669,16.114,13.64,7.83,2020,7,30,21,3,180.9,11.59,7.59,153.6,119.2,119.2,182.5,310.29,11432,0
175,188.79166666666669,16.242,13.64,7.83,2020,7,30,21,3,181,11.61,7.59,153.2,119.3,119.3,182.4,310.29,11432,0
175,188.79166666666669,16.179,13.63,7.83,2020,7,30,21,3,180.9,11.61,7.59,153.2,119.3,119.3,182.4,310.29,11432,0
175,188.79166666666669,16.114,13.64,7.83,2020,7,30,21,3,180.9,11.61,7.59,153.2,119.3,119.3,182.4,310.29,11432,0
175,188.79166666666669,16.242,13.64,7.83,2020,7,30,21,3,181,11.67,7.59,153,119.7,119.7,182.4,310.29,11432,0
175,188.79166666666669,16.179,13.63,7.83,2020,7,30,21,3,180.9,11.67,7.59,153,119.7,119.7,182.4,310.29,11432,0
175,188.79166666666669,16.114,13.64,7.83,2020,7,30,21,3,180.9,11.67,7.59,153,119.7,119.7,182.4,310.29,11432,0
217,223.1764705882353,16.045,13.64,7.84,2020,7,30,21,4,180.7,11.7,7.6,152.7,119.8,119.8,182.4,310.29,11432,0
217,223.1764705882353,15.972,13.68,7.84,2020,7,30,21,4,180.5,11.7,7.6,152.7,119.8,119.8,182.4,310.29,11432,0
217,223.1764705882353,15.886,13.69,7.84,2020,7,30,21,4,180.2,11.7,7.6,152.7,119.8,119.8,182.4,310.29,11432,0
217,223.1764705882353,16.045,13.64,7.84,2020,7,30,21,4,180.7,11.72,7.59,152.4,119.8,119.8,182.2,310.29,11432,0
217,223.1764705882353,15.972,13.68,7.84,2020,7,30,21,4,180.5,11.72,7.59,152.4,119.8,119.8,182.2,310.29,11432,0
217,223.1764705882353,15.886,13.69,7.84,2020,7,30,21,4,180.2,11.72,7.59,152.4,119.8,119.8,182.2,310.29,11432,0
217,223.1764705882353,16.045,13.64,7.84,2020,7,30,21,4,180.7,11.79,7.6,152.1,120.4,120.4,182.2,310.29,11432,0
217,223.1764705882353,15.972,13.68,7.84,2020,7,30,21,4,180.5,11.79,7.6,152.1,120.4,120.4,182.2,310.29,11432,0
217,223.1764705882353,15.886,13.69,7.84,2020,7,30,21,4,180.2,11.79,7.6,152.1,120.4,120.4,182.2,310.29,11432,0
191,207.64102564102564,15.801,13.72,7.84,2020,7,30,21,5,179.8,11.88,7.6,151.8,121.1,121.1,182.1,310.29,11432,0
191,207.64102564102564,15.714,13.71,7.84,2020,7,30,21,5,180.8,11.88,7.6,151.8,121.1,121.1,182.1,310.29,11432,0
191,207.64102564102564,15.633,13.63,7.83,2020,7,30,21,5,181.7,11.88,7.6,151.8,121.1,121.1,182.1,310.29,11432,0
191,207.64102564102564,15.801,13.72,7.84,2020,7,30,21,5,179.8,11.89,7.6,151.5,121.1,121.1,182,310.29,11432,0
191,207.64102564102564,15.714,13.71,7.84,2020,7,30,21,5,180.8,11.89,7.6,151.5,121.1,121.1,182,310.29,11432,0
191,207.64102564102564,15.633,13.63,7.83,2020,7,30,21,5,181.7,11.89,7.6,151.5,121.1,121.1,182,310.29,11432,0
191,207.64102564102564,15.801,13.72,7.84,2020,7,30,21,5,179.8,11.9,7.6,151.2,121,121,181.9,310.29,11432,0
191,207.64102564102564,15.714,13.71,7.84,2020,7,30,21,5,180.8,11.9,7.6,151.2,121,121,181.9,310.29,11432,0
191,207.64102564102564,15.633,13.63,7.83,2020,7,30,21,5,181.7,11.9,7.6,151.2,121,121,181.9,310.29,11432,0
239,244.70370370370372,15.545,13.65,7.83,2020,7,30,21,6,180.2,11.86,7.6,150.9,120.4,120.4,181.9,310.29,11432,0
239,244.70370370370372,15.466,13.69,7.84,2020,7,30,21,6,181.1,11.86,7.6,150.9,120.4,120.4,181.9,310.29,11432,0
