"Median(Weight (g))","Mean(Weight (g))","Temperature[C]","DO[mg/L]","pH","Year","Month (number)","Week","Day of month","Hour","Sp_Conducibility[microS/cm]","DO_out_mg_L[target]","pH (out)","Conducibility[microS/cm]","DO_sat","DO_local","Sp_Conducibility[microS/cm] (out)","Taglia (g)","Biomassa (kg)","quanto_mangime(kg)"
312,346,14.073936452917325,12.963537581699404,8.020808781051466,2020,7,27,4,0,176.33684640522856,11.17,7.55,140.9,111.8,111.8,172.6,310.29,12242,0
312,346,14.073936452917325,12.963537581699404,8.020808781051466,2020,7,27,4,0,176.33684640522856,11.17,7.55,140.9,111.8,111.8,172.6,310.29,12242,0
312,346,14.073936452917325,12.963537581699404,8.020808781051466,2020,7,27,4,0,176.33684640522856,11.17,7.55,140.9,111.8,111.8,172.6,310.29,12242,0
312,346,14.073936452917325,12.963537581699404,8.020808781051466,2020,7,27,4,0,176.33684640522856,11.35,7.56,140.5,113.3,113.3,172.5,310.29,12242,0
312,346,14.073936452917325,12.963537581699404,8.020808781051466,2020,7,27,4,0,176.33684640522856,11.35,7.56,140.5,113.3,113.3,172.5,310.29,12242,0
312,346,14.073936452917325,12.963537581699404,8.020808781051466,2020,7,27,4,0,176.33684640522856,11.35,7.56,140.5,113.3,113.3,172.5,310.29,12242,0
312,346,14.073936452917325,12.963537581699404,8.020808781051466,2020,7,27,4,0,176.33684640522856,11.47,7.57,140.4,114.3,114.3,172.7,310.29,12242,0
312,346,14.073936452917325,12.963537581699404,8.020808781051466,2020,7,27,4,0,176.33684640522856,11.47,7.57,140.4,114.3,114.3,172.7,310.29,12242,0
312,346,14.073936452917325,12.963537581699404,8.020808781051466,2020,7,27,4,0,176.33684640522856,11.47,7.57,140.4,114.3,114.3,172.7,310.29,12242,0
243,230.66666666666666,14.073936452917325,12.963537581699404,8.020808781051466,2020,7,27,4,1,176.33684640522856,11.48,7.56,140.2,114.2,114.2,172.8,310.29,12242,0
243,230.66666666666666,14.073936452917325,12.963537581699404,8.020808781051466,2020,7,27,4,1,176.33684640522856,11.48,7.56,140.2,114.2,114.2,172.8,310.29,12242,0
243,230.66666666666666,14.073936452917325,12.963537581699404,8.020808781051466,2020,7,27,4,1,176.33684640522856,11.48,7.56,140.2,114.2,114.2,172.8,310.29,12242,0
243,230.66666666666666,14.073936452917325,12.963537581699404,8.020808781051466,2020,7,27,4,1,176.33684640522856,11.54,7.56,139.8,114.5,114.5,172.8,310.29,12242,0
243,230.66666666666666,14.073936452917325,12.963537581699404,8.020808781051466,2020,7,27,4,1,176.33684640522856,11.54,7.56,139.8,114.5,114.5,172.8,310.29,12242,0
243,230.66666666666666,14.073936452917325,12.963537581699404,8.020808781051466,2020,7,27,4,1,176.33684640522856,11.54,7.56,139.8,114.5,114.5,172.8,310.29,12242,0
243,230.66666666666666,14.073936452917325,12.963537581699404,8.020808781051466,2020,7,27,4,1,176.33684640522856,11.6,7.56,139.6,114.9,114.9,172.8,310.29,12242,0
243,230.66666666666666,14.073936452917325,12.963537581699404,8.020808781051466,2020,7,27,4,1,176.33684640522856,11.6,7.56,139.6,114.9,114.9,172.8,310.29,12242,0
243,230.66666666666666,14.073936452917325,12.963537581699404,8.020808781051466,2020,7,27,4,1,176.33684640522856,11.6,7.56,139.6,114.9,114.9,172.8,310.29,12242,0
368,368,14.073936452917325,12.963537581699404,8.020808781051466,2020,7,27,4,2,176.33684640522856,11.74,7.57,139.5,116.2,116.2,173,310.29,12242,0
368,368,14.073936452917325,12.963537581699404,8.020808781051466,2020,7,27,4,2,176.33684640522856,11.74,7.57,139.5,116.2,116.2,173,310.29,12242,0
368,368,14.073936452917325,12.963537581699404,8.020808781051466,2020,7,27,4,2,176.33684640522856,11.74,7.57,139.5,116.2,116.2,173,310.29,12242,0
368,368,14.073936452917325,12.963537581699404,8.020808781051466,2020,7,27,4,2,176.33684640522856,11.76,7.57,139.4,116.3,116.3,173.1,310.29,12242,0
368,368,14.073936452917325,12.963537581699404,8.020808781051466,2020,7,27,4,2,176.33684640522856,11.76,7.57,139.4,116.3,116.3,173.1,310.29,12242,0
368,368,14.073936452917325,12.963537581699404,8.020808781051466,2020,7,27,4,2,176.33684640522856,11.76,7.57,139.4,116.3,116.3,173.1,310.29,12242,0
368,368,14.073936452917325,12.963537581699404,8.020808781051466,2020,7,27,4,2,176.33684640522856,11.68,7.56,139.3,115.3,115.3,173.2,310.29,12242,0
368,368,14.073936452917325,12.963537581699404,8.020808781051466,2020,7,27,4,2,176.33684640522856,11.68,7.56,139.3,115.3,115.3,173.2,310.29,12242,0
368,368,14.073936452917325,12.963537581699404,8.020808781051466,2020,7,27,4,2,176.33684640522856,11.68,7.56,139.3,115.3,115.3,173.2,310.29,12242,0
357,341,14.073936452917325,12.963537581699404,8.020808781051466,2020,7,27,4,3,176.33684640522856,11.69,7.57,139.2,115.1,115.1,173.3,310.29,12242,0
357,341,14.073936452917325,12.963537581699404,8.020808781051466,2020,7,27,4,3,176.33684640522856,11.69,7.57,139.2,115.1,115.1,173.3,310.29,12242,0
357,341,14.073936452917325,12.963537581699404,8.020808781051466,2020,7,27,4,3,176.33684640522856,11.69,7.57,139.2,115.1,115.1,173.3,310.29,12242,0
357,341,14.073936452917325,12.963537581699404,8.020808781051466,2020,7,27,4,3,176.33684640522856,11.69,7.57,139.1,115,115,173.4,310.29,12242,0
357,341,14.073936452917325,12.963537581699404,8.020808781051466,2020,7,27,4,3,176.33684640522856,11.69,7.57,139.1,115,115,173.4,310.29,12242,0
357,341,14.073936452917325,12.963537581699404,8.020808781051466,2020,7,27,4,3,176.33684640522856,11.69,7.57,139.1,115,115,173.4,310.29,12242,0
357,341,14.073936452917325,12.963537581699404,8.020808781051466,2020,7,27,4,3,176.33684640522856,11.74,7.57,138.9,115.3,115.3,173.5,310.29,12242,0
357,341,14.073936452917325,12.963537581699404,8.020808781051466,2020,7,27,4,3,176.33684640522856,11.74,7.57,138.9,115.3,115.3,173.5,310.29,12242,0
357,341,14.073936452917325,12.963537581699404,8.020808781051466,2020,7,27,4,3,176.33684640522856,11.74,7.57,138.9,115.3,115.3,173.5,310.29,12242,0
254,254,14.073936452917325,12.963537581699404,8.020808781051466,2020,7,27,4,4,176.33684640522856,11.74,7.57,138.7,115.2,115.2,173.5,310.29,12242,0
254,254,14.073936452917325,12.963537581699404,8.020808781051466,2020,7,27,4,4,176.33684640522856,11.74,7.57,138.7,115.2,115.2,173.5,310.29,12242,0
254,254,14.073936452917325,12.963537581699404,8.020808781051466,2020,7,27,4,4,176.33684640522856,11.74,7.57,138.7,115.2,115.2,173.5,310.29,12242,0
254,254,14.073936452917325,12.963537581699404,8.020808781051466,2020,7,27,4,4,176.33684640522856,11.69,7.56,138.5,114.6,114.6,173.5,310.29,12242,0
254,254,14.073936452917325,12.963537581699404,8.020808781051466,2020,7,27,4,4,176.33684640522856,11.69,7.56,138.5,114.6,114.6,173.5,310.29,12242,0
254,254,14.073936452917325,12.963537581699404,8.020808781051466,2020,7,27,4,4,176.33684640522856,11.69,7.56,138.5,114.6,114.6,173.5,310.29,12242,0
254,254,14.073936452917325,12.963537581699404,8.020808781051466,2020,7,27,4,4,176.33684640522856,11.7,7.55,138.2,114.5,114.5,173.4,310.29,12242,0
254,254,14.073936452917325,12.963537581699404,8.020808781051466,2020,7,27,4,4,176.33684640522856,11.7,7.55,138.2,114.5,114.5,173.4,310.29,12242,0
254,254,14.073936452917325,12.963537581699404,8.020808781051466,2020,7,27,4,4,176.33684640522856,11.7,7.55,138.2,114.5,114.5,173.4,310.29,12242,0
298,298.14285714285717,14.073936452917325,12.963537581699404,8.020808781051466,2020,7,27,4,5,176.33684640522856,11.72,7.56,138,114.6,114.6,173.4,310.29,12242,0
298,298.14285714285717,14.073936452917325,12.963537581699404,8.020808781051466,2020,7,27,4,5,176.33684640522856,11.72,7.56,138,114.6,114.6,173.4,310.29,12242,0
298,298.14285714285717,14.073936452917325,12.963537581699404,8.020808781051466,2020,7,27,4,5,176.33684640522856,11.72,7.56,138,114.6,114.6,173.4,310.29,12242,0
298,298.14285714285717,14.073936452917325,12.963537581699404,8.020808781051466,2020,7,27,4,5,176.33684640522856,11.82,7.57,137.6,115.3,115.3,173.2,310.29,12242,0
298,298.14285714285717,14.073936452917325,12.963537581699404,8.020808781051466,2020,7,27,4,5,176.33684640522856,11.82,7.57,137.6,115.3,115.3,173.2,310.29,12242,0
298,298.14285714285717,14.073936452917325,12.963537581699404,8.020808781051466,2020,7,27,4,5,176.33684640522856,11.82,7.57,137.6,115.3,115.3,173.2,310.29,12242,0
298,298.14285714285717,14.073936452917325,12.963537581699404,8.020808781051466,2020,7,27,4,5,176.33684640522856,11.77,7.56,137.3,114.7,114.7,173.1,310.29,12242,0
298,298.14285714285717,14.073936452917325,12.963537581699404,8.020808781051466,2020,7,27,4,5,176.33684640522856,11.77,7.56,137.3,114.7,114.7,173.1,310.29,12242,0
298,298.14285714285717,14.073936452917325,12.963537581699404,8.020808781051466,2020,7,27,4,5,176.33684640522856,11.77,7.56,137.3,114.7,114.7,173.1,310.29,12242,0
239,255,14.073936452917325,12.963537581699404,8.020808781051466,2020,7,27,4,6,176.33684640522856,11.6,7.54,137.2,112.9,112.9,173.2,310.29,12242,0
239,255,14.073936452917325,12.963537581699404,8.020808781051466,2020,7,27,4,6,176.33684640522856,11.6,7.54,137.2,112.9,112.9,173.2,310.29,12242,0
239,255,14.073936452917325,12.963537581699404,8.020808781051466,2020,7,27,4,6,176.33684640522856,11.6,7.54,137.2,112.9,112.9,173.2,310.29,12242,0
239,255,14.073936452917325,12.963537581699404,8.020808781051466,2020,7,27,4,6,176.33684640522856,11.46,7.53,136.9,111.4,111.4,173.1,310.29,12242,0
239,255,14.073936452917325,12.963537581699404,8.020808781051466,2020,7,27,4,6,176.33684640522856,11.46,7.53,136.9,111.4,111.4,173.1,310.29,12242,0
239,255,14.073936452917325,12.963537581699404,8.020808781051466,2020,7,27,4,6,176.33684640522856,11.46,7.53,136.9,111.4,111.4,173.1,310.29,12242,0
239,255,14.073936452917325,12.963537581699404,8.020808781051466,2020,7,27,4,6,176.33684640522856,11.5,7.53,136.7,111.6,111.6,173.1,310.29,12242,0
239,255,14.073936452917325,12.963537581699404,8.020808781051466,2020,7,27,4,6,176.33684640522856,11.5,7.53,136.7,111.6,111.6,173.1,310.29,12242,0
239,255,14.073936452917325,12.963537581699404,8.020808781051466,2020,7,27,4,6,176.33684640522856,11.5,7.53,136.7,111.6,111.6,173.1,310.29,12242,0
262,270.4210526315789,14.073936452917325,12.963537581699404,8.020808781051466,2020,7,27,4,7,176.33684640522856,11.56,7.55,136.6,112,112,173.2,310.29,12242,0
262,270.4210526315789,14.073936452917325,12.963537581699404,8.020808781051466,2020,7,27,4,7,176.33684640522856,11.56,7.55,136.6,112,112,173.2,310.29,12242,0
262,270.4210526315789,14.073936452917325,12.963537581699404,8.020808781051466,2020,7,27,4,7,176.33684640522856,11.56,7.55,136.6,112,112,173.2,310.29,12242,0
262,270.4210526315789,14.073936452917325,12.963537581699404,8.020808781051466,2020,7,27,4,7,176.33684640522856,11.82,7.57,136.3,114.4,114.4,173.1,310.29,12242,0
262,270.4210526315789,14.073936452917325,12.963537581699404,8.020808781051466,2020,7,27,4,7,176.33684640522856,11.82,7.57,136.3,114.4,114.4,173.1,310.29,12242,0
262,270.4210526315789,14.073936452917325,12.963537581699404,8.020808781051466,2020,7,27,4,7,176.33684640522856,11.82,7.57,136.3,114.4,114.4,173.1,310.29,12242,0
262,270.4210526315789,14.073936452917325,12.963537581699404,8.020808781051466,2020,7,27,4,7,176.33684640522856,12.1,7.6,136.1,117,117,173,310.29,12242,0
262,270.4210526315789,14.073936452917325,12.963537581699404,8.020808781051466,2020,7,27,4,7,176.33684640522856,12.1,7.6,136.1,117,117,173,310.29,12242,0
262,270.4210526315789,14.073936452917325,12.963537581699404,8.020808781051466,2020,7,27,4,7,176.33684640522856,12.1,7.6,136.1,117,117,173,310.29,12242,0
281,275.9375,14.073936452917325,12.963537581699404,8.020808781051466,2020,7,27,4,8,176.33684640522856,12.33,7.63,136,119.2,119.2,172.9,310.29,12242,0
281,275.9375,14.073936452917325,12.963537581699404,8.020808781051466,2020,7,27,4,8,176.33684640522856,12.33,7.63,136,119.2,119.2,172.9,310.29,12242,0
281,275.9375,14.073936452917325,12.963537581699404,8.020808781051466,2020,7,27,4,8,176.33684640522856,12.33,7.63,136,119.2,119.2,172.9,310.29,12242,0
281,275.9375,14.073936452917325,12.963537581699404,8.020808781051466,2020,7,27,4,8,176.33684640522856,12.43,7.64,135.9,120.2,120.2,172.8,310.29,12242,0
281,275.9375,14.073936452917325,12.963537581699404,8.020808781051466,2020,7,27,4,8,176.33684640522856,12.43,7.64,135.9,120.2,120.2,172.8,310.29,12242,0
281,275.9375,14.073936452917325,12.963537581699404,8.020808781051466,2020,7,27,4,8,176.33684640522856,12.43,7.64,135.9,120.2,120.2,172.8,310.29,12242,0
281,275.9375,14.073936452917325,12.963537581699404,8.020808781051466,2020,7,27,4,8,176.33684640522856,12.66,7.68,135.8,122.5,122.5,172.6,310.29,12242,0
281,275.9375,14.073936452917325,12.963537581699404,8.020808781051466,2020,7,27,4,8,176.33684640522856,12.66,7.68,135.8,122.5,122.5,172.6,310.29,12242,0
281,275.9375,14.073936452917325,12.963537581699404,8.020808781051466,2020,7,27,4,8,176.33684640522856,12.66,7.68,135.8,122.5,122.5,172.6,310.29,12242,0
309,295.6,14.073936452917325,12.963537581699404,8.020808781051466,2020,7,27,4,9,176.33684640522856,12.71,7.69,136,123.1,123.1,172.5,310.29,12242,0
309,295.6,14.073936452917325,12.963537581699404,8.020808781051466,2020,7,27,4,9,176.33684640522856,12.71,7.69,136,123.1,123.1,172.5,310.29,12242,0
309,295.6,14.073936452917325,12.963537581699404,8.020808781051466,2020,7,27,4,9,176.33684640522856,12.71,7.69,136,123.1,123.1,172.5,310.29,12242,0
309,295.6,14.073936452917325,12.963537581699404,8.020808781051466,2020,7,27,4,9,176.33684640522856,12.7,7.71,136.1,123.2,123.2,172.4,310.29,12242,0
309,295.6,14.073936452917325,12.963537581699404,8.020808781051466,2020,7,27,4,9,176.33684640522856,12.7,7.71,136.1,123.2,123.2,172.4,310.29,12242,0
309,295.6,14.073936452917325,12.963537581699404,8.020808781051466,2020,7,27,4,9,176.33684640522856,12.7,7.71,136.1,123.2,123.2,172.4,310.29,12242,0
309,295.6,14.073936452917325,12.963537581699404,8.020808781051466,2020,7,27,4,9,176.33684640522856,12.7,7.72,136.3,123.5,123.5,172.2,310.29,12242,0
309,295.6,14.073936452917325,12.963537581699404,8.020808781051466,2020,7,27,4,9,176.33684640522856,12.7,7.72,136.3,123.5,123.5,172.2,310.29,12242,0
309,295.6,14.073936452917325,12.963537581699404,8.020808781051466,2020,7,27,4,9,176.33684640522856,12.7,7.72,136.3,123.5,123.5,172.2,310.29,12242,0
291,298.2452830188679,14.073936452917325,12.963537581699404,8.020808781051466,2020,7,27,4,10,176.33684640522856,12.52,7.72,136.7,122.1,122.1,172.2,310.29,12242,0
291,298.2452830188679,14.073936452917325,12.963537581699404,8.020808781051466,2020,7,27,4,10,176.33684640522856,12.52,7.72,136.7,122.1,122.1,172.2,310.29,12242,0
291,298.2452830188679,14.073936452917325,12.963537581699404,8.020808781051466,2020,7,27,4,10,176.33684640522856,12.52,7.72,136.7,122.1,122.1,172.2,310.29,12242,0
291,298.2452830188679,14.073936452917325,12.963537581699404,8.020808781051466,2020,7,27,4,10,176.33684640522856,12.58,7.74,137.1,123,123,172.2,310.29,12242,0
291,298.2452830188679,14.073936452917325,12.963537581699404,8.020808781051466,2020,7,27,4,10,176.33684640522856,12.58,7.74,137.1,123,123,172.2,310.29,12242,0
291,298.2452830188679,14.073936452917325,12.963537581699404,8.020808781051466,2020,7,27,4,10,176.33684640522856,12.58,7.74,137.1,123,123,172.2,310.29,12242,0
291,298.2452830188679,14.073936452917325,12.963537581699404,8.020808781051466,2020,7,27,4,10,176.33684640522856,12.23,7.7,137.7,120.1,120.1,172.2,310.29,12242,0
291,298.2452830188679,14.073936452917325,12.963537581699404,8.020808781051466,2020,7,27,4,10,176.33684640522856,12.23,7.7,137.7,120.1,120.1,172.2,310.29,12242,0
291,298.2452830188679,14.073936452917325,12.963537581699404,8.020808781051466,2020,7,27,4,10,176.33684640522856,12.23,7.7,137.7,120.1,120.1,172.2,310.29,12242,0
282,306.6158536585364,14.073936452917325,12.963537581699404,8.020808781051466,2020,7,27,4,11,176.33684640522856,11.52,7.62,138.6,113.6,113.6,172.5,310.29,12242,0
282,306.6158536585364,14.073936452917325,12.963537581699404,8.020808781051466,2020,7,27,4,11,176.33684640522856,11.52,7.62,138.6,113.6,113.6,172.5,310.29,12242,0
282,306.6158536585364,14.073936452917325,12.963537581699404,8.020808781051466,2020,7,27,4,11,176.33684640522856,11.52,7.62,138.6,113.6,113.6,172.5,310.29,12242,0
282,306.6158536585364,14.073936452917325,12.963537581699404,8.020808781051466,2020,7,27,4,11,176.33684640522856,11.4,7.63,139.2,112.9,112.9,172.4,310.29,12242,0
282,306.6158536585364,14.073936452917325,12.963537581699404,8.020808781051466,2020,7,27,4,11,176.33684640522856,11.4,7.63,139.2,112.9,112.9,172.4,310.29,12242,0
282,306.6158536585364,14.073936452917325,12.963537581699404,8.020808781051466,2020,7,27,4,11,176.33684640522856,11.4,7.63,139.2,112.9,112.9,172.4,310.29,12242,0
282,306.6158536585364,14.073936452917325,12.963537581699404,8.020808781051466,2020,7,27,4,11,176.33684640522856,11.58,7.65,139.9,115.2,115.2,172.4,310.29,12242,0
282,306.6158536585364,14.073936452917325,12.963537581699404,8.020808781051466,2020,7,27,4,11,176.33684640522856,11.58,7.65,139.9,115.2,115.2,172.4,310.29,12242,0
282,306.6158536585364,14.073936452917325,12.963537581699404,8.020808781051466,2020,7,27,4,11,176.33684640522856,11.58,7.65,139.9,115.2,115.2,172.4,310.29,12242,0
247,232,14.073936452917325,12.963537581699404,8.020808781051466,2020,7,27,5,0,176.33684640522856,10.59,7.56,150.5,110.4,110.4,176.3,310.29,12188,0
247,232,14.073936452917325,12.963537581699404,8.020808781051466,2020,7,27,5,0,176.33684640522856,10.59,7.56,150.5,110.4,110.4,176.3,310.29,12188,0
247,232,14.073936452917325,12.963537581699404,8.020808781051466,2020,7,27,5,0,176.33684640522856,10.59,7.56,150.5,110.4,110.4,176.3,310.29,12188,0
247,232,14.073936452917325,12.963537581699404,8.020808781051466,2020,7,27,5,0,176.33684640522856,10.61,7.55,150.1,110.4,110.4,176.3,310.29,12188,0
247,232,14.073936452917325,12.963537581699404,8.020808781051466,2020,7,27,5,0,176.33684640522856,10.61,7.55,150.1,110.4,110.4,176.3,310.29,12188,0
247,232,14.073936452917325,12.963537581699404,8.020808781051466,2020,7,27,5,0,176.33684640522856,10.61,7.55,150.1,110.4,110.4,176.3,310.29,12188,0
247,232,14.073936452917325,12.963537581699404,8.020808781051466,2020,7,27,5,0,176.33684640522856,10.72,7.54,149.8,111.1,111.1,176.5,310.29,12188,0
247,232,14.073936452917325,12.963537581699404,8.020808781051466,2020,7,27,5,0,176.33684640522856,10.72,7.54,149.8,111.1,111.1,176.5,310.29,12188,0
247,232,14.073936452917325,12.963537581699404,8.020808781051466,2020,7,27,5,0,176.33684640522856,10.72,7.54,149.8,111.1,111.1,176.5,310.29,12188,0
109,109,14.073936452917325,12.963537581699404,8.020808781051466,2020,7,27,5,1,176.33684640522856,10.75,7.54,149.3,111.2,111.2,176.4,310.29,12188,0
109,109,14.073936452917325,12.963537581699404,8.020808781051466,2020,7,27,5,1,176.33684640522856,10.75,7.54,149.3,111.2,111.2,176.4,310.29,12188,0
109,109,14.073936452917325,12.963537581699404,8.020808781051466,2020,7,27,5,1,176.33684640522856,10.75,7.54,149.3,111.2,111.2,176.4,310.29,12188,0
109,109,14.073936452917325,12.963537581699404,8.020808781051466,2020,7,27,5,1,176.33684640522856,10.82,7.54,148.9,111.5,111.5,176.4,310.29,12188,0
109,109,14.073936452917325,12.963537581699404,8.020808781051466,2020,7,27,5,1,176.33684640522856,10.82,7.54,148.9,111.5,111.5,176.4,310.29,12188,0
109,109,14.073936452917325,12.963537581699404,8.020808781051466,2020,7,27,5,1,176.33684640522856,10.82,7.54,148.9,111.5,111.5,176.4,310.29,12188,0
109,109,14.073936452917325,12.963537581699404,8.020808781051466,2020,7,27,5,1,176.33684640522856,11.01,7.54,148.2,113.2,113.2,176.2,310.29,12188,0
109,109,14.073936452917325,12.963537581699404,8.020808781051466,2020,7,27,5,1,176.33684640522856,11.01,7.54,148.2,113.2,113.2,176.2,310.29,12188,0
109,109,14.073936452917325,12.963537581699404,8.020808781051466,2020,7,27,5,1,176.33684640522856,11.01,7.54,148.2,113.2,113.2,176.2,310.29,12188,0
182,182,14.073936452917325,12.963537581699404,8.020808781051466,2020,7,27,5,2,176.33684640522856,10.98,7.55,147.9,112.6,112.6,176.3,310.29,12188,0
182,182,14.073936452917325,12.963537581699404,8.020808781051466,2020,7,27,5,2,176.33684640522856,10.98,7.55,147.9,112.6,112.6,176.3,310.29,12188,0
182,182,14.073936452917325,12.963537581699404,8.020808781051466,2020,7,27,5,2,176.33684640522856,10.98,7.55,147.9,112.6,112.6,176.3,310.29,12188,0
182,182,14.073936452917325,12.963537581699404,8.020808781051466,2020,7,27,5,2,176.33684640522856,11.04,7.55,147.5,112.9,112.9,176.3,310.29,12188,0
182,182,14.073936452917325,12.963537581699404,8.020808781051466,2020,7,27,5,2,176.33684640522856,11.04,7.55,147.5,112.9,112.9,176.3,310.29,12188,0
182,182,14.073936452917325,12.963537581699404,8.020808781051466,2020,7,27,5,2,176.33684640522856,11.04,7.55,147.5,112.9,112.9,176.3,310.29,12188,0
182,182,14.073936452917325,12.963537581699404,8.020808781051466,2020,7,27,5,2,176.33684640522856,11,7.49,147.2,112.2,112.2,176.5,310.29,12188,0
182,182,14.073936452917325,12.963537581699404,8.020808781051466,2020,7,27,5,2,176.33684640522856,11,7.49,147.2,112.2,112.2,176.5,310.29,12188,0
182,182,14.073936452917325,12.963537581699404,8.020808781051466,2020,7,27,5,2,176.33684640522856,11,7.49,147.2,112.2,112.2,176.5,310.29,12188,0
264,264,14.073936452917325,12.963537581699404,8.020808781051466,2020,7,27,5,3,176.33684640522856,11.01,7.53,146.9,112.1,112.1,176.6,310.29,12188,0
264,264,14.073936452917325,12.963537581699404,8.020808781051466,2020,7,27,5,3,176.33684640522856,11.01,7.53,146.9,112.1,112.1,176.6,310.29,12188,0
264,264,14.073936452917325,12.963537581699404,8.020808781051466,2020,7,27,5,3,176.33684640522856,11.01,7.53,146.9,112.1,112.1,176.6,310.29,12188,0
264,264,14.073936452917325,12.963537581699404,8.020808781051466,2020,7,27,5,3,176.33684640522856,11.11,7.54,146.5,112.7,112.7,176.7,310.29,12188,0
264,264,14.073936452917325,12.963537581699404,8.020808781051466,2020,7,27,5,3,176.33684640522856,11.11,7.54,146.5,112.7,112.7,176.7,310.29,12188,0
264,264,14.073936452917325,12.963537581699404,8.020808781051466,2020,7,27,5,3,176.33684640522856,11.11,7.54,146.5,112.7,112.7,176.7,310.29,12188,0
264,264,14.073936452917325,12.963537581699404,8.020808781051466,2020,7,27,5,3,176.33684640522856,11.18,7.5,146.1,113.3,113.3,176.6,310.29,12188,0
264,264,14.073936452917325,12.963537581699404,8.020808781051466,2020,7,27,5,3,176.33684640522856,11.18,7.5,146.1,113.3,113.3,176.6,310.29,12188,0
264,264,14.073936452917325,12.963537581699404,8.020808781051466,2020,7,27,5,3,176.33684640522856,11.18,7.5,146.1,113.3,113.3,176.6,310.29,12188,0
194,194,14.073936452917325,12.963537581699404,8.020808781051466,2020,7,27,5,5,176.33684640522856,11.35,7.55,144.6,113.9,113.9,176.6,310.29,12188,0
194,194,14.073936452917325,12.963537581699404,8.020808781051466,2020,7,27,5,5,176.33684640522856,11.35,7.55,144.6,113.9,113.9,176.6,310.29,12188,0
194,194,14.073936452917325,12.963537581699404,8.020808781051466,2020,7,27,5,5,176.33684640522856,11.35,7.55,144.6,113.9,113.9,176.6,310.29,12188,0
194,194,14.073936452917325,12.963537581699404,8.020808781051466,2020,7,27,5,5,176.33684640522856,11.3,7.55,144.2,113.2,113.2,176.5,310.29,12188,0
194,194,14.073936452917325,12.963537581699404,8.020808781051466,2020,7,27,5,5,176.33684640522856,11.3,7.55,144.2,113.2,113.2,176.5,310.29,12188,0
194,194,14.073936452917325,12.963537581699404,8.020808781051466,2020,7,27,5,5,176.33684640522856,11.3,7.55,144.2,113.2,113.2,176.5,310.29,12188,0
194,194,14.073936452917325,12.963537581699404,8.020808781051466,2020,7,27,5,5,176.33684640522856,11.29,7.51,143.8,112.9,112.9,176.2,310.29,12188,0
194,194,14.073936452917325,12.963537581699404,8.020808781051466,2020,7,27,5,5,176.33684640522856,11.29,7.51,143.8,112.9,112.9,176.2,310.29,12188,0
194,194,14.073936452917325,12.963537581699404,8.020808781051466,2020,7,27,5,5,176.33684640522856,11.29,7.51,143.8,112.9,112.9,176.2,310.29,12188,0
279,292.75000000000006,14.073936452917325,12.963537581699404,8.020808781051466,2020,7,27,5,7,176.33684640522856,11.33,7.54,141.9,112.4,112.4,175.5,310.29,12188,0
279,292.75000000000006,14.073936452917325,12.963537581699404,8.020808781051466,2020,7,27,5,7,176.33684640522856,11.33,7.54,141.9,112.4,112.4,175.5,310.29,12188,0
279,292.75000000000006,14.073936452917325,12.963537581699404,8.020808781051466,2020,7,27,5,7,176.33684640522856,11.33,7.54,141.9,112.4,112.4,175.5,310.29,12188,0
279,292.75000000000006,14.073936452917325,12.963537581699404,8.020808781051466,2020,7,27,5,7,176.33684640522856,11.53,7.56,141.6,114.2,114.2,175.2,310.29,12188,0
279,292.75000000000006,14.073936452917325,12.963537581699404,8.020808781051466,2020,7,27,5,7,176.33684640522856,11.53,7.56,141.6,114.2,114.2,175.2,310.29,12188,0
279,292.75000000000006,14.073936452917325,12.963537581699404,8.020808781051466,2020,7,27,5,7,176.33684640522856,11.53,7.56,141.6,114.2,114.2,175.2,310.29,12188,0
279,292.75000000000006,14.073936452917325,12.963537581699404,8.020808781051466,2020,7,27,5,7,176.33684640522856,11.72,7.56,141.3,116,116,175.1,310.29,12188,0
279,292.75000000000006,14.073936452917325,12.963537581699404,8.020808781051466,2020,7,27,5,7,176.33684640522856,11.72,7.56,141.3,116,116,175.1,310.29,12188,0
279,292.75000000000006,14.073936452917325,12.963537581699404,8.020808781051466,2020,7,27,5,7,176.33684640522856,11.72,7.56,141.3,116,116,175.1,310.29,12188,0
238,227.09523809523813,14.073936452917325,12.963537581699404,8.020808781051466,2020,7,27,5,8,176.33684640522856,11.88,7.6,141.2,117.5,117.5,175.1,310.29,12188,0
238,227.09523809523813,14.073936452917325,12.963537581699404,8.020808781051466,2020,7,27,5,8,176.33684640522856,11.88,7.6,141.2,117.5,117.5,175.1,310.29,12188,0
238,227.09523809523813,14.073936452917325,12.963537581699404,8.020808781051466,2020,7,27,5,8,176.33684640522856,11.88,7.6,141.2,117.5,117.5,175.1,310.29,12188,0
238,227.09523809523813,14.073936452917325,12.963537581699404,8.020808781051466,2020,7,27,5,8,176.33684640522856,12.13,7.62,141.1,120,120,175.1,310.29,12188,0
238,227.09523809523813,14.073936452917325,12.963537581699404,8.020808781051466,2020,7,27,5,8,176.33684640522856,12.13,7.62,141.1,120,120,175.1,310.29,12188,0
238,227.09523809523813,14.073936452917325,12.963537581699404,8.020808781051466,2020,7,27,5,8,176.33684640522856,12.13,7.62,141.1,120,120,175.1,310.29,12188,0
238,227.09523809523813,14.073936452917325,12.963537581699404,8.020808781051466,2020,7,27,5,8,176.33684640522856,12.39,7.64,141,122.5,122.5,174.9,310.29,12188,0
