observed_timestamp,PREORE_VAKI-Weight_dailymean [g]
2020-09-09 00:00:00+00:00,356.80263157894734
2020-09-10 00:00:00+00:00,357.70013386880856
2020-09-11 00:00:00+00:00,375.9111374407583
2020-09-12 00:00:00+00:00,381.09066666666666
2020-09-13 00:00:00+00:00,396.86713286713285
2020-09-14 00:00:00+00:00,414.9757738896366
2020-09-15 00:00:00+00:00,431.7
2020-09-16 00:00:00+00:00,420.6108490566038
2020-09-17 00:00:00+00:00,439.89330543933056
2020-09-18 00:00:00+00:00,442.02122641509436
2020-09-19 00:00:00+00:00,450.06031746031744
2020-09-20 00:00:00+00:00,475.6835443037975
2020-09-21 00:00:00+00:00,471.7581120943953
2020-09-22 00:00:00+00:00,458.06944444444446
2020-09-23 00:00:00+00:00,476.22507122507125
2020-09-24 00:00:00+00:00,494.5073170731707
2020-10-13 00:00:00+00:00,480.96311475409834
2020-10-14 00:00:00+00:00,468.5989847715736
2020-10-19 00:00:00+00:00,476.25995807127885
2020-10-20 00:00:00+00:00,489.23455056179773
2020-10-21 00:00:00+00:00,482.0022026431718
2020-10-22 00:00:00+00:00,478.14403973509934
2020-10-23 00:00:00+00:00,501.01280227596015
2020-10-24 00:00:00+00:00,499.96370967741933
2020-10-25 00:00:00+00:00,534.3084507042254
2020-10-26 00:00:00+00:00,534.6386554621848
2020-10-27 00:00:00+00:00,555.8091168091169
2020-10-28 00:00:00+00:00,521.0506155950752
2020-10-29 00:00:00+00:00,532.2427325581396
2020-10-30 00:00:00+00:00,545.2872180451128
2020-10-31 00:00:00+00:00,562.3864013266998
2020-11-01 00:00:00+00:00,564.0735785953177
2020-11-02 00:00:00+00:00,580.6059431524548
2020-11-03 00:00:00+00:00,549.8788732394366
2020-11-04 00:00:00+00:00,456.3333333333333
2020-11-05 00:00:00+00:00,654.9459459459459
