observed_timestamp,PREORE_FEM_EXIT-Cond [ÂµS/cm],PREORE_FEM_EXIT-NH3 [mg/L],PREORE_FEM_EXIT-NH4+ [mg/L],PREORE_FEM_EXIT-NO3 -N [mg/L],PREORE_FEM_EXIT-ODO [mg/L],PREORE_FEM_EXIT-pH,PREORE_FEM_EXIT-Sal [psu],PREORE_FEM_EXIT-Temp [Â°C],PREORE_FEM_EXIT-Depth [m]
2019-06-30 22:00:00+00:00,75.5,0.0,0.5,0.62,8.29,6.98,0.04,17.476,0.061
2019-06-30 23:00:00+00:00,65.9,0.0,0.55,0.53,8.65,6.93,0.04,16.672,0.067
2019-07-01 00:00:00+00:00,61.1,0.0,0.51,0.51,9.01,6.91,0.03,15.95,0.066
2019-07-01 01:00:00+00:00,59.3,0.0,0.49,0.49,9.25,6.9,0.03,15.344,0.06
2019-07-01 02:00:00+00:00,59.2,0.0,0.45,0.5,9.32,6.9,0.03,14.833,0.055
2019-07-01 03:00:00+00:00,59.6,0.0,0.42,0.52,9.62,6.92,0.03,14.364,0.0559999999999999
2019-07-01 04:00:00+00:00,61.3,0.0,0.4,0.54,9.55,6.92,0.04,13.963,0.0559999999999999
2019-07-01 05:00:00+00:00,64.0,0.0,0.38,0.58,9.57,6.92,0.04,13.715,0.062
2019-07-01 06:00:00+00:00,67.5,0.0,0.37,0.62,9.21,6.91,0.04,13.6,0.062
2019-07-01 07:00:00+00:00,72.1,0.0,0.43,0.65,6.04,6.57,0.04,13.709,0.048
2019-07-01 08:00:00+00:00,75.0,0.0,0.31,0.72,9.18,6.96,0.04,13.95,0.047
2019-07-01 09:00:00+00:00,78.8,0.0,0.31,0.77,9.54,7.08,0.05,14.31,0.04
2019-07-01 10:00:00+00:00,83.6,0.0,0.33,0.8,9.21,7.08,0.05,14.914,0.032
2019-07-01 11:00:00+00:00,89.2,0.0,0.32,0.83,9.26,7.16,0.05,15.836,0.026
2019-07-01 12:00:00+00:00,95.1,0.0,0.36,0.86,8.93,7.19,0.05,16.782,0.02
2019-07-01 13:00:00+00:00,102.5,0.0,0.38,0.89,8.53,7.18,0.06,17.771,0.008
2019-07-01 14:00:00+00:00,107.1,0.0,0.41,0.9,8.19,7.2,0.06,18.355,0.005
2019-07-01 15:00:00+00:00,112.0,0.0,0.44,0.93,7.92,7.2,0.06,19.069000000000003,0.005
2019-07-01 16:00:00+00:00,116.0,0.0,0.48,0.92,7.59,7.19,0.06,19.208,0.0069999999999999
2019-07-01 17:00:00+00:00,121.4,0.0,0.52,0.94,7.59,7.22,0.06,19.175,0.015
2019-07-01 18:00:00+00:00,122.4,0.0,0.58,0.94,7.37,7.21,0.07,18.792,0.031
2019-07-01 19:00:00+00:00,120.1,0.0,0.63,0.92,7.55,7.18,0.06,18.357,0.043
2019-07-01 20:00:00+00:00,115.9,0.0,0.62,0.91,7.49,7.15,0.06,17.995,0.048
2019-07-01 21:00:00+00:00,106.8,0.0,0.77,0.9,8.02,7.15,0.06,17.695999999999998,0.052
2019-07-01 22:00:00+00:00,91.7,0.0,0.55,0.74,8.39,7.09,0.05,16.985,0.052
2019-07-01 23:00:00+00:00,79.9,0.0,0.55,0.65,8.58,7.02,0.04,16.266,0.057
2019-07-02 00:00:00+00:00,71.3,0.0,0.53,0.58,9.06,6.99,0.04,15.459,0.0559999999999999
2019-07-02 01:00:00+00:00,68.7,0.0,0.49,0.58,9.26,6.98,0.04,14.883,0.049
2019-07-02 02:00:00+00:00,67.6,0.0,0.46,0.58,9.53,6.98,0.04,14.286,0.047
2019-07-02 03:00:00+00:00,67.8,0.0,0.42,0.59,9.72,7.0,0.04,13.798,0.039
2019-07-02 04:00:00+00:00,68.9,0.0,0.42,0.61,9.45,6.97,0.04,13.437,0.038
2019-07-02 05:00:00+00:00,71.8,0.0,0.4,0.66,9.49,6.97,0.04,13.2,0.042
2019-07-02 06:00:00+00:00,75.4,0.0,0.42,0.67,9.2,6.94,0.05,13.159,0.044
2019-07-02 07:00:00+00:00,79.8,0.0,0.39,0.74,9.24,6.98,0.05,13.249,0.011
2019-07-02 08:00:00+00:00,84.9,0.0,0.31,0.81,9.55,7.06,0.05,13.579,-0.001
2019-07-02 09:00:00+00:00,89.4,0.0,0.31,0.82,9.84,7.17,0.05,13.72,-0.005
2019-07-02 10:00:00+00:00,94.4,0.0,0.31,0.85,10.01,7.25,0.06,13.883,-0.0069999999999999
2019-07-02 11:00:00+00:00,99.8,0.0,0.32,0.91,9.45,7.21,0.06,14.313,-0.011
2019-07-02 12:00:00+00:00,106.4,0.0,0.3,0.98,9.59,7.29,0.06,15.205,0.021
2019-07-02 13:00:00+00:00,112.4,0.0,0.31,1.01,9.64,7.34,0.06,16.108,0.025
2019-07-02 14:00:00+00:00,119.8,0.0,0.32,1.05,9.19,7.39,0.07,17.14,0.038
2019-07-02 15:00:00+00:00,125.7,0.0,0.34,1.07,8.92,7.41,0.07,17.812,0.043
2019-07-02 16:00:00+00:00,129.7,0.0,0.37,1.07,8.57,7.39,0.07,17.829,0.048
2019-07-02 17:00:00+00:00,132.6,0.0,0.39,1.06,8.37,7.37,0.07,17.701,0.077
2019-07-02 18:00:00+00:00,130.6,0.0,0.47,1.0,8.13,7.32,0.07,17.236,0.105
2019-07-02 19:00:00+00:00,132.2,0.0,0.56,1.11,8.24,7.21,0.07,17.199,0.1119999999999999
2019-07-02 20:00:00+00:00,124.0,0.0,0.59,1.19,8.49,7.32,0.07,17.430999999999997,0.105
2019-07-02 21:00:00+00:00,129.7,0.01,0.85,1.23,8.58,7.29,0.07,16.737000000000002,0.127
2019-07-02 22:00:00+00:00,130.8,0.0,0.62,1.21,8.82,7.32,0.07,16.45,0.132
2019-07-02 23:00:00+00:00,113.8,0.0,0.52,1.13,8.82,7.25,0.06,16.21,0.124
2019-07-03 00:00:00+00:00,81.4,0.0,0.54,0.76,9.48,7.15,0.05,14.863,0.123
2019-07-03 01:00:00+00:00,80.7,0.0,0.46,0.78,9.73,7.14,0.05,14.311,0.128
2019-07-03 02:00:00+00:00,80.4,0.0,0.38,0.8,9.85,7.11,0.05,13.969,0.125
2019-07-03 03:00:00+00:00,80.8,0.0,0.36,0.83,9.87,7.06,0.05,13.811,0.121
2019-07-03 04:00:00+00:00,80.5,0.0,0.33,0.82,9.66,6.89,0.05,13.582,0.125
2019-07-03 05:00:00+00:00,80.8,0.0,0.32,0.81,9.43,6.8,0.05,13.380999999999998,0.121
2019-07-03 06:00:00+00:00,80.9,0.0,0.31,0.8,9.26,6.76,0.05,13.242,0.124
2019-07-03 07:00:00+00:00,81.9,0.0,0.31,0.78,8.42,6.62,0.05,13.261,0.118
2019-07-03 08:00:00+00:00,82.6,0.0,0.26,0.79,9.69,6.79,0.05,13.344,0.13
2019-07-03 09:00:00+00:00,84.2,0.0,0.26,0.82,9.8,6.85,0.05,13.549,0.114
2019-07-03 10:00:00+00:00,86.9,0.0,0.24,0.86,10.08,6.97,0.05,13.795,0.107
2019-07-03 11:00:00+00:00,89.9,0.0,0.24,0.89,10.12,7.01,0.05,14.273,0.102
2019-07-03 12:00:00+00:00,94.5,0.0,0.26,0.88,9.79,7.03,0.06,14.587,0.106
2019-07-03 13:00:00+00:00,102.3,0.0,0.27,0.92,9.79,7.08,0.06,14.948,0.113
2019-07-03 14:00:00+00:00,110.1,0.0,0.34,1.03,9.29,7.08,0.06,15.576,0.122
2019-07-03 15:00:00+00:00,120.1,0.0,0.33,1.03,9.48,7.11,0.07,15.312,0.124
2019-07-03 16:00:00+00:00,125.1,0.0,0.38,1.06,9.64,7.2,0.07,15.197,0.124
2019-07-03 17:00:00+00:00,129.7,0.0,0.37,1.09,9.66,7.2,0.08,15.114,0.1159999999999999
2019-07-03 18:00:00+00:00,131.9,0.0,0.44,1.09,9.71,7.21,0.08,14.955,0.119
2019-07-03 19:00:00+00:00,132.7,0.0,0.44,1.12,9.62,7.22,0.08,14.904000000000002,0.1119999999999999
2019-07-03 20:00:00+00:00,133.2,0.0,0.43,1.12,9.66,7.19,0.08,14.722,0.124
2019-07-03 21:00:00+00:00,132.2,0.0,0.55,1.25,9.76,7.18,0.08,14.537,0.143
2019-07-03 22:00:00+00:00,131.1,0.0,0.4,1.14,9.95,7.18,0.08,14.347,0.131
2019-07-03 23:00:00+00:00,127.2,0.0,0.39,1.11,9.85,7.17,0.08,14.125,0.131
2019-07-04 00:00:00+00:00,127.9,0.0,0.38,1.11,10.07,7.16,0.08,13.909,0.124
2019-07-04 01:00:00+00:00,127.6,0.0,0.38,1.13,10.09,7.17,0.08,13.691,0.125
2019-07-04 02:00:00+00:00,127.4,0.0,0.37,1.12,10.14,7.17,0.08,13.483,0.12
2019-07-04 03:00:00+00:00,124.3,0.0,0.36,1.1,10.17,7.15,0.08,13.26,0.126
2019-07-04 04:00:00+00:00,121.9,0.0,0.34,1.09,9.89,7.1,0.07,13.012,0.127
2019-07-04 05:00:00+00:00,119.0,0.0,0.33,1.09,9.65,7.05,0.07,12.829,0.135
2019-07-04 06:00:00+00:00,116.1,0.0,0.31,1.07,9.93,7.06,0.07,12.722,0.139
2019-07-04 07:00:00+00:00,114.9,0.0,0.29,1.02,9.95,7.06,0.07,12.83,0.138
2019-07-04 08:00:00+00:00,115.9,0.0,0.27,1.15,10.16,7.16,0.07,13.137,0.134
2019-07-04 09:00:00+00:00,117.6,0.0,0.27,1.21,10.3,7.3,0.07,13.549,0.123
2019-07-04 10:00:00+00:00,120.8,0.0,0.26,1.25,10.4,7.43,0.07,14.23,0.12
2019-07-04 11:00:00+00:00,125.3,0.0,0.26,1.28,10.3,7.53,0.07,15.089,0.118
2019-07-04 12:00:00+00:00,131.5,0.0,0.27,1.31,9.97,7.63,0.07,16.15,0.1169999999999999
2019-07-04 13:00:00+00:00,137.3,0.0,0.28,1.36,9.7,7.66,0.08,17.021,0.118
2019-07-04 14:00:00+00:00,141.0,0.0,0.29,1.32,9.49,7.68,0.08,17.518,0.12
2019-07-04 15:00:00+00:00,142.7,0.0,0.33,1.3,8.92,7.64,0.08,17.627,0.131
2019-07-04 16:00:00+00:00,141.5,0.0,0.38,1.25,8.75,7.52,0.08,17.303,0.149
2019-07-04 17:00:00+00:00,122.0,0.0,0.41,1.18,8.66,7.45,0.07,17.607,0.145
2019-07-04 18:00:00+00:00,124.2,0.0,0.49,1.11,9.02,7.45,0.07,16.945,0.142
2019-07-04 19:00:00+00:00,126.5,0.0,0.49,1.14,8.99,7.43,0.07,16.549,0.144
2019-07-04 20:00:00+00:00,134.5,0.0,0.5,1.22,9.3,7.46,0.08,16.118,0.152
2019-07-04 21:00:00+00:00,137.8,0.01,0.63,1.39,9.44,7.46,0.08,15.78,0.158
2019-07-04 22:00:00+00:00,138.6,0.0,0.45,1.33,9.6,7.46,0.08,15.509,0.163
2019-07-04 23:00:00+00:00,136.3,0.0,0.43,1.33,9.68,7.45,0.08,15.292,0.157
2019-07-05 00:00:00+00:00,133.8,0.0,0.41,1.31,9.8,7.44,0.08,15.039,0.156
2019-07-05 01:00:00+00:00,132.2,0.0,0.4,1.29,9.92,7.43,0.08,14.743,0.157
2019-07-05 02:00:00+00:00,131.0,0.0,0.39,1.28,9.83,7.41,0.08,14.417,0.155
2019-07-05 03:00:00+00:00,128.7,0.0,0.39,1.24,9.9,7.37,0.08,14.047,0.154
2019-07-05 04:00:00+00:00,127.2,0.0,0.39,1.23,9.63,7.33,0.08,13.757,0.155
2019-07-05 05:00:00+00:00,125.9,0.0,0.38,1.23,9.85,7.32,0.08,13.470999999999998,0.156
2019-07-05 06:00:00+00:00,125.5,0.0,0.35,1.26,10.0,7.33,0.08,13.366,0.142
2019-07-05 07:00:00+00:00,125.8,0.0,0.32,1.29,10.09,7.36,0.08,13.433,0.1159999999999999
2019-07-05 08:00:00+00:00,127.0,0.0,0.29,1.32,10.2,7.41,0.08,13.68,0.103
2019-07-05 09:00:00+00:00,129.0,0.0,0.27,1.33,10.38,7.48,0.08,14.088,0.093
2019-07-05 10:00:00+00:00,132.1,0.0,0.27,1.34,10.44,7.53,0.08,14.674,0.089
2019-07-05 11:00:00+00:00,136.1,0.0,0.26,1.39,10.13,7.59,0.08,15.572,0.0819999999999999
2019-07-05 12:00:00+00:00,140.8,0.0,0.27,1.39,9.85,7.64,0.08,16.558,0.071
2019-07-05 13:00:00+00:00,145.1,0.0,0.28,1.41,9.47,7.69,0.08,17.533,0.067
2019-07-05 14:00:00+00:00,148.6,0.01,0.28,1.39,9.46,7.73,0.08,18.325,0.061
2019-07-05 15:00:00+00:00,151.8,0.01,0.29,1.37,9.15,7.73,0.08,18.979,0.0579999999999999
2019-07-05 16:00:00+00:00,153.1,0.01,0.31,1.35,8.91,7.74,0.08,19.208,0.0579999999999999
2019-07-05 17:00:00+00:00,153.4,0.01,0.35,1.31,8.82,7.68,0.08,19.097,0.053
2019-07-05 18:00:00+00:00,152.6,0.01,0.42,1.27,8.53,7.6,0.08,18.689,0.063
2019-07-05 19:00:00+00:00,152.2,0.01,0.45,1.28,8.48,7.54,0.08,18.36,0.066
2019-07-05 20:00:00+00:00,151.2,0.0,0.48,1.25,8.57,7.48,0.08,17.903,0.072
2019-07-05 21:00:00+00:00,150.1,0.01,0.66,1.32,8.87,7.47,0.08,17.52,0.074
2019-07-05 22:00:00+00:00,149.4,0.0,0.47,1.28,9.17,7.46,0.08,17.148,0.076
2019-07-05 23:00:00+00:00,149.2,0.0,0.46,1.27,9.27,7.44,0.08,16.769000000000002,0.078
2019-07-06 00:00:00+00:00,147.8,0.0,0.45,1.28,9.33,7.42,0.08,16.458,0.08
2019-07-06 01:00:00+00:00,146.4,0.0,0.44,1.28,9.51,7.41,0.08,16.157,0.0819999999999999
2019-07-06 02:00:00+00:00,144.9,0.0,0.43,1.28,9.61,7.39,0.08,15.855,0.084
2019-07-06 03:00:00+00:00,143.3,0.0,0.42,1.29,9.42,7.34,0.08,15.567,0.0819999999999999
2019-07-06 04:00:00+00:00,141.9,0.0,0.44,1.28,9.12,7.3,0.08,15.277,0.09
2019-07-06 05:00:00+00:00,140.7,0.0,0.42,1.28,9.34,7.3,0.08,14.982,0.091
2019-07-06 06:00:00+00:00,140.0,0.0,0.38,1.3,9.47,7.32,0.08,14.82,0.091
2019-07-06 07:00:00+00:00,139.5,0.0,0.34,1.32,9.89,7.41,0.08,14.811,0.084
2019-07-06 08:00:00+00:00,139.3,0.0,0.31,1.34,10.05,7.47,0.08,14.983,0.062
2019-07-06 09:00:00+00:00,139.9,0.0,0.3,1.34,10.24,7.56,0.08,15.312,0.062
2019-07-06 10:00:00+00:00,141.6,0.0,0.28,1.36,10.21,7.62,0.08,15.879,0.054
2019-07-06 11:00:00+00:00,144.5,0.0,0.27,1.37,9.92,7.72,0.08,16.747,0.046
2019-07-06 12:00:00+00:00,147.8,0.01,0.28,1.38,9.68,7.73,0.08,17.63,0.04
2019-07-06 13:00:00+00:00,151.4,0.01,0.3,1.37,9.28,7.72,0.08,18.508,0.031
2019-07-06 14:00:00+00:00,152.5,0.01,0.3,1.35,9.1,7.76,0.08,18.769,0.031
2019-07-06 15:00:00+00:00,152.5,0.01,0.34,1.3,8.79,7.67,0.08,18.694000000000003,0.021
2019-07-06 16:00:00+00:00,153.4,0.01,0.35,1.3,8.88,7.65,0.08,18.717,0.018
2019-07-06 17:00:00+00:00,153.2,0.01,0.37,1.29,8.69,7.66,0.08,18.574,0.037
2019-07-06 18:00:00+00:00,153.0,0.0,0.41,1.29,8.21,7.52,0.08,18.453,0.048
2019-07-06 19:00:00+00:00,150.5,0.01,0.47,1.26,8.72,7.51,0.08,18.002,0.052
2019-07-06 20:00:00+00:00,148.1,0.01,0.53,1.26,8.83,7.47,0.08,17.514,0.0559999999999999
2019-07-06 21:00:00+00:00,146.6,0.01,0.67,1.36,9.1,7.48,0.08,16.945999999999998,0.062
2019-07-06 22:00:00+00:00,145.2,0.0,0.49,1.26,9.23,7.47,0.08,16.426,0.062
2019-07-06 23:00:00+00:00,130.2,0.0,0.42,1.3,9.32,7.39,0.07,16.315,0.062
2019-07-07 00:00:00+00:00,93.9,0.0,0.33,0.92,9.58,7.27,0.05,15.834,0.0579999999999999
2019-07-07 01:00:00+00:00,62.1,0.0,0.36,0.56,10.04,7.12,0.04,14.351,0.0559999999999999
2019-07-07 02:00:00+00:00,51.7,0.0,0.43,0.45,10.45,7.06,0.03,13.175999999999998,0.054
2019-07-07 03:00:00+00:00,48.5,0.0,0.34,0.46,10.54,6.99,0.03,12.479,0.053
2019-07-07 04:00:00+00:00,47.6,0.0,0.28,0.48,10.66,6.89,0.03,11.959,0.059
2019-07-07 05:00:00+00:00,48.6,0.0,0.24,0.51,10.68,6.86,0.03,11.654000000000002,0.066
2019-07-07 06:00:00+00:00,50.5,0.0,0.2,0.56,10.71,6.82,0.03,11.537,0.062
2019-07-07 07:00:00+00:00,53.2,0.0,0.19,0.61,10.71,6.84,0.03,11.648,0.0579999999999999
2019-07-07 08:00:00+00:00,56.1,0.0,0.18,0.66,10.5,6.87,0.03,11.909,0.045
2019-07-07 09:00:00+00:00,59.0,0.0,0.18,0.7,10.27,6.94,0.04,12.327,0.0279999999999999
2019-07-07 10:00:00+00:00,62.4,0.0,0.18,0.75,10.33,7.07,0.04,12.991,0.017
2019-07-07 11:00:00+00:00,66.6,0.0,0.17,0.78,10.15,7.18,0.04,13.791,0.017
2019-07-07 12:00:00+00:00,74.1,0.0,0.17,0.83,10.27,7.31,0.04,14.658,0.005
2019-07-07 13:00:00+00:00,83.6,0.0,0.18,0.9,9.8,7.37,0.05,15.651,0.001
2019-07-07 14:00:00+00:00,91.7,0.0,0.2,0.94,9.37,7.41,0.05,16.168,-0.002
2019-07-07 15:00:00+00:00,98.9,0.0,0.24,0.97,9.06,7.39,0.06,16.534000000000002,0.008
2019-07-07 16:00:00+00:00,105.3,0.0,0.24,1.03,9.49,7.46,0.06,16.671,0.018
2019-07-07 17:00:00+00:00,111.7,0.0,0.25,1.07,9.09,7.47,0.06,16.590999999999998,0.026
2019-07-07 18:00:00+00:00,117.1,0.0,0.27,1.1,9.24,7.49,0.07,16.468,0.037
2019-07-07 19:00:00+00:00,121.0,0.0,0.28,1.12,9.32,7.48,0.07,16.18,0.042
2019-07-07 20:00:00+00:00,124.8,0.0,0.29,1.15,9.42,7.47,0.07,15.963,0.046
2019-07-07 21:00:00+00:00,128.1,0.0,0.39,1.28,9.49,7.46,0.07,15.711,0.0559999999999999
2019-07-07 22:00:00+00:00,130.2,0.0,0.3,1.22,9.72,7.47,0.08,15.479,0.066
2019-07-07 23:00:00+00:00,129.1,0.0,0.3,1.24,9.73,7.46,0.07,15.286,0.068
2019-07-08 00:00:00+00:00,128.8,0.0,0.29,1.25,9.86,7.45,0.08,15.107,0.073
2019-07-08 01:00:00+00:00,127.3,0.0,0.28,1.25,9.88,7.44,0.07,14.902,0.073
2019-07-08 02:00:00+00:00,122.6,0.0,0.27,1.2,9.98,7.42,0.07,14.59,0.076
2019-07-08 03:00:00+00:00,117.9,0.0,0.26,1.16,9.86,7.38,0.07,14.244000000000002,0.081
2019-07-08 04:00:00+00:00,114.4,0.0,0.29,1.12,9.77,7.32,0.07,13.878,0.085
2019-07-08 05:00:00+00:00,111.7,0.0,0.28,1.09,9.92,7.31,0.07,13.498,0.093
2019-07-08 06:00:00+00:00,110.8,0.0,0.26,1.11,10.09,7.31,0.07,13.334,0.0969999999999999
2019-07-08 07:00:00+00:00,111.3,0.0,0.24,1.14,10.34,7.38,0.07,13.300999999999998,0.054
2019-07-08 08:00:00+00:00,113.5,0.0,0.21,1.19,10.19,7.39,0.07,13.511,0.049
2019-07-08 09:00:00+00:00,116.0,0.0,0.2,1.22,10.62,7.53,0.07,13.854,0.051
2019-07-08 10:00:00+00:00,119.4,0.0,0.2,1.25,10.49,7.59,0.07,14.375,0.049
2019-07-08 11:00:00+00:00,123.6,0.0,0.2,1.29,10.3,7.67,0.07,15.052,0.042
2019-07-08 12:00:00+00:00,128.6,0.0,0.22,1.33,9.78,7.65,0.07,15.768,0.04
2019-07-08 13:00:00+00:00,133.3,0.0,0.24,1.33,9.39,7.6,0.08,16.465,0.0409999999999999
2019-07-08 14:00:00+00:00,139.1,0.0,0.24,1.39,9.16,7.64,0.08,17.309,0.03
2019-07-08 15:00:00+00:00,141.3,0.0,0.25,1.37,9.04,7.66,0.08,17.423,0.025
2019-07-08 16:00:00+00:00,141.6,0.0,0.27,1.31,9.31,7.69,0.08,17.086,0.036
2019-07-08 17:00:00+00:00,142.8,0.0,0.27,1.35,9.46,7.7,0.08,17.131,0.039
2019-07-08 18:00:00+00:00,144.4,0.0,0.29,1.35,9.28,7.67,0.08,17.241,0.046
2019-07-08 19:00:00+00:00,144.6,0.0,0.32,1.34,9.08,7.61,0.08,16.977,0.048
2019-07-08 20:00:00+00:00,144.4,0.0,0.34,1.33,9.19,7.55,0.08,16.72,0.066
2019-07-08 21:00:00+00:00,143.7,0.0,0.46,1.42,9.47,7.52,0.08,16.326,0.075
2019-07-08 22:00:00+00:00,142.8,0.0,0.4,1.32,9.52,7.51,0.08,15.934,0.07
2019-07-08 23:00:00+00:00,140.4,0.0,0.39,1.32,9.8,7.51,0.08,15.546,0.071
2019-07-09 00:00:00+00:00,135.8,0.0,0.39,1.33,9.76,7.47,0.08,15.286,0.073
2019-07-09 01:00:00+00:00,134.9,0.0,0.37,1.32,9.81,7.45,0.08,14.982,0.073
2019-07-09 02:00:00+00:00,131.8,0.0,0.41,1.35,9.75,7.38,0.08,14.798,0.074
2019-07-09 03:00:00+00:00,134.4,0.0,0.37,1.38,9.89,7.4,0.08,14.529000000000002,0.072
2019-07-09 04:00:00+00:00,134.2,0.0,0.37,1.36,9.48,7.34,0.08,14.31,0.078
2019-07-09 05:00:00+00:00,134.6,0.0,0.35,1.37,9.69,7.35,0.08,14.126,0.0819999999999999
2019-07-09 06:00:00+00:00,134.7,0.0,0.32,1.38,10.05,7.4,0.08,13.998,0.079
2019-07-09 07:00:00+00:00,134.7,0.0,0.3,1.39,10.14,7.43,0.08,13.9,0.076
2019-07-09 08:00:00+00:00,134.9,0.0,0.29,1.4,10.23,7.46,0.08,13.894,0.076
2019-07-09 09:00:00+00:00,135.8,0.0,0.28,1.43,10.16,7.48,0.08,14.122,0.054
2019-07-09 10:00:00+00:00,136.8,0.0,0.28,1.46,10.41,7.59,0.08,14.456,0.048
2019-07-09 11:00:00+00:00,138.9,0.0,0.27,1.48,10.37,7.69,0.08,15.097,0.049
2019-07-09 12:00:00+00:00,141.9,0.0,0.27,1.47,10.25,7.74,0.08,15.97,0.037
2019-07-09 13:00:00+00:00,144.6,0.01,0.28,1.49,9.98,7.75,0.08,16.680999999999997,0.037
2019-07-09 14:00:00+00:00,145.8,0.0,0.29,1.44,9.49,7.7,0.08,16.995,0.052
2019-07-09 15:00:00+00:00,146.3,0.0,0.3,1.37,9.45,7.68,0.08,17.021,0.049
2019-07-09 16:00:00+00:00,145.4,0.0,0.3,1.33,9.25,7.65,0.08,16.875,0.053
2019-07-09 17:00:00+00:00,145.0,0.0,0.33,1.32,9.45,7.63,0.08,16.599,0.051
2019-07-09 18:00:00+00:00,144.9,0.0,0.34,1.34,9.55,7.62,0.08,16.463,0.048
2019-07-09 19:00:00+00:00,144.8,0.0,0.37,1.35,9.4,7.58,0.08,16.249000000000002,0.043
2019-07-09 20:00:00+00:00,142.8,0.0,0.38,1.34,9.4,7.56,0.08,16.028,0.052
2019-07-09 21:00:00+00:00,143.6,0.01,0.52,1.5,9.67,7.53,0.08,15.755,0.0559999999999999
2019-07-09 22:00:00+00:00,143.2,0.0,0.4,1.43,9.59,7.51,0.08,15.576,0.061
2019-07-09 23:00:00+00:00,142.1,0.0,0.4,1.41,9.8,7.49,0.08,15.394,0.062
2019-07-10 00:00:00+00:00,142.1,0.0,0.39,1.42,9.85,7.48,0.08,15.226,0.055
2019-07-10 01:00:00+00:00,141.6,0.0,0.39,1.43,9.93,7.48,0.08,15.091,0.0559999999999999
2019-07-10 02:00:00+00:00,141.1,0.0,0.38,1.42,9.88,7.47,0.08,14.953,0.051
2019-07-10 03:00:00+00:00,140.7,0.0,0.37,1.4,9.86,7.44,0.08,14.778,0.055
2019-07-10 04:00:00+00:00,139.9,0.0,0.37,1.38,9.66,7.41,0.08,14.564,0.054
2019-07-10 05:00:00+00:00,139.4,0.0,0.36,1.39,9.9,7.42,0.08,14.368,0.057
2019-07-10 06:00:00+00:00,138.8,0.0,0.34,1.39,10.19,7.44,0.08,14.229,0.053
2019-07-10 07:00:00+00:00,138.6,0.0,0.3,1.4,10.4,7.5,0.08,14.291,0.054
2019-07-10 08:00:00+00:00,139.5,0.0,0.29,1.46,10.42,7.55,0.08,14.571,0.067
2019-07-10 09:00:00+00:00,140.9,0.0,0.28,1.49,10.51,7.65,0.08,15.015999999999998,0.086
2019-07-10 10:00:00+00:00,142.8,0.0,0.28,1.5,10.35,7.71,0.08,15.632,0.085
2019-07-10 11:00:00+00:00,145.1,0.01,0.28,1.5,10.16,7.76,0.08,16.357,0.078
2019-07-10 12:00:00+00:00,148.5,0.01,0.29,1.51,9.8,7.77,0.08,17.295,0.084
2019-07-10 13:00:00+00:00,151.8,0.01,0.32,1.48,9.47,7.79,0.08,18.162,0.086
2019-07-10 14:00:00+00:00,154.0,0.01,0.3,1.49,9.29,7.81,0.08,18.795,0.091
2019-07-10 15:00:00+00:00,155.4,0.01,0.31,1.4,9.24,7.83,0.08,19.115,0.092
2019-07-10 16:00:00+00:00,153.9,0.01,0.36,1.3,9.28,7.82,0.08,18.644,0.093
2019-07-10 17:00:00+00:00,152.6,0.01,0.36,1.32,9.19,7.77,0.08,18.203,0.096
2019-07-10 18:00:00+00:00,151.5,0.01,0.37,1.32,9.21,7.72,0.08,17.77,0.095
2019-07-10 19:00:00+00:00,150.3,0.01,0.4,1.33,9.17,7.65,0.08,17.277,0.106
2019-07-10 20:00:00+00:00,149.1,0.01,0.41,1.33,9.29,7.59,0.08,16.805,0.115
2019-07-10 21:00:00+00:00,147.9,0.01,0.49,1.48,9.43,7.53,0.08,16.416,0.12
2019-07-10 22:00:00+00:00,147.1,0.0,0.41,1.36,9.45,7.49,0.08,16.06,0.1169999999999999
2019-07-10 23:00:00+00:00,146.0,0.0,0.41,1.35,9.77,7.48,0.08,15.668,0.12
2019-07-11 00:00:00+00:00,145.1,0.0,0.4,1.37,9.84,7.45,0.08,15.35,0.125
2019-07-11 01:00:00+00:00,144.0,0.0,0.38,1.38,9.86,7.42,0.08,15.079,0.125
2019-07-11 02:00:00+00:00,142.7,0.0,0.37,1.38,10.03,7.41,0.08,14.81,0.123
2019-07-11 03:00:00+00:00,141.9,0.0,0.36,1.39,10.16,7.39,0.08,14.603,0.1159999999999999
2019-07-11 04:00:00+00:00,141.0,0.0,0.36,1.37,9.96,7.34,0.08,14.397,0.124
2019-07-11 05:00:00+00:00,140.1,0.0,0.34,1.38,10.0,7.36,0.08,14.220999999999998,0.119
2019-07-11 06:00:00+00:00,139.9,0.0,0.32,1.37,10.28,7.44,0.08,14.04,0.122
2019-07-11 07:00:00+00:00,139.5,0.0,0.29,1.4,10.51,7.48,0.08,14.047,0.113
2019-07-11 08:00:00+00:00,139.4,0.0,0.27,1.43,10.53,7.55,0.08,14.197,0.119
2019-07-11 09:00:00+00:00,139.8,0.0,0.28,1.44,10.34,7.58,0.08,14.39,0.11
2019-07-11 10:00:00+00:00,140.7,0.0,0.27,1.45,10.61,7.66,0.08,14.725,0.113
2019-07-11 11:00:00+00:00,141.9,0.0,0.27,1.47,10.47,7.74,0.08,15.145,0.109
2019-07-11 12:00:00+00:00,143.3,0.0,0.28,1.46,10.34,7.77,0.08,15.599,0.104
