observed_timestamp,PREORE_FEM_EXIT-Cond [ÂµS/cm],PREORE_FEM_EXIT-NH3 [mg/L],PREORE_FEM_EXIT-NH4+ [mg/L],PREORE_FEM_EXIT-NO3 -N [mg/L],PREORE_FEM_EXIT-ODO [mg/L],PREORE_FEM_EXIT-pH,PREORE_FEM_EXIT-Sal [psu],PREORE_FEM_EXIT-Temp [Â°C],PREORE_FEM_EXIT-Depth [m]
2020-08-22 08:40:21+00:00,149.4,0.01,0.6,229.08,11.54,7.84,0.08,16.793,
2020-08-22 09:00:21+00:00,150.4,0.01,0.53,239.63,11.51,7.89,0.08,16.91,
2020-08-22 09:20:21+00:00,150.0,0.01,0.52,241.14,11.47,7.93,0.08,17.021,
2020-08-22 09:40:21+00:00,149.9,0.02,0.47,252.87,11.7,8.02,0.08,17.108,
2020-08-22 10:00:21+00:00,150.4,0.02,0.46,267.75,11.85,8.05,0.08,17.333,
2020-08-22 10:20:21+00:00,151.1,0.02,0.43,296.34,12.11,8.15,0.08,17.587,
2020-08-22 10:40:21+00:00,151.7,0.02,0.43,284.37,12.17,8.19,0.08,17.79,
2020-08-22 11:00:21+00:00,152.2,0.02,0.42,291.13,12.04,8.2,0.08,17.93,
2020-08-22 11:20:21+00:00,152.9,0.02,0.4,291.85,11.97,8.22,0.08,18.143,
2020-08-22 11:40:21+00:00,153.6,0.03,0.36,296.78,11.98,8.3,0.08,18.39,
2020-08-22 12:00:21+00:00,154.5,0.03,0.36,303.79,11.9,8.29,0.08,18.649,
2020-08-22 12:20:21+00:00,155.1,0.03,0.36,304.99,11.79,8.29,0.08,18.81,
2020-08-22 12:40:21+00:00,155.9,0.03,0.36,287.0,11.74,8.31,0.08,19.046,
2020-08-22 13:00:21+00:00,156.5,0.03,0.35,298.49,11.66,8.32,0.08,19.191,
2020-08-22 13:20:21+00:00,157.1,0.03,0.36,293.32,11.43,8.29,0.08,19.277,
2020-08-22 13:40:21+00:00,157.8,0.03,0.37,283.88,11.31,8.29,0.08,19.45,
2020-08-22 14:00:21+00:00,158.7,0.03,0.35,300.25,11.26,8.3,0.08,19.649,
2020-08-22 14:20:21+00:00,159.5,0.03,0.35,300.26,11.13,8.29,0.08,19.818,
2020-08-22 14:40:21+00:00,160.1,0.03,0.36,290.75,10.99,8.3,0.08,19.902,
2020-08-22 15:00:21+00:00,160.3,0.03,0.36,290.28,10.84,8.27,0.08,19.937,
2020-08-22 15:20:21+00:00,159.9,0.03,0.41,278.13,10.6,8.23,0.08,19.817,
2020-08-22 15:40:21+00:00,158.5,0.03,0.46,271.94,10.22,8.17,0.08,19.738,
2020-08-22 16:00:21+00:00,158.0,0.02,0.47,264.86,10.07,8.13,0.08,19.646,
2020-08-22 16:20:21+00:00,157.7,0.02,0.48,256.89,9.95,8.1,0.08,19.565,
2020-08-22 16:40:21+00:00,157.7,0.02,0.47,265.48,9.85,8.09,0.08,19.568,
2020-08-22 17:00:21+00:00,158.3,0.02,0.48,251.05,9.68,8.03,0.08,19.56,
2020-08-22 17:20:21+00:00,158.2,0.02,0.49,247.74,9.63,8.01,0.08,19.521,
2020-08-22 17:40:21+00:00,157.6,0.02,0.52,247.59,9.7,7.99,0.08,19.473,
2020-08-22 18:00:21+00:00,156.2,0.02,0.57,240.08,9.77,7.96,0.08,19.418,
2020-08-22 18:20:21+00:00,153.2,0.02,0.68,232.19,9.77,7.93,0.08,19.364,
2020-08-22 18:40:21+00:00,143.3,0.03,0.86,247.12,9.81,7.91,0.08,19.557,
2020-08-22 19:00:21+00:00,143.0,0.03,0.86,237.21,9.73,7.88,0.08,19.565,
2020-08-22 19:20:21+00:00,151.5,0.02,0.76,227.26,9.83,7.91,0.08,19.206,
2020-08-22 19:40:21+00:00,152.3,0.02,0.77,221.27,9.84,7.89,0.08,18.979,
2020-08-22 20:00:21+00:00,153.1,0.02,0.74,219.41,9.9,7.89,0.08,18.769,
2020-08-22 20:20:21+00:00,153.4,0.02,0.74,212.54,9.9,7.88,0.08,18.567,
2020-08-22 20:40:21+00:00,151.7,0.02,0.72,215.99,9.94,7.88,0.08,18.432,
2020-08-22 21:00:21+00:00,150.2,0.02,0.76,211.58,9.93,7.85,0.08,18.288,
2020-08-22 21:20:21+00:00,145.7,0.02,0.72,203.83,9.89,7.83,0.08,18.206,
2020-08-22 21:40:21+00:00,141.2,0.02,0.76,210.71,9.89,7.81,0.08,18.068,
2020-08-22 22:00:21+00:00,134.7,0.02,0.84,200.09,9.81,7.76,0.07,17.924,
2020-08-22 22:20:21+00:00,123.4,0.01,0.83,188.18,9.76,7.7,0.07,17.732,
2020-08-22 22:40:21+00:00,118.2,0.01,0.76,192.7,9.88,7.69,0.06,17.538,
2020-08-22 23:00:21+00:00,119.5,0.01,0.74,188.25,9.99,7.7,0.07,17.396,
2020-08-22 23:20:21+00:00,121.2,0.01,0.74,183.78,9.92,7.7,0.07,17.309,
2020-08-22 23:40:21+00:00,119.8,0.01,0.75,186.52,9.9,7.69,0.07,17.254,
2020-08-23 00:00:21+00:00,117.6,0.01,0.74,180.23,9.89,7.69,0.06,17.198,
2020-08-23 00:20:21+00:00,117.3,0.01,0.81,178.47,9.94,7.69,0.06,17.135,
2020-08-23 00:40:21+00:00,117.2,0.01,0.84,187.27,9.85,7.7,0.06,17.137,
2020-08-23 01:00:21+00:00,116.9,0.01,0.91,179.86,9.73,7.67,0.06,17.142,
2020-08-23 01:20:21+00:00,115.5,0.01,0.96,183.98,9.89,7.68,0.06,17.061,
2020-08-23 01:40:21+00:00,112.0,0.01,0.94,188.62,9.91,7.67,0.06,16.93,
2020-08-23 02:00:21+00:00,106.8,0.01,0.88,177.29,10.06,7.66,0.06,16.698,
2020-08-23 02:20:21+00:00,102.8,0.01,0.87,164.8,10.09,7.64,0.06,16.484,
2020-08-23 02:40:21+00:00,99.5,0.01,0.86,168.85,10.13,7.62,0.06,16.259,
2020-08-23 03:00:21+00:00,97.6,0.01,0.87,158.29,10.2,7.61,0.06,16.026,
2020-08-23 03:20:21+00:00,96.6,0.01,0.87,154.21,10.37,7.62,0.05,15.788,
2020-08-23 03:40:21+00:00,96.4,0.01,0.83,164.88,10.54,7.64,0.06,15.61,
2020-08-23 04:00:21+00:00,96.9,0.01,0.86,162.14,10.67,7.64,0.06,15.416,
2020-08-23 04:20:21+00:00,97.4,0.01,0.86,163.44,10.86,7.65,0.06,15.271,
2020-08-23 04:40:21+00:00,98.3,0.01,0.85,168.26,10.92,7.66,0.06,15.111,
2020-08-23 05:00:21+00:00,99.4,0.01,0.78,159.23,10.91,7.67,0.06,14.99,
2020-08-23 05:20:21+00:00,100.4,0.01,0.77,157.38,10.93,7.66,0.06,14.874,
2020-08-23 05:40:21+00:00,101.5,0.01,0.76,163.36,10.91,7.64,0.06,14.765999999999998,
2020-08-23 06:00:21+00:00,102.5,0.01,0.73,164.21,11.04,7.64,0.06,14.702,
2020-08-23 06:20:21+00:00,103.5,0.01,0.72,162.87,11.05,7.63,0.06,14.639,
2020-08-23 06:40:21+00:00,104.8,0.01,0.72,167.32,11.02,7.63,0.06,14.57,
2020-08-23 07:00:21+00:00,105.8,0.01,0.7,168.76,11.09,7.65,0.06,14.546,
2020-08-23 07:20:21+00:00,106.9,0.01,0.67,170.72,11.25,7.69,0.06,14.548,
2020-08-23 07:40:21+00:00,108.0,0.01,0.7,173.53,11.29,7.69,0.06,14.561,
2020-08-23 08:00:21+00:00,109.0,0.01,0.65,178.75,11.35,7.72,0.06,14.606,
2020-08-23 08:20:21+00:00,110.0,0.01,0.64,183.24,11.46,7.73,0.06,14.682,
2020-08-23 08:40:21+00:00,111.0,0.01,0.6,189.89,11.48,7.77,0.07,14.768,
2020-08-23 09:00:21+00:00,112.3,0.01,0.6,187.97,11.39,7.76,0.07,14.869000000000002,
2020-08-23 09:20:21+00:00,113.5,0.01,0.57,197.71,11.56,7.81,0.07,14.996,
2020-08-23 09:40:21+00:00,115.2,0.01,0.56,203.43,11.7,7.86,0.07,15.155,
2020-08-23 10:00:21+00:00,117.0,0.01,0.54,209.47,11.7,7.9,0.07,15.343,
2020-08-23 10:20:21+00:00,118.5,0.01,0.54,211.16,11.61,7.91,0.07,15.397,
2020-08-23 10:40:21+00:00,119.6,0.01,0.5,212.01,11.66,7.96,0.07,15.538,
2020-08-23 11:00:21+00:00,121.4,0.01,0.47,226.33,11.7,7.99,0.07,15.772,
2020-08-23 11:20:21+00:00,123.3,0.01,0.48,229.21,11.68,8.0,0.07,15.972,
2020-08-23 11:40:21+00:00,124.8,0.02,0.48,227.02,11.69,8.03,0.07,16.151,
2020-08-23 12:00:21+00:00,126.7,0.02,0.45,244.45,11.85,8.08,0.07,16.327,
2020-08-23 12:20:21+00:00,128.1,0.02,0.47,237.44,11.7,8.07,0.07,16.412,
2020-08-23 12:40:21+00:00,129.7,0.02,0.48,224.85,11.55,8.07,0.07,16.465999999999998,
2020-08-23 13:00:21+00:00,131.0,0.02,0.49,231.65,11.48,8.08,0.07,16.541,
2020-08-23 13:20:21+00:00,132.6,0.02,0.46,239.36,11.31,8.09,0.07,16.777,
2020-08-23 13:40:21+00:00,134.1,0.02,0.46,228.01,11.12,8.09,0.07,16.889,
2020-08-23 14:00:21+00:00,134.8,0.02,0.48,231.05,10.9,8.09,0.08,16.939,
2020-08-23 14:20:21+00:00,136.1,0.02,0.5,224.74,10.64,8.05,0.08,16.988,
2020-08-23 14:40:21+00:00,136.5,0.02,0.53,217.35,10.47,8.03,0.08,16.997,
2020-08-23 15:00:21+00:00,137.0,0.02,0.52,218.38,10.47,8.02,0.08,16.965999999999998,
2020-08-23 15:20:21+00:00,137.3,0.02,0.55,214.8,10.4,8.0,0.08,16.902,
2020-08-23 15:40:21+00:00,137.6,0.02,0.55,212.98,10.32,7.98,0.08,16.871,
2020-08-23 16:00:21+00:00,138.0,0.02,0.56,210.87,10.34,7.95,0.08,16.832,
2020-08-23 16:20:21+00:00,137.9,0.02,0.58,210.12,10.47,7.95,0.08,16.795,
2020-08-23 16:40:21+00:00,135.8,0.02,0.6,211.99,10.55,7.94,0.08,16.849,
2020-08-23 17:00:21+00:00,130.3,0.02,0.63,211.45,10.5,7.9,0.07,16.989,
2020-08-23 17:20:21+00:00,118.2,0.02,0.63,214.88,10.5,7.87,0.07,17.301,
2020-08-23 17:40:21+00:00,118.6,0.02,0.66,214.57,10.39,7.88,0.07,17.226,
2020-08-23 18:00:21+00:00,128.5,0.02,0.73,208.8,10.57,7.9,0.07,16.801,
2020-08-23 18:20:21+00:00,133.9,0.02,0.74,203.85,10.7,7.92,0.08,16.491,
2020-08-23 18:40:21+00:00,137.8,0.02,0.77,198.33,10.69,7.93,0.08,16.223,
2020-08-23 19:00:21+00:00,138.8,0.02,0.72,202.64,10.67,7.93,0.08,16.097,
2020-08-23 19:20:21+00:00,139.0,0.02,0.69,205.24,10.77,7.93,0.08,16.012999999999998,
2020-08-23 19:40:21+00:00,139.2,0.02,0.66,203.72,10.8,7.93,0.08,15.951,
2020-08-23 20:00:21+00:00,139.6,0.02,0.65,204.64,10.83,7.93,0.08,15.878,
2020-08-23 20:20:21+00:00,139.9,0.02,0.66,202.11,10.79,7.91,0.08,15.816,
2020-08-23 20:40:21+00:00,139.9,0.02,0.65,203.54,10.68,7.9,0.08,15.763,
2020-08-23 21:00:21+00:00,139.5,0.01,0.67,202.79,10.72,7.87,0.08,15.708,
2020-08-23 21:20:21+00:00,139.1,0.01,0.67,201.25,10.72,7.86,0.08,15.661,
2020-08-23 21:40:21+00:00,138.9,0.01,0.7,201.89,10.74,7.84,0.08,15.613,
2020-08-23 22:00:21+00:00,138.9,0.01,0.69,203.64,10.76,7.85,0.08,15.573,
2020-08-23 22:20:21+00:00,139.0,0.01,0.69,202.92,10.85,7.86,0.08,15.518,
2020-08-23 22:40:21+00:00,139.1,0.01,0.68,205.54,10.89,7.87,0.08,15.473,
2020-08-23 23:00:21+00:00,139.2,0.01,0.7,205.27,10.88,7.85,0.08,15.429,
2020-08-23 23:20:21+00:00,139.0,0.01,0.7,202.13,10.9,7.85,0.08,15.383,
2020-08-23 23:40:21+00:00,138.7,0.01,0.71,202.36,10.92,7.85,0.08,15.343,
2020-08-24 00:00:21+00:00,138.4,0.01,0.71,200.32,10.94,7.84,0.08,15.305,
2020-08-24 00:20:21+00:00,138.1,0.01,0.7,198.23,10.99,7.84,0.08,15.267,
2020-08-24 00:40:21+00:00,138.0,0.01,0.75,197.53,10.9,7.82,0.08,15.24,
2020-08-24 01:00:21+00:00,137.8,0.01,0.74,198.49,10.96,7.83,0.08,15.202,
2020-08-24 01:20:21+00:00,137.7,0.01,0.73,195.12,10.98,7.83,0.08,15.168,
2020-08-24 01:40:21+00:00,137.4,0.01,0.72,197.99,10.98,7.84,0.08,15.146,
2020-08-24 02:00:21+00:00,137.2,0.01,0.72,199.76,10.98,7.83,0.08,15.12,
2020-08-24 02:20:21+00:00,137.2,0.01,0.73,194.13,11.0,7.83,0.08,15.095,
2020-08-24 02:40:21+00:00,137.2,0.01,0.72,199.18,11.03,7.85,0.08,15.064,
2020-08-24 03:00:21+00:00,137.4,0.01,0.72,198.83,11.04,7.84,0.08,15.033,
2020-08-24 03:20:21+00:00,137.5,0.01,0.71,197.59,11.11,7.85,0.08,14.983,
2020-08-24 03:40:21+00:00,137.6,0.01,0.72,197.35,11.11,7.85,0.08,14.935,
2020-08-24 04:00:21+00:00,137.6,0.01,0.72,197.91,11.14,7.85,0.08,14.894,
2020-08-24 04:20:21+00:00,137.5,0.01,0.72,195.09,11.14,7.85,0.08,14.856,
2020-08-24 04:40:21+00:00,137.5,0.01,0.71,198.83,11.14,7.86,0.08,14.802,
2020-08-24 05:00:21+00:00,137.3,0.01,0.73,197.29,11.15,7.85,0.08,14.733,
2020-08-24 05:20:21+00:00,137.2,0.01,0.74,193.76,11.1,7.84,0.08,14.683,
2020-08-24 05:40:21+00:00,137.0,0.01,0.75,193.1,11.04,7.83,0.08,14.653,
2020-08-24 06:00:21+00:00,136.8,0.01,0.72,196.87,11.15,7.85,0.08,14.621,
2020-08-24 06:20:21+00:00,136.5,0.01,0.69,196.49,11.16,7.86,0.08,14.577,
2020-08-24 06:40:21+00:00,136.4,0.01,0.71,194.69,11.05,7.85,0.08,14.562,
2020-08-24 07:00:21+00:00,136.4,0.01,0.68,197.85,11.11,7.85,0.08,14.56,
2020-08-24 07:20:21+00:00,136.4,0.01,0.69,199.08,11.13,7.86,0.08,14.532,
2020-08-24 07:40:21+00:00,136.4,0.01,0.67,348.32,11.17,7.87,0.08,14.562,
2020-08-24 08:00:21+00:00,136.6,0.01,0.62,277.89,11.44,7.9,0.08,14.601,
2020-08-24 08:20:21+00:00,136.4,0.01,0.6,240.07,11.73,7.97,0.08,14.645,
2020-08-24 08:40:21+00:00,136.6,0.02,0.61,214.93,11.83,7.98,0.08,14.652,
2020-08-24 09:00:21+00:00,136.6,0.02,0.56,220.04,11.94,8.02,0.08,14.714,
2020-08-24 09:20:21+00:00,136.8,0.02,0.54,228.47,12.05,8.06,0.08,14.774,
2020-08-24 09:40:21+00:00,137.1,0.02,0.55,216.1,12.08,8.07,0.08,14.862,
2020-08-24 10:00:21+00:00,137.5,0.02,0.5,236.0,12.07,8.12,0.08,15.04,
2020-08-24 10:20:21+00:00,137.8,0.02,0.48,246.85,12.09,8.17,0.08,15.208,
2020-08-24 10:40:21+00:00,138.8,0.02,0.48,229.06,12.17,8.19,0.08,15.382,
2020-08-24 11:00:21+00:00,139.7,0.02,0.47,241.4,12.11,8.19,0.08,15.534,
2020-08-24 11:20:21+00:00,140.0,0.02,0.44,259.61,12.22,8.25,0.08,15.714,
2020-08-24 11:40:21+00:00,139.9,0.02,0.43,238.57,12.06,8.24,0.08,15.816,
2020-08-24 12:00:21+00:00,140.1,0.02,0.42,256.48,12.03,8.26,0.08,15.953,
2020-08-24 12:20:21+00:00,140.2,0.02,0.42,271.44,12.13,8.29,0.08,16.017,
2020-08-24 12:40:21+00:00,140.3,0.02,0.43,246.32,12.0,8.28,0.08,16.123,
2020-08-24 13:00:21+00:00,140.7,0.02,0.42,263.18,11.98,8.29,0.08,16.202,
2020-08-24 13:20:21+00:00,141.2,0.03,0.41,270.35,11.92,8.3,0.08,16.343,
2020-08-24 13:40:21+00:00,142.0,0.02,0.41,252.23,11.79,8.28,0.08,16.514,
2020-08-24 14:00:21+00:00,142.6,0.03,0.42,262.06,11.71,8.29,0.08,16.588,
2020-08-24 14:20:21+00:00,143.0,0.03,0.43,262.82,11.66,8.27,0.08,16.644000000000002,
2020-08-24 14:40:21+00:00,143.4,0.02,0.43,255.53,11.6,8.26,0.08,16.746,
2020-08-24 15:00:21+00:00,144.1,0.02,0.41,265.99,11.56,8.26,0.08,16.9,
2020-08-24 15:20:21+00:00,144.2,0.02,0.41,267.93,11.59,8.27,0.08,16.996,
2020-08-24 15:40:21+00:00,144.4,0.02,0.41,259.94,11.51,8.26,0.08,17.051,
2020-08-24 16:00:21+00:00,144.7,0.02,0.42,263.25,11.46,8.24,0.08,17.042,
2020-08-24 16:20:21+00:00,144.8,0.02,0.45,257.84,11.38,8.22,0.08,17.014,
2020-08-24 16:40:21+00:00,144.5,0.02,0.48,246.76,11.32,8.19,0.08,16.961,
2020-08-24 17:00:21+00:00,144.3,0.02,0.49,250.61,11.28,8.17,0.08,16.891,
2020-08-24 17:20:21+00:00,144.0,0.02,0.52,246.8,11.16,8.16,0.08,16.833,
2020-08-24 17:40:21+00:00,144.1,0.02,0.5,248.38,11.04,8.16,0.08,16.765,
2020-08-24 18:00:21+00:00,144.2,0.02,0.54,242.57,10.95,8.12,0.08,16.666,
2020-08-24 18:20:21+00:00,143.6,0.02,0.57,236.41,10.87,8.09,0.08,16.519000000000002,
2020-08-24 18:40:21+00:00,143.4,0.02,0.61,234.29,10.86,8.06,0.08,16.37,
2020-08-24 19:00:21+00:00,143.3,0.02,0.62,233.11,10.9,8.05,0.08,16.233,
2020-08-24 19:20:21+00:00,143.1,0.02,0.64,225.25,10.85,8.01,0.08,16.113,
2020-08-24 19:40:21+00:00,142.9,0.02,0.67,225.06,10.85,7.99,0.08,16.004,
2020-08-24 20:00:21+00:00,142.9,0.02,0.69,223.49,10.85,7.96,0.08,15.905,
2020-08-24 20:20:21+00:00,143.1,0.02,0.73,217.38,10.86,7.94,0.08,15.804,
2020-08-24 20:40:21+00:00,143.4,0.02,0.69,222.98,10.83,7.95,0.08,15.716,
2020-08-24 21:00:21+00:00,143.6,0.02,0.75,216.73,10.83,7.92,0.08,15.632,
2020-08-24 21:20:21+00:00,143.8,0.02,0.76,211.25,10.82,7.9,0.08,15.547,
2020-08-24 21:40:21+00:00,143.9,0.02,0.78,212.34,10.87,7.9,0.08,15.470999999999998,
2020-08-24 22:00:21+00:00,144.0,0.02,0.79,209.43,10.81,7.89,0.08,15.402,
2020-08-24 22:20:21+00:00,144.0,0.02,0.79,206.98,10.88,7.89,0.08,15.327,
2020-08-24 22:40:21+00:00,144.1,0.02,0.8,207.07,10.87,7.89,0.08,15.26,
2020-08-24 23:00:21+00:00,143.9,0.02,0.81,207.88,10.91,7.88,0.08,15.183,
2020-08-24 23:20:21+00:00,143.8,0.02,0.82,205.1,10.97,7.88,0.08,15.079,
2020-08-24 23:40:21+00:00,143.8,0.02,0.87,203.37,11.02,7.87,0.08,14.997,
2020-08-25 00:00:21+00:00,143.6,0.02,0.86,205.29,11.02,7.86,0.08,14.942,
2020-08-25 00:20:21+00:00,143.5,0.02,0.87,204.13,11.06,7.88,0.08,14.864,
2020-08-25 00:40:21+00:00,143.2,0.02,0.82,208.15,11.08,7.91,0.08,14.8,
2020-08-25 01:00:21+00:00,143.0,0.02,0.85,208.65,11.12,7.89,0.08,14.737,
2020-08-25 01:20:21+00:00,142.8,0.02,0.85,204.9,11.16,7.89,0.08,14.674,
2020-08-25 01:40:21+00:00,142.5,0.02,0.87,203.27,11.12,7.88,0.08,14.617,
2020-08-25 02:00:21+00:00,142.3,0.02,0.84,206.02,11.17,7.88,0.08,14.528,
2020-08-25 02:20:21+00:00,141.9,0.02,0.84,206.33,11.21,7.89,0.08,14.447,
2020-08-25 02:40:21+00:00,141.7,0.02,0.84,204.17,11.21,7.89,0.08,14.388,
2020-08-25 03:00:21+00:00,141.4,0.02,0.86,203.86,11.25,7.88,0.08,14.315,
2020-08-25 03:20:21+00:00,141.3,0.02,0.86,202.23,11.3,7.88,0.08,14.248,
2020-08-25 03:40:21+00:00,141.1,0.02,0.88,199.4,11.34,7.88,0.08,14.179,
2020-08-25 04:00:21+00:00,140.9,0.02,0.87,204.48,11.41,7.89,0.08,14.095,
2020-08-25 04:20:21+00:00,140.6,0.02,0.86,203.65,11.42,7.9,0.08,14.028,
2020-08-25 04:40:21+00:00,140.4,0.02,0.82,201.69,11.41,7.91,0.08,13.962,
2020-08-25 05:00:21+00:00,140.1,0.02,0.86,200.18,11.41,7.89,0.08,13.880999999999998,
2020-08-25 05:20:21+00:00,139.8,0.02,0.87,195.46,11.36,7.88,0.08,13.809,
2020-08-25 05:40:21+00:00,139.4,0.02,0.9,191.18,11.35,7.86,0.08,13.733,
2020-08-25 06:00:21+00:00,138.9,0.02,0.87,198.19,11.45,7.87,0.08,13.651,
2020-08-25 06:20:21+00:00,138.7,0.02,0.84,201.4,11.57,7.9,0.08,13.636,
2020-08-25 06:40:21+00:00,138.3,0.02,0.81,208.68,11.7,7.92,0.08,13.621,
2020-08-25 07:00:21+00:00,138.3,0.02,0.78,211.85,11.75,7.92,0.08,13.652,
2020-08-25 07:20:21+00:00,138.3,0.02,0.78,207.65,11.58,7.91,0.08,13.671,
2020-08-25 07:40:21+00:00,138.3,0.02,0.75,217.16,11.61,7.93,0.08,13.733,
2020-08-25 08:00:21+00:00,138.6,0.02,0.71,227.3,11.78,7.97,0.08,13.822,
2020-08-25 08:20:21+00:00,138.9,0.02,0.68,223.54,11.62,7.96,0.08,13.923,
2020-08-25 08:40:21+00:00,139.5,0.02,0.7,210.38,11.32,7.93,0.08,14.013,
2020-08-25 09:00:21+00:00,139.8,0.02,0.65,240.57,11.73,8.01,0.08,14.207,
2020-08-25 09:20:21+00:00,139.9,0.02,0.59,282.15,12.33,8.15,0.08,14.319,
2020-08-25 09:40:21+00:00,140.4,0.02,0.58,264.47,12.37,8.18,0.08,14.48,
2020-08-25 10:00:21+00:00,141.2,0.02,0.56,284.34,12.45,8.21,0.08,14.675999999999998,
2020-08-25 10:20:21+00:00,142.0,0.03,0.54,294.98,12.48,8.25,0.08,14.874,
2020-08-25 10:40:21+00:00,142.5,0.03,0.5,283.66,12.53,8.3,0.08,15.116,
2020-08-25 11:00:21+00:00,143.5,0.03,0.48,304.76,12.49,8.31,0.08,15.419,
2020-08-25 11:20:21+00:00,144.1,0.03,0.48,304.38,12.42,8.31,0.08,15.608,
2020-08-25 11:40:21+00:00,144.8,0.03,0.47,277.13,12.21,8.3,0.08,15.815,
2020-08-25 12:00:21+00:00,145.5,0.03,0.44,296.39,12.08,8.3,0.08,16.02,
2020-08-25 12:20:21+00:00,146.5,0.03,0.43,301.71,12.07,8.32,0.08,16.250999999999998,
2020-08-25 12:40:21+00:00,147.5,0.02,0.44,252.58,11.04,8.1,0.08,16.448,
2020-08-25 13:00:21+00:00,149.0,0.01,0.46,238.75,10.2,7.97,0.08,16.705,
2020-08-25 13:20:21+00:00,150.6,0.01,0.48,225.41,9.28,7.87,0.08,17.031,
2020-08-25 13:40:21+00:00,150.9,0.01,0.51,228.03,9.23,7.89,0.08,17.162,
2020-08-25 14:00:21+00:00,149.8,0.02,0.47,309.39,10.91,8.17,0.08,17.137999999999998,
2020-08-25 14:20:21+00:00,149.6,0.02,0.47,302.02,10.92,8.2,0.08,17.134,
2020-08-25 14:40:21+00:00,149.7,0.03,0.48,288.44,11.06,8.26,0.08,17.117,
2020-08-25 15:00:21+00:00,150.0,0.03,0.5,282.27,10.73,8.21,0.08,17.148,
2020-08-25 15:20:21+00:00,149.9,0.03,0.53,272.84,10.67,8.2,0.08,17.02,
2020-08-25 15:40:21+00:00,149.9,0.03,0.54,263.77,10.71,8.2,0.08,16.999000000000002,
2020-08-25 16:00:21+00:00,149.3,0.03,0.55,269.24,10.91,8.19,0.08,16.858,
2020-08-25 16:20:21+00:00,149.2,0.03,0.56,260.1,10.86,8.16,0.08,16.831,
2020-08-25 16:40:21+00:00,149.1,0.03,0.58,254.55,10.91,8.16,0.08,16.834,
2020-08-25 17:00:21+00:00,150.0,0.03,0.6,242.17,10.91,8.12,0.08,16.937,
2020-08-25 17:20:21+00:00,150.4,0.02,0.61,239.95,10.8,8.09,0.08,17.111,
2020-08-25 17:40:21+00:00,150.7,0.02,0.56,245.03,10.69,8.11,0.08,17.152,
2020-08-25 18:00:21+00:00,150.9,0.02,0.6,228.0,10.61,8.07,0.08,17.154,
2020-08-25 18:20:21+00:00,150.6,0.02,0.62,226.39,10.62,8.07,0.08,17.066,
2020-08-25 18:40:21+00:00,150.2,0.02,0.66,219.04,10.53,8.04,0.08,16.930999999999997,
2020-08-25 19:00:21+00:00,149.6,0.02,0.7,208.59,10.42,8.0,0.08,16.773,
2020-08-25 19:20:21+00:00,149.2,0.02,0.73,202.7,10.35,7.97,0.08,16.637,
2020-08-25 19:40:21+00:00,148.8,0.02,0.77,199.53,10.33,7.95,0.08,16.489,
2020-08-25 20:00:21+00:00,148.5,0.02,0.79,193.71,10.36,7.92,0.08,16.37,
2020-08-25 20:20:21+00:00,148.3,0.02,0.81,189.79,10.41,7.91,0.08,16.246,
2020-08-25 20:40:21+00:00,148.1,0.02,0.83,189.61,10.38,7.89,0.08,16.139,
2020-08-25 21:00:21+00:00,147.9,0.02,0.87,184.55,10.42,7.86,0.08,16.039,
2020-08-25 21:20:21+00:00,147.8,0.02,0.9,179.84,10.39,7.84,0.08,15.935,
2020-08-25 21:40:21+00:00,147.7,0.02,0.88,185.28,10.36,7.86,0.08,15.847,
2020-08-25 22:00:21+00:00,147.6,0.02,0.91,177.4,10.39,7.82,0.08,15.757,
2020-08-25 22:20:21+00:00,147.3,0.02,0.96,176.27,10.43,7.81,0.08,15.645,
2020-08-25 22:40:21+00:00,147.1,0.02,1.0,177.24,10.4,7.8,0.09,15.56,
2020-08-25 23:00:21+00:00,147.0,0.02,1.02,173.87,10.43,7.78,0.09,15.465,
2020-08-25 23:20:21+00:00,146.6,0.02,1.03,171.34,10.47,7.77,0.09,15.373,
2020-08-25 23:40:21+00:00,146.4,0.02,1.06,174.17,10.49,7.77,0.09,15.296,
2020-08-26 00:00:21+00:00,146.3,0.02,1.03,171.75,10.49,7.76,0.09,15.247,
2020-08-26 00:20:21+00:00,146.0,0.02,1.06,173.5,10.59,7.77,0.09,15.164,
2020-08-26 00:40:21+00:00,145.7,0.02,1.09,172.64,10.55,7.75,0.09,15.106,
2020-08-26 01:00:21+00:00,145.2,0.02,1.08,172.86,10.66,7.76,0.09,15.034,
2020-08-26 01:20:21+00:00,145.1,0.02,1.07,170.62,10.63,7.75,0.09,15.003,
2020-08-26 01:40:21+00:00,144.9,0.02,1.02,178.37,10.67,7.79,0.08,14.954,
2020-08-26 02:00:21+00:00,144.6,0.02,1.05,176.79,10.79,7.78,0.08,14.89,
2020-08-26 02:20:21+00:00,144.4,0.02,1.06,173.3,10.75,7.77,0.08,14.856,
2020-08-26 02:40:21+00:00,144.2,0.02,1.06,173.78,10.71,7.77,0.08,14.822,
2020-08-26 03:00:21+00:00,144.1,0.02,1.07,171.6,10.72,7.76,0.08,14.77,
2020-08-26 03:20:21+00:00,144.0,0.02,1.09,168.82,10.68,7.75,0.08,14.733,
2020-08-26 03:40:21+00:00,144.0,0.02,1.09,170.69,10.65,7.76,0.09,14.688,
